Southern Methodist Mustangs,SMU,Crandall Head,G,76,180,JR,"Matteson, IL",IL
Southern Methodist Mustangs,SMU,Cannen Cunningham,C,82,225,JR,"Arlington, TX",TX
Southern Methodist Mustangs,SMU,Jonathan Wilfong,G,74,185,FR,"Memphis, TN",TN
Southern Methodist Mustangs,SMU,Jean-Micheal Mudiay,G,75,200,JR,"Arlington, TX",TX
Southern Methodist Mustangs,SMU,Ben Moore,F,80,185,FR,"Bolingbrook, IL",IL
Southern Methodist Mustangs,SMU,Yanick Moreira,C,83,220,JR,--,--
Temple Owls,Temple,Josh Brown,G,75,185,FR,"Irvington, NJ",NJ
Temple Owls,Temple,Will Cummings,G,74,175,JR,"Jacksonville, FL",FL
Temple Owls,Temple,Anthony Lee,F,81,230,JR,"Columbia, MD",MD
Temple Owls,Temple,Mark Williams,F,80,240,FR,"Cleveland, OH",OH
Temple Owls,Temple,Nick Pendergast,F,77,180,JR,"Bridgewater, CT",CT
Temple Owls,Temple,Jimmy McDonnell,F,82,210,JR,"Jackson, NJ",NJ
Temple Owls,Temple,Devontae Watson,F-C,82,210,SO,"Ambridge, PA",PA
Temple Owls,Temple,Quenton DeCosey,G,77,180,SO,"Union, NJ",NJ
Temple Owls,Temple,Dalton Pepper,G,77,220,SR,"Levittown, PA",PA
Temple Owls,Temple,Daniel Dingle,G-F,79,225,SO,"Bronx, NY",NY
UCF Knights,UCF,Tristan Spurlock,F,80,230,SR,"Woodbridge, VA",VA
UCF Knights,UCF,Isaiah Sykes,G-F,78,220,SR,"Detroit, MI",MI
UCF Knights,UCF,Daiquan Walker,G,74,180,SO,"Philadelphia, PA",PA
UCF Knights,UCF,Eugene McCrory,F,80,240,JR,"Riverdale, MD",MD
UCF Knights,UCF,Tyler Coons,G,74,185,SO,"Orlando, FL",FL
UCF Knights,UCF,Calvin Newell,G,73,210,SR,"Philadelphia, PA",PA
UCF Knights,UCF,Matt Williams,G,77,220,SO,"Orlando, FL",FL
UCF Knights,UCF,Dylan Karell,F,83,230,SO,"North Miami Beach, FL",FL
UCF Knights,UCF,Isaac Lang,G,73,195,SR,"Tampa, FL",FL
UCF Knights,UCF,Brandon Goodwin,G,72,175,FR,"Norcross, GA",GA
UCF Knights,UCF,Steven Haney,G-F,78,190,FR,"Fort Lauderdale, FL",FL
UCF Knights,UCF,Kasey Wilson,F,79,225,JR,"North Port, FL",FL
UCF Knights,UCF,Justin McBride,C,82,310,FR,"Starke, FL",FL
UCF Knights,UCF,Staphon Blair,F,81,250,SO,"Fort Lauderdale, FL",FL
UCF Knights,UCF,Craig Brown,NA,0,0, -- ,--,--
UCF Knights,UCF,D'Von Campbell,NA,0,0, -- ,--,--
UCF Knights,UCF,Kadeem Jack,NA,0,0, -- ,--,--
UCF Knights,UCF,Wally Judge,NA,0,0, -- ,--,--
UCF Knights,UCF,Malick Kone,NA,0,0, -- ,--,--
UCF Knights,UCF,Greg Lewis,NA,0,0, -- ,--,--
UCF Knights,UCF,Myles Mack,NA,0,0, -- ,--,--
UCF Knights,UCF,Jj Moore,NA,0,0, -- ,--,--
Dayton Flyers,Dayton,Kyle Davis,G,72,165,FR,"Chicago, IL",IL
Dayton Flyers,Dayton,Devin Oliver,F,79,225,SR,"Kalamazoo, MI",MI
Dayton Flyers,Dayton,Scoochie Smith,G,74,170,FR,"New York, NY",NY
Dayton Flyers,Dayton,Jalen Robinson,F-C,81,243,SO,"Columbus, OH",OH
Dayton Flyers,Dayton,Dyshawn Pierre,F,78,210,SO,"Whitby, ON",ON
Dayton Flyers,Dayton,Kendall Pollard,F,78,210,FR,"Chicago, IL",IL
Dayton Flyers,Dayton,Brian Vonderhaar,G,72,170,SR,"Cincinnati, OH",OH
Dayton Flyers,Dayton,Jordan Sibert,G,76,187,JR,"Cincinnati, OH",OH
Dayton Flyers,Dayton,Alex Gavrilovic,F,81,246,JR,"Strasbourg, France",France
Dayton Flyers,Dayton,Matt Kavanaugh,F-C,82,250,SR,"Centerville, OH",OH
Dayton Flyers,Dayton,Devon Scott,F-C,81,215,SO,"Columbus, OH",OH
Dayton Flyers,Dayton,Vee Sanford,G,76,196,SR,"Lexington, KY",KY
Dayton Flyers,Dayton,Bobby Wehrli,F,78,198,SO,"Naperville, IL",IL
Dayton Flyers,Dayton,William DuPuy,G,68,157,FR,"Grapevine, TX",TX
Dayton Flyers,Dayton,Eddie Eshoo,G,72,180,FR,"Lisle, IL",IL
Dayton Flyers,Dayton,Khari Price,G,71,170,SO,"Slidell, LA",LA
Duquesne Dukes,Duquesne,Tra'Vaughn White,G,70,190,JR,"Kansas City, KS",KS
Duquesne Dukes,Duquesne,Dominique McKoy,F,80,215,JR,"Atlanta, GA",GA
Duquesne Dukes,Duquesne,Christian Johnston,G,70,150,SO,"Pittsburgh, PA",PA
Duquesne Dukes,Duquesne,Jerry Jones,F,76,195,SR,"Detroit, MI",MI
Duquesne Dukes,Duquesne,Isaiah Watkins,F,79,220,FR,"Toronto, ON",ON
Duquesne Dukes,Duquesne,Brandon Cartmill,G,70,170,SO,"Carlisle, PA",PA
Duquesne Dukes,Duquesne,Micah Mason,G,74,180,SO,"Natrona Heights, PA",PA
Duquesne Dukes,Duquesne,Jeremiah Jones,F,75,190,SO,"Gary, IN",IN
Duquesne Dukes,Duquesne,Desmond Ridenour,G,74,185,FR,"Cleveland Heights, OH",OH
Duquesne Dukes,Duquesne,L.G. Gill,F,79,210,FR,"Chesterfield, VA",VA
Duquesne Dukes,Duquesne,Nick Foschia,F,76,215,SO,--,--
Duquesne Dukes,Duquesne,Darius Lewis,C,83,255,FR,"Lexington, KY",KY
Duquesne Dukes,Duquesne,Jordan Robinson,F,80,255,FR,"Toronto, ON",ON
