artist,debut_year,year,years_since_debut,debut_position,debut_songs,total_hits,best_position,return_songs,best_return_position,last_year,years_since_last
Ketty Lester,1962,2013,51,34,1,1,34,0,,1962,51
Kevin Lyttle,2004,2013,9,27,1,1,27,0,,2004,9
Kevin McCall,2010,2013,3,68,1,1,68,0,,2010,3
Kevin Rudolf,2008,2013,5,65,1,3,32,0,,2010,3
Kevon Edmonds,2000,2013,13,92,1,1,92,0,,2000,13
Keyshia Cole,2006,2013,7,37,2,6,37,0,,2008,5
Kid Cudi,2009,2013,4,28,1,1,28,0,,2009,4
Kid Rock,2000,2013,13,67,1,3,9,0,,2008,5
Kidd Kidd,2008,2013,5,91,1,1,91,0,,2008,5
Kiki Dee,1976,2013,37,2,1,1,2,0,,1976,37
Killer Mike,2002,2013,11,70,1,1,70,0,,2002,11
Kim Carnes,1980,2013,33,31,2,3,1,0,,1981,32
Kim Wilde,1982,2013,31,91,1,2,34,0,,1987,26
Kimbra,2012,2013,1,1,1,1,1,0,,2012,1
King Curtis,1962,2013,51,92,1,1,92,0,,1962,51
King Floyd,1971,2013,42,77,1,1,77,0,,1971,42
King Harvest,1973,2013,40,36,1,1,36,0,,1973,40
Kings Of Leon,2009,2013,4,14,1,1,14,0,,2009,4
Kings of Leon,2010,2013,3,87,1,1,87,0,,2010,3
Kingsmen,1964,2013,49,86,1,2,39,0,,1965,48
Kingston Trio,1958,2013,55,28,1,3,28,0,,1962,51
Kinks,1964,2013,49,78,1,5,52,0,,1983,30
Kip Moore,2012,2013,1,96,1,1,96,0,,2012,1
Kirko Bangz,2012,2013,1,78,1,1,78,0,,2012,1
Kiss,1976,2013,37,95,1,3,74,0,,1990,23
Kit Carson,1956,2013,57,73,1,1,73,0,,1956,57
Klymaxx,1986,2013,27,3,1,1,3,0,,1986,27
Knack,1979,2013,34,1,1,1,1,0,,1979,34
Kokomo,1961,2013,52,44,1,1,44,0,,1961,52
Kool Moe Dee,1999,2013,14,33,1,1,33,0,,1999,14
Kool and The Gang,1974,2013,39,12,2,13,6,0,,1987,26
Krayzie Bone,2006,2013,7,8,1,1,8,0,,2006,7
Kris Allen,2010,2013,3,48,1,1,48,0,,2010,3
Kris Kristofferson,1973,2013,40,6,1,1,6,0,,1973,40
Kris Kross,1992,2013,21,3,2,4,3,0,,1996,17
Kristinia DeBarge,2009,2013,4,96,1,1,96,0,,2009,4
Kyjuan,2003,2013,10,40,1,1,40,0,,2003,10
Kylie Minogue,1988,2013,25,49,1,2,45,0,,2002,11
Kyper,1990,2013,23,100,1,1,100,0,,1990,23
Kyu Sakamoto,1963,2013,50,13,1,1,13,0,,1963,50
L.T.D.,1978,2013,35,57,1,1,57,0,,1978,35
LFO,1999,2013,14,38,1,2,38,0,,2000,13
LL Cool J,1991,2013,22,64,1,8,15,0,,2004,9
LMFAO,2011,2013,2,2,2,4,2,0,,2012,1
La Bouche,1996,2013,17,23,2,2,23,0,,1996,17
La Roux,2010,2013,3,42,1,1,42,0,,2010,3
Labelle,1975,2013,38,22,1,1,22,0,,1975,38
Lady Antebellum,2009,2013,4,90,1,5,2,0,,2013,0
Lady Gaga,2009,2013,4,2,4,12,2,0,,2013,0
Lady Saw,2002,2013,11,71,1,2,59,0,,2003,10
Lamont Dozier,1974,2013,39,87,1,1,87,0,,1974,39
Lana Del Rey,2013,2013,0,45,1,1,45,0,,2013,0
Larry Finnegan,1962,2013,51,79,1,1,79,0,,1962,51
Larry Groce,1976,2013,37,93,1,1,93,0,,1976,37
Larry Hall,1960,2013,53,100,1,1,100,0,,1960,53
Larry Mullen,1996,2013,17,66,1,1,66,0,,1996,17
Larry Verne,1960,2013,53,42,1,1,42,0,,1960,53
Larry Williams,1957,2013,56,43,2,2,43,0,,1957,56
Laura Branigan,1982,2013,31,75,1,5,20,0,,1984,29
Lauren Bennett,2011,2013,2,2,1,2,2,0,,2012,1
Laurie London,1958,2013,55,17,1,1,17,0,,1958,55
Lauryn Hill,1999,2013,14,41,2,2,41,0,,1999,14
Lavern Baker,1957,2013,56,94,1,2,63,0,,1959,54
Lawrence Welk,1956,2013,57,96,1,2,11,0,,1961,52
LeAnn Rimes,1997,2013,16,9,1,5,5,0,,2002,11
LeBlanc and Carr,1978,2013,35,79,1,1,79,0,,1978,35
Lea,2004,2013,9,20,1,1,20,0,,2004,9
Lee Ann Womack,2000,2013,13,87,1,2,32,0,,2001,12
Lee Brice,2012,2013,1,95,1,1,95,0,,2012,1
Lee Dorsey,1961,2013,52,53,1,2,53,0,,1966,47
Lee Michaels,1971,2013,42,19,1,1,19,0,,1971,42
Left Banke,1966,2013,47,40,1,1,40,0,,1966,47
Leif Garrett,1979,2013,34,37,1,1,37,0,,1979,34
Leighton Meester,2009,2013,4,43,1,1,43,0,,2009,4
Lemon Pipers,1968,2013,45,47,1,1,47,0,,1968,45
Len,1999,2013,14,78,1,1,78,0,,1999,14
Lenny Kravitz,1991,2013,22,35,1,3,9,0,,2001,12
Leo Sayer,1975,2013,38,90,1,5,13,0,,1981,32
Leona Lewis,2008,2013,5,2,2,2,2,0,,2008,5
Les Baxter,1956,2013,57,6,2,2,6,0,,1956,57
Lesley Gore,1963,2013,50,14,3,5,14,0,,1967,46
Lettermen,1961,2013,52,58,1,3,30,0,,1969,44
Level 42,1986,2013,27,37,1,1,37,0,,1986,27
Levert,1987,2013,26,71,1,1,71,0,,1987,26
Lifehouse,2001,2013,12,1,1,4,1,0,,2007,6
Lil Boosie,2007,2013,6,53,1,1,53,0,,2007,6
Lil Bow Wow,2000,2013,13,94,1,1,94,0,,2000,13
Lil Jon,2003,2013,10,46,1,6,1,0,,2010,3
Lil Jon and The East Side Boyz,2004,2013,9,49,1,1,49,0,,2004,9
Lil Jon and the East Side Boyz,2003,2013,10,11,1,3,11,0,,2005,8
Lil Kim,2007,2013,6,65,1,1,65,0,,2007,6
Lil Scrappy,2007,2013,6,95,1,1,95,0,,2007,6
Lil Wayne,2005,2013,8,26,1,25,4,0,,2013,0
"Lil' Boosie",2008,2013,5,45,1,1,45,0,,2008,5
"Lil' Flip",2004,2013,9,20,2,2,20,0,,2004,9
"Lil' Kim",1997,2013,16,46,2,7,20,0,,2005,8
"Lil' Mo",2001,2013,12,30,2,4,24,0,,2003,10
"Lil' Phat",2008,2013,5,45,1,1,45,0,,2008,5
"Lil' Romeo",2001,2013,12,74,1,1,74,0,,2001,12
"Lil' Wayne",1999,2013,14,75,1,3,40,0,,2007,6
"Lil' Zane",1999,2013,14,47,1,1,47,0,,1999,14
Lily Allen,2012,2013,1,86,1,1,86,0,,2012,1
Linda Ronstadt,1975,2013,38,47,2,9,20,0,,1990,23
Linda Scott,1961,2013,52,36,2,2,36,0,,1961,52
Lindsey Buckingham,1982,2013,31,45,1,1,45,0,,1982,31
Linear,1990,2013,23,31,1,1,31,0,,1990,23
Linkin Park,2002,2013,11,7,1,7,7,0,,2012,1
Lionel Richie,1981,2013,32,2,1,13,2,0,,1987,26
"Lipps, Inc.",1980,2013,33,8,1,1,8,0,,1980,33
Lisa Lisa and Cult Jam,1986,2013,27,61,1,3,17,0,,1987,26
Lisa Loeb,1994,2013,19,6,1,2,6,0,,1998,15
Lisa Stansfield,1990,2013,23,21,1,1,21,0,,1990,23
Lita Ford,1989,2013,24,77,1,1,77,0,,1989,24
Little Anthony and The Imperials,1958,2013,55,34,1,2,34,0,,1965,48
Little Big Town,2012,2013,1,67,1,1,67,0,,2012,1
Little Dippers,1960,2013,53,61,1,1,61,0,,1960,53
Little Eva,1962,2013,51,7,1,1,7,0,,1962,51
Little Peggy March,1963,2013,50,26,1,1,26,0,,1963,50
Little Richard,1956,2013,57,45,1,3,45,0,,1957,56
Little River Band,1978,2013,35,65,1,7,41,0,,1983,30
Little Stevie Wonder,1963,2013,50,8,1,1,8,0,,1963,50
Lloyd,2004,2013,9,84,1,4,13,0,,2010,3
Lloyd Banks,2004,2013,9,55,1,1,55,0,,2004,9
Lloyd Price,1959,2013,54,3,3,4,3,0,,1960,53
Lobo,1971,2013,42,59,1,2,59,0,,1973,40
Loggins and Messina,1973,2013,40,53,1,1,53,0,,1973,40
Loleatta Holloway,1991,2013,22,20,1,1,20,0,,1991,22
London Symphony Orchestra,1977,2013,36,99,1,1,99,0,,1977,36
Londonbeat,1991,2013,22,31,1,1,31,0,,1991,22
Lonestar,1999,2013,14,85,1,5,8,0,,2003,10
Lonnie Donegan,1956,2013,57,50,1,2,50,0,,1961,52
Lonnie Mack,1963,2013,50,58,1,1,58,0,,1963,50
Looking Glass,1972,2013,41,12,1,1,12,0,,1972,41
Loon,2002,2013,11,15,2,2,15,0,,2002,11
Lord Tariq and Peter Gunz,1998,2013,15,36,1,1,36,0,,1998,15
Lorde,2013,2013,0,15,1,1,15,0,,2013,0
Loreena McKennitt,1998,2013,15,83,1,1,83,0,,1998,15
Los Bravos,1966,2013,47,89,1,1,89,0,,1966,47
Los Del Rio,1996,2013,17,1,2,3,1,0,,1997,16
Los Indios Tabajaras,1963,2013,50,41,1,1,41,0,,1963,50
Los Lobos,1987,2013,26,11,1,1,11,0,,1987,26
Los Lonely Boys,2004,2013,9,37,1,1,37,0,,2004,9
Lou Bega,1999,2013,14,42,1,1,42,0,,1999,14
Lou Christie,1963,2013,50,54,1,3,23,0,,1969,44
Lou Gramm,1987,2013,26,82,1,2,57,0,,1990,23
Lou Monte,1958,2013,55,80,1,1,80,0,,1958,55
Lou Rawls,1966,2013,47,78,1,3,32,0,,1976,37
Louis Armstrong,1964,2013,49,3,1,1,3,0,,1964,49
Love Unlimited,1972,2013,41,98,1,1,98,0,,1972,41
Love Unlimited Orchestra,1974,2013,39,3,1,1,3,0,,1974,39
Love and Rockets,1989,2013,24,51,1,1,51,0,,1989,24
Loverboy,1982,2013,31,96,1,2,75,0,,1983,30
"Lovin' Spoonful",1965,2013,48,89,1,4,11,0,,1966,47
Lox,1998,2013,15,78,1,1,78,0,,1998,15
Lsg,1998,2013,15,34,1,1,34,0,,1998,15
Ludacris,2001,2013,12,77,1,28,1,0,,2011,2
Luke,1998,2013,15,90,1,1,90,0,,1998,15
Luke Bryan,2011,2013,2,81,1,5,53,0,,2013,0
Lulu,1967,2013,46,1,1,1,1,0,,1967,46
Lumidee,2003,2013,10,41,1,1,41,0,,2003,10
Lumineers,2013,2013,0,12,1,1,12,0,,2013,0
Luniz,1995,2013,18,36,1,1,36,0,,1995,18
Lupe Fiasco,2008,2013,5,63,1,2,28,0,,2011,2
Luscious Jackson,1997,2013,16,81,1,1,81,0,,1997,16
Luther Ingram,1972,2013,41,16,1,1,16,0,,1972,41
Luther Vandross,1990,2013,23,43,1,4,41,0,,1994,19
Lynn Anderson,1971,2013,42,41,1,1,41,0,,1971,42
Lynyrd Skynyrd,1978,2013,35,70,1,1,70,0,,1978,35
M,1980,2013,33,40,1,1,40,0,,1980,33
M.C. Hammer,1990,2013,23,47,2,2,47,0,,1990,23
M.I.A.,2008,2013,5,35,1,1,35,0,,2008,5
MFSB,1974,2013,39,7,1,1,7,0,,1974,39
