race,sex,employ,region,age,income,education,records,people,percent,gov_percent
a,a,e,w,65u,u74,hs,2,867,0.01384083,0.925028835
a,a,e,w,65u,u74,no-hs,1,205,0.03902439,0.907317073
a,a,e,w,a,75u,a,1,31411,0.091687625,0.171309414
a,a,e,w,a,75u,cg,1,10762,0.055380041,0.159635755
a,a,e,w,a,75u,hs,2,11721,0.134118249,0.175326337
a,a,e,w,a,75u,no-hs,1,2880,0.148958333,0.215972222
a,a,e,w,a,a,a,1,73429,0.170069046,0.320173229
a,a,e,w,a,a,cg,1,16516,0.095301526,0.219241947
a,a,e,w,a,a,hs,2,31336,0.208290784,0.308718407
a,a,e,w,a,a,no-hs,1,10729,0.288004474,0.38950508
a,a,e,w,a,u25,a,5,12781,0.262186057,0.605977623
a,a,e,w,a,u25,cg,5,1275,0.260392157,0.426666667
a,a,e,w,a,u25,hs,10,5678,0.287072913,0.559528003
a,a,e,w,a,u25,no-hs,5,3073,0.335828181,0.596810934
a,a,e,w,a,u49,a,2,15915,0.248696199,0.417719133
a,a,e,w,a,u49,cg,2,2080,0.175480769,0.356730769
a,a,e,w,a,u49,hs,4,7523,0.270237937,0.380699189
a,a,e,w,a,u49,no-hs,2,2954,0.379146919,0.396750169
a,a,e,w,a,u74,a,1,13323,0.172633791,0.280417323
a,a,e,w,a,u74,cg,1,2401,0.117451062,0.256559767
a,a,e,w,a,u74,hs,2,6413,0.201777639,0.245750819
a,a,e,w,a,u74,no-hs,1,1822,0.279912184,0.302414929
a,a,e,w,u18,75u,a,1,7418,0.046912915,0.161364249
a,a,e,w,u18,75u,cg,1,4,0,0.75
a,a,e,w,u18,75u,hs,2,43,0.069767442,0.255813953
a,a,e,w,u18,75u,no-hs,1,1323,0.046107332,0.148904006
a,a,e,w,u18,a,a,1,18041,0.09500582,0.392494873
a,a,e,w,u18,a,cg,1,7,0,0.428571429
a,a,e,w,u18,a,hs,2,109,0.174311927,0.266055046
a,a,e,w,u18,a,no-hs,1,3078,0.128979857,0.328784925
a,a,e,w,u18,u25,a,5,3269,0.149892934,0.768736617
a,a,e,w,u18,u25,cg,1,1,0,0
a,a,e,w,u18,u25,hs,8,23,0.347826087,0.434782609
a,a,e,w,u18,u25,no-hs,5,491,0.254582485,0.635437882
a,a,e,w,u18,u49,a,2,4051,0.138237472,0.547025426
a,a,e,w,u18,u49,hs,4,15,0.4,0.133333333
a,a,e,w,u18,u49,no-hs,2,677,0.163958641,0.509601182
a,a,e,w,u18,u74,a,1,3303,0.095973358,0.349984862
a,a,e,w,u18,u74,cg,1,2,0,0
a,a,e,w,u18,u74,hs,2,27,0.111111111,0.222222222
a,a,e,w,u18,u74,no-hs,1,588,0.170068027,0.268707483
a,a,e,w,u34,75u,a,2,7262,0.17653539,0.093087304
a,a,e,w,u34,75u,cg,2,2445,0.104294479,0.057259714
a,a,e,w,u34,75u,hs,4,4175,0.209820359,0.101317365
a,a,e,w,u34,75u,no-hs,2,641,0.235569423,0.176287051
a,a,e,w,u34,a,a,2,17723,0.282570671,0.174970377
a,a,e,w,u34,a,cg,2,4095,0.154090354,0.066178266
a,a,e,w,u34,a,hs,4,11075,0.301670429,0.183747178
a,a,e,w,u34,a,no-hs,2,2553,0.405797101,0.311006659
a,a,e,w,u34,u25,a,10,2918,0.403015764,0.384167238
a,a,e,w,u34,u25,cg,10,306,0.382352941,0.147058824
a,a,e,w,u34,u25,hs,20,1865,0.402680965,0.365683646
a,a,e,w,u34,u25,no-hs,10,750,0.414666667,0.525333333
a,a,e,w,u34,u49,a,4,3989,0.396339935,0.207069441
a,a,e,w,u34,u49,cg,4,578,0.23183391,0.069204152
a,a,e,w,u34,u49,hs,8,2658,0.395410083,0.217832957
a,a,e,w,u34,u49,no-hs,4,754,0.523872679,0.271883289
a,a,e,w,u34,u74,a,2,3556,0.272778403,0.134420697
a,a,e,w,u34,u74,cg,2,767,0.164276402,0.059973924
a,a,e,w,u34,u74,hs,4,2378,0.279226241,0.147182506
a,a,e,w,u34,u74,no-hs,2,412,0.439320388,0.199029126
a,a,e,w,u64,75u,a,4,14069,0.085436065,0.083374796
a,a,e,w,u64,75u,cg,4,6997,0.045590968,0.062741175
a,a,e,w,u64,75u,hs,8,6385,0.106812843,0.097729052
a,a,e,w,u64,75u,no-hs,4,687,0.294032023,0.161572052
a,a,e,w,u64,a,a,4,28419,0.19733277,0.16654351
a,a,e,w,u64,a,cg,4,9683,0.094082412,0.090777652
a,a,e,w,u64,a,hs,8,15101,0.205681743,0.188067015
a,a,e,w,u64,a,no-hs,4,3636,0.437293729,0.27860286
a,a,e,w,u64,u25,a,20,4071,0.399656104,0.416113977
a,a,e,w,u64,u25,cg,20,591,0.358714044,0.243654822
a,a,e,w,u64,u25,hs,40,2285,0.370678337,0.447702407
a,a,e,w,u64,u25,no-hs,20,1197,0.476190476,0.438596491
a,a,e,w,u64,u49,a,8,5357,0.334142244,0.219152511
a,a,e,w,u64,u49,cg,8,930,0.246236559,0.158064516
a,a,e,w,u64,u49,hs,16,3289,0.291882031,0.236850106
a,a,e,w,u64,u49,no-hs,8,1136,0.529049296,0.220070423
a,a,e,w,u64,u74,a,4,4924,0.200852965,0.140333063
a,a,e,w,u64,u74,cg,4,1166,0.129502573,0.125214408
a,a,e,w,u64,u74,hs,8,3141,0.195797517,0.133715377
a,a,e,w,u64,u74,no-hs,4,618,0.359223301,0.205501618
a,a,u,a,65u,75u,a,1,5998,0.012837613,0.955151717
a,a,u,a,65u,75u,cg,1,2483,0.013693113,0.949254934
a,a,u,a,65u,75u,hs,2,2907,0.005847953,0.966632267
a,a,u,a,65u,75u,no-hs,1,608,0.042763158,0.924342105
a,a,u,a,65u,a,a,1,33836,0.011171533,0.972484927
a,a,u,a,65u,a,cg,1,7392,0.010010823,0.961174242
a,a,u,a,65u,a,hs,2,19802,0.007675992,0.977982022
a,a,u,a,65u,a,no-hs,1,6642,0.02303523,0.968684131
a,a,u,a,65u,u25,a,5,11531,0.015610095,0.971988553
a,a,u,a,65u,u25,cg,5,1385,0.019494585,0.938628159
a,a,u,a,65u,u25,hs,10,6641,0.012648697,0.976660142
a,a,u,a,65u,u25,no-hs,5,3506,0.019395322,0.976326298
a,a,u,a,65u,u49,a,2,11317,0.005831934,0.983741274
a,a,u,a,65u,u49,cg,2,2186,0,0.986276304
a,a,u,a,65u,u49,hs,4,7262,0.003580281,0.985678876
a,a,u,a,65u,u49,no-hs,2,1869,0.021401819,0.972712681
a,a,u,a,65u,u74,a,1,4991,0.011220196,0.968944099
a,a,u,a,65u,u74,cg,1,1338,0.00896861,0.965620329
a,a,u,a,65u,u74,hs,2,2994,0.008016032,0.972945892
a,a,u,a,65u,u74,no-hs,1,659,0.030349014,0.957511381
a,a,u,a,a,75u,a,1,46640,0.064622642,0.267345626
a,a,u,a,a,75u,cg,1,6119,0.062591927,0.465762379
a,a,u,a,a,75u,hs,2,9635,0.099948106,0.453243383
a,a,u,a,a,75u,no-hs,1,6499,0.071703339,0.243883674
a,a,u,a,a,a,a,1,153794,0.124569229,0.517633978
a,a,u,a,a,a,cg,1,15784,0.104156107,0.568360365
a,a,u,a,a,a,hs,2,49399,0.15654163,0.626591631
a,a,u,a,a,a,no-hs,1,27518,0.164219783,0.539864816
a,a,u,a,a,u25,a,5,43184,0.181942386,0.723230826
a,a,u,a,a,u25,cg,5,3322,0.20590006,0.564720048
a,a,u,a,a,u25,hs,10,17113,0.209314556,0.696429615
a,a,u,a,a,u25,no-hs,5,10233,0.209615948,0.734584188
a,a,u,a,a,u49,a,2,38948,0.145809798,0.632792441
a,a,u,a,a,u49,cg,2,3713,0.102881767,0.7048209
a,a,u,a,a,u49,hs,4,14874,0.152211913,0.689525346
a,a,u,a,a,u49,no-hs,2,6947,0.195911904,0.599395422
a,a,u,a,a,u74,a,1,25022,0.104188314,0.450163856
a,a,u,a,a,u74,cg,1,2631,0.074116306,0.618396047
a,a,u,a,a,u74,hs,2,7778,0.118925174,0.567369504
a,a,u,a,a,u74,no-hs,1,3838,0.142522147,0.414017718
a,a,u,a,u18,75u,a,1,28901,0.047956818,0.14999481
a,a,u,a,u18,75u,cg,1,9,0,0.333333333
a,a,u,a,u18,75u,hs,2,79,0.050632911,0.189873418
a,a,u,a,u18,75u,no-hs,1,4426,0.040442838,0.147085404
a,a,u,a,u18,a,a,1,72130,0.089172328,0.396367669
a,a,u,a,u18,a,cg,1,12,0,0.333333333
a,a,u,a,u18,a,hs,2,208,0.139423077,0.307692308
a,a,u,a,u18,a,no-hs,1,10815,0.105594082,0.34147018
a,a,u,a,u18,u25,a,5,14486,0.124948226,0.778751898
a,a,u,a,u18,u25,cg,2,3,0,0.333333333
a,a,u,a,u18,u25,hs,9,45,0.2,0.666666667
a,a,u,a,u18,u25,no-hs,5,1922,0.184703434,0.691987513
a,a,u,a,u18,u49,a,2,15900,0.129496855,0.552641509
a,a,u,a,u18,u49,hs,3,44,0.25,0.295454545
a,a,u,a,u18,u49,no-hs,2,2442,0.153972154,0.477477477
a,a,u,a,u18,u74,a,1,12843,0.091645254,0.326092035
a,a,u,a,u18,u74,cg,1,0,2,0
a,a,u,a,u18,u74,hs,2,41,0.12195122,0.146341463
a,a,u,a,u18,u74,no-hs,1,2026,0.114511352,0.269990128
a,a,u,a,u34,75u,a,2,5090,0.153045187,0.16129666
a,a,u,a,u34,75u,cg,2,920,0.142391304,0.094565217
a,a,u,a,u34,75u,hs,4,3160,0.164556962,0.169620253
a,a,u,a,u34,75u,no-hs,2,1009,0.126858276,0.196233895
a,a,u,a,u34,a,a,2,18906,0.299587433,0.305035438
a,a,u,a,u34,a,cg,2,2286,0.253718285,0.141732283
a,a,u,a,u34,a,hs,4,11938,0.305076227,0.303233372
a,a,u,a,u34,a,no-hs,2,4682,0.307988039,0.38936352
a,a,u,a,u34,u25,a,10,6210,0.401449275,0.436553945
a,a,u,a,u34,u25,cg,10,601,0.434276206,0.166389351
a,a,u,a,u34,u25,hs,20,3766,0.397769517,0.43866171
a,a,u,a,u34,u25,no-hs,10,1841,0.397609995,0.519826181
a,a,u,a,u34,u49,a,4,4701,0.366943204,0.326738992
a,a,u,a,u34,u49,cg,4,431,0.278422274,0.201856148
a,a,u,a,u34,u49,hs,8,3073,0.380410023,0.313699967
a,a,u,a,u34,u49,no-hs,4,1196,0.364548495,0.405518395
a,a,u,a,u34,u74,a,2,2906,0.229869236,0.240880936
a,a,u,a,u34,u74,cg,2,334,0.19760479,0.152694611
a,a,u,a,u34,u74,hs,4,1935,0.234625323,0.240826873
a,a,u,a,u34,u74,no-hs,2,637,0.232339089,0.287284144
a,a,u,a,u64,75u,a,4,6651,0.116072771,0.238159675
a,a,u,a,u64,75u,cg,4,2706,0.080561715,0.149297857
a,a,u,a,u64,75u,hs,8,3489,0.120664947,0.288621381
a,a,u,a,u64,75u,no-hs,4,456,0.291666667,0.385964912
a,a,u,a,u64,a,a,4,28922,0.23110435,0.426906853
a,a,u,a,u64,a,cg,4,6093,0.162481536,0.252584934
a,a,u,a,u64,a,hs,8,17449,0.224196229,0.452862628
a,a,u,a,u64,a,no-hs,4,5377,0.331597545,0.540636042
a,a,u,a,u64,u25,a,20,10958,0.308176675,0.550556671
a,a,u,a,u64,u25,cg,20,1337,0.294689604,0.356768886
a,a,u,a,u64,u25,hs,40,6658,0.29873836,0.563682788
a,a,u,a,u64,u25,no-hs,20,2968,0.334568733,0.60916442
a,a,u,a,u64,u49,a,8,7030,0.26002845,0.453627312
a,a,u,a,u64,u49,cg,8,1095,0.238356164,0.340639269
a,a,u,a,u64,u49,hs,16,4494,0.235870049,0.471962617
a,a,u,a,u64,u49,no-hs,8,1439,0.35371786,0.483669215
a,a,u,a,u64,u74,a,4,4283,0.164604249,0.359561055
a,a,u,a,u64,u74,cg,4,958,0.122129436,0.296450939
a,a,u,a,u64,u74,hs,8,2808,0.157407407,0.366096866
a,a,u,a,u64,u74,no-hs,4,517,0.284332689,0.441005803
a,a,u,mw,65u,75u,a,1,1115,0.003587444,0.953363229
a,a,u,mw,65u,75u,cg,1,449,0.004454343,0.953229399
a,a,u,mw,65u,75u,hs,2,587,0,0.95229983
a,a,u,mw,65u,75u,no-hs,1,79,0.025316456,0.962025316
a,a,u,mw,65u,a,a,1,7492,0.006406834,0.98011212
a,a,u,mw,65u,a,cg,1,1409,0.004258339,0.973030518
a,a,u,mw,65u,a,hs,2,4794,0.004380476,0.982269504
a,a,u,mw,65u,a,no-hs,1,1289,0.015515904,0.97905353
a,a,u,mw,65u,u25,a,5,2417,0.010757137,0.98220935
a,a,u,mw,65u,u25,cg,5,214,0.018691589,0.957943925
a,a,u,mw,65u,u25,hs,10,1507,0.00928998,0.98407432
a,a,u,mw,65u,u25,no-hs,5,694,0.014409222,0.984149856
a,a,u,mw,65u,u49,a,2,2794,0.003579098,0.986399427
a,a,u,mw,65u,u49,cg,2,458,0,0.982532751
a,a,u,mw,65u,u49,hs,4,1934,0.003102378,0.988107549
a,a,u,mw,65u,u49,no-hs,2,401,0.012468828,0.985037406
a,a,u,mw,65u,u74,a,1,1168,0.005993151,0.984589041
a,a,u,mw,65u,u74,cg,1,287,0,1
a,a,u,mw,65u,u74,hs,2,765,0.003921569,0.985620915
a,a,u,mw,65u,u74,no-hs,1,116,0.043103448,0.939655172
a,a,u,mw,a,75u,a,1,9742,0.04721823,0.226134264
a,a,u,mw,a,75u,cg,1,1085,0.040552995,0.455299539
a,a,u,mw,a,75u,hs,2,1849,0.080043267,0.447268794
a,a,u,mw,a,75u,no-hs,1,1369,0.040905771,0.182615047
a,a,u,mw,a,a,a,1,31785,0.095768444,0.517004877
a,a,u,mw,a,a,cg,1,2954,0.079891672,0.577860528
a,a,u,mw,a,a,hs,2,10619,0.123552124,0.656088144
a,a,u,mw,a,a,no-hs,1,5197,0.118145084,0.539349625
a,a,u,mw,a,u25,a,5,8398,0.147773279,0.751607526
a,a,u,mw,a,u25,cg,5,514,0.186770428,0.570038911
a,a,u,mw,a,u25,hs,10,3570,0.1767507,0.717927171
a,a,u,mw,a,u25,no-hs,5,1888,0.164724576,0.78125
a,a,u,mw,a,u49,a,2,8273,0.110238124,0.661186994
a,a,u,mw,a,u49,cg,2,798,0.090225564,0.706766917
a,a,u,mw,a,u49,hs,4,3472,0.111751152,0.732718894
a,a,u,mw,a,u49,no-hs,2,1253,0.140462889,0.632881085
a,a,u,mw,a,u74,a,1,5371,0.080618134,0.455781046
a,a,u,mw,a,u74,cg,1,556,0.044964029,0.638489209
a,a,u,mw,a,u74,hs,2,1727,0.084539664,0.598726115
a,a,u,mw,a,u74,no-hs,1,687,0.101892285,0.414847162
a,a,u,mw,u18,75u,a,1,6472,0.036928307,0.11433869
a,a,u,mw,u18,75u,cg,1,1,0,0
a,a,u,mw,u18,75u,hs,1,10,0,0
a,a,u,mw,u18,75u,no-hs,1,1022,0.026418787,0.105675147
a,a,u,mw,u18,a,a,1,15218,0.067617295,0.369628072
a,a,u,mw,u18,a,cg,1,3,0,0.333333333
a,a,u,mw,u18,a,hs,2,28,0.035714286,0.178571429
a,a,u,mw,u18,a,no-hs,1,2171,0.067250115,0.305389222
a,a,u,mw,u18,u25,a,5,2789,0.087486554,0.808892076
a,a,u,mw,u18,u25,cg,1,1,0,1
a,a,u,mw,u18,u25,hs,2,4,0,0.5
a,a,u,mw,u18,u25,no-hs,5,360,0.113888889,0.761111111
a,a,u,mw,u18,u49,a,2,3179,0.104435357,0.553947782
a,a,u,mw,u18,u49,hs,3,7,0.142857143,0.285714286
a,a,u,mw,u18,u49,no-hs,2,421,0.133016627,0.451306413
a,a,u,mw,u18,u74,a,1,2776,0.077089337,0.312680115
a,a,u,mw,u18,u74,hs,2,8,0,0.125
a,a,u,mw,u18,u74,no-hs,1,367,0.059945504,0.250681199
a,a,u,mw,u34,75u,a,2,897,0.107023411,0.166109253
a,a,u,mw,u34,75u,cg,2,137,0.094890511,0.04379562
a,a,u,mw,u34,75u,hs,4,555,0.120720721,0.18018018
a,a,u,mw,u34,75u,no-hs,2,206,0.077669903,0.213592233
a,a,u,mw,u34,a,a,2,3330,0.236936937,0.33003003
a,a,u,mw,u34,a,cg,2,389,0.192802057,0.11311054
a,a,u,mw,u34,a,hs,4,2090,0.249282297,0.323444976
a,a,u,mw,u34,a,no-hs,2,849,0.228504122,0.445229682
a,a,u,mw,u34,u25,a,10,1094,0.31809872,0.50274223
a,a,u,mw,u34,u25,cg,10,96,0.395833333,0.114583333
a,a,u,mw,u34,u25,hs,20,671,0.317436662,0.494783905
a,a,u,mw,u34,u25,no-hs,10,326,0.294478528,0.63190184
a,a,u,mw,u34,u49,a,4,810,0.320987654,0.335802469
a,a,u,mw,u34,u49,cg,4,72,0.194444444,0.222222222
a,a,u,mw,u34,u49,hs,8,536,0.345149254,0.311567164
a,a,u,mw,u34,u49,no-hs,4,201,0.303482587,0.447761194
a,a,u,mw,u34,u74,a,2,528,0.159090909,0.240530303
a,a,u,mw,u34,u74,cg,2,82,0.109756098,0.146341463
a,a,u,mw,u34,u74,hs,4,329,0.167173252,0.237082067
a,a,u,mw,u34,u74,no-hs,2,116,0.172413793,0.336206897
a,a,u,mw,u64,75u,a,4,1259,0.095313741,0.199364575
a,a,u,mw,u64,75u,cg,4,498,0.0562249,0.12248996
a,a,u,mw,u64,75u,hs,8,698,0.113180516,0.240687679
a,a,u,mw,u64,75u,no-hs,4,63,0.19047619,0.380952381
a,a,u,mw,u64,a,a,4,5745,0.205047868,0.411836379
a,a,u,mw,u64,a,cg,4,1154,0.134315425,0.252166378
a,a,u,mw,u64,a,hs,8,3707,0.207175614,0.425411384
a,a,u,mw,u64,a,no-hs,4,887,0.285231116,0.562570462
a,a,u,mw,u64,u25,a,20,2100,0.297142857,0.539047619
a,a,u,mw,u64,u25,cg,20,201,0.268656716,0.373134328
a,a,u,mw,u64,u25,hs,40,1389,0.291576674,0.538516919
a,a,u,mw,u64,u25,no-hs,19,507,0.321499014,0.617357002
a,a,u,mw,u64,u49,a,8,1491,0.205231388,0.456069752
a,a,u,mw,u64,u49,cg,8,266,0.214285714,0.372180451
a,a,u,mw,u64,u49,hs,16,993,0.196374622,0.469284995
a,a,u,mw,u64,u49,no-hs,8,228,0.24122807,0.51754386
a,a,u,mw,u64,u74,a,4,899,0.142380423,0.33592881
a,a,u,mw,u64,u74,cg,4,188,0.079787234,0.29787234
a,a,u,mw,u64,u74,hs,8,624,0.141025641,0.320512821
a,a,u,mw,u64,u74,no-hs,4,87,0.264367816,0.517241379
a,a,u,ne,65u,75u,a,1,1133,0.007943513,0.967343336
a,a,u,ne,65u,75u,cg,1,454,0.008810573,0.95814978
a,a,u,ne,65u,75u,hs,2,543,0,0.987108656
a,a,u,ne,65u,75u,no-hs,1,136,0.036764706,0.919117647
a,a,u,ne,65u,a,a,1,6326,0.0085362,0.974391401
a,a,u,ne,65u,a,cg,1,1408,0.007102273,0.958806818
a,a,u,ne,65u,a,hs,2,3633,0.004128819,0.983484723
a,a,u,ne,65u,a,no-hs,1,1285,0.021789883,0.965758755
a,a,u,ne,65u,u25,a,5,2237,0.009387573,0.978989718
a,a,u,ne,65u,u25,cg,5,254,0.007874016,0.933070866
a,a,u,ne,65u,u25,hs,10,1331,0.007513148,0.987227648
a,a,u,ne,65u,u25,no-hs,5,653,0.015313936,0.983154671
a,a,u,ne,65u,u49,a,2,1999,0.008004002,0.978989495
a,a,u,ne,65u,u49,cg,2,416,0,0.980769231
a,a,u,ne,65u,u49,hs,4,1212,0.00330033,0.984323432
a,a,u,ne,65u,u49,no-hs,2,372,0.029569892,0.956989247
a,a,u,ne,65u,u74,a,1,956,0.008368201,0.963389121
a,a,u,ne,65u,u74,cg,1,284,0.014084507,0.954225352
a,a,u,ne,65u,u74,hs,2,549,0.001821494,0.969034608
a,a,u,ne,65u,u74,no-hs,1,124,0.024193548,0.951612903
a,a,u,ne,a,75u,a,1,8887,0.05322381,0.254754135
a,a,u,ne,a,75u,cg,1,1215,0.067489712,0.439506173
a,a,u,ne,a,75u,hs,2,1907,0.069743052,0.446775039
a,a,u,ne,a,75u,no-hs,1,1200,0.055833333,0.221666667
a,a,u,ne,a,a,a,1,26567,0.087853352,0.531110024
a,a,u,ne,a,a,cg,1,3130,0.102236422,0.559105431
a,a,u,ne,a,a,hs,2,8849,0.109277885,0.659396542
a,a,u,ne,a,a,no-hs,1,4683,0.098868247,0.577834721
a,a,u,ne,a,u25,a,5,7457,0.126860668,0.765455277
a,a,u,ne,a,u25,cg,5,700,0.204285714,0.545714286
a,a,u,ne,a,u25,hs,10,3139,0.133482001,0.777954763
a,a,u,ne,a,u25,no-hs,5,1735,0.121613833,0.805763689
a,a,u,ne,a,u49,a,2,6101,0.098508441,0.677593837
a,a,u,ne,a,u49,cg,2,697,0.081779053,0.736011478
a,a,u,ne,a,u49,hs,4,2415,0.118012422,0.720496894
a,a,u,ne,a,u49,no-hs,2,1096,0.115875912,0.673357664
a,a,u,ne,a,u74,a,1,4124,0.076382153,0.486178468
a,a,u,ne,a,u74,cg,1,518,0.073359073,0.617760618
a,a,u,ne,a,u74,hs,2,1387,0.093727469,0.577505407
a,a,u,ne,a,u74,no-hs,1,653,0.090352221,0.464012251
a,a,u,ne,u18,75u,a,1,5421,0.039845047,0.13060321
a,a,u,ne,u18,75u,cg,1,2,0,0.5
a,a,u,ne,u18,75u,hs,2,23,0,0.086956522
a,a,u,ne,u18,75u,no-hs,1,830,0.030120482,0.112048193
a,a,u,ne,u18,a,a,1,11774,0.057414642,0.376422626
a,a,u,ne,u18,a,cg,1,3,0,0.333333333
a,a,u,ne,u18,a,hs,2,38,0.026315789,0.368421053
a,a,u,ne,u18,a,no-hs,1,1828,0.049781182,0.327133479
a,a,u,ne,u18,u25,a,5,2190,0.089497717,0.780821918
a,a,u,ne,u18,u25,hs,4,8,0,0.875
a,a,u,ne,u18,u25,no-hs,5,301,0.083056478,0.727574751
a,a,u,ne,u18,u49,a,2,2253,0.071460275,0.588548602
a,a,u,ne,u18,u49,hs,1,6,0,0.833333333
a,a,u,ne,u18,u49,no-hs,2,355,0.078873239,0.504225352
a,a,u,ne,u18,u74,a,1,1910,0.053403141,0.360209424
a,a,u,ne,u18,u74,cg,1,0,2,0
a,a,u,ne,u18,u74,hs,1,2,0,0
a,a,u,ne,u18,u74,no-hs,1,341,0.038123167,0.313782991
a,a,u,ne,u34,75u,a,2,1134,0.121693122,0.124338624
a,a,u,ne,u34,75u,cg,2,233,0.115879828,0.08583691
a,a,u,ne,u34,75u,hs,4,746,0.123324397,0.142091153
a,a,u,ne,u34,75u,no-hs,2,155,0.122580645,0.096774194
a,a,u,ne,u34,a,a,2,3462,0.225014443,0.321201618
a,a,u,ne,u34,a,cg,2,545,0.266055046,0.141284404
a,a,u,ne,u34,a,hs,4,2209,0.21955636,0.330466274
a,a,u,ne,u34,a,no-hs,2,708,0.211864407,0.429378531
a,a,u,ne,u34,u25,a,10,1026,0.331384016,0.499025341
a,a,u,ne,u34,u25,cg,10,156,0.474358974,0.128205128
a,a,u,ne,u34,u25,hs,20,602,0.322259136,0.551495017
a,a,u,ne,u34,u25,no-hs,10,269,0.275092937,0.598513011
a,a,u,ne,u34,u49,a,4,772,0.25,0.419689119
a,a,u,ne,u34,u49,cg,4,101,0.257425743,0.306930693
a,a,u,ne,u34,u49,hs,8,491,0.258655804,0.411405295
a,a,u,ne,u34,u49,no-hs,4,179,0.223463687,0.502793296
a,a,u,ne,u34,u74,a,2,530,0.201886792,0.252830189
a,a,u,ne,u34,u74,cg,2,57,0.315789474,0.122807018
a,a,u,ne,u34,u74,hs,4,368,0.203804348,0.244565217
a,a,u,ne,u34,u74,no-hs,2,105,0.142857143,0.352380952
a,a,u,ne,u64,75u,a,4,1199,0.091743119,0.266055046
a,a,u,ne,u64,75u,cg,4,525,0.095238095,0.148571429
a,a,u,ne,u64,75u,hs,8,596,0.068791946,0.347315436
a,a,u,ne,u64,75u,no-hs,4,79,0.227848101,0.430379747
a,a,u,ne,u64,a,a,4,5004,0.165067946,0.480015987
a,a,u,ne,u64,a,cg,4,1175,0.139574468,0.273191489
a,a,u,ne,u64,a,hs,8,2969,0.156955204,0.511620074
a,a,u,ne,u64,a,no-hs,4,863,0.225955968,0.652375435
a,a,u,ne,u64,u25,a,20,2001,0.192403798,0.647176412
a,a,u,ne,u64,u25,cg,20,292,0.232876712,0.434931507
a,a,u,ne,u64,u25,hs,40,1199,0.180984153,0.660550459
a,a,u,ne,u64,u25,no-hs,20,511,0.195694716,0.73776908
a,a,u,ne,u64,u49,a,8,1077,0.21634169,0.490250696
a,a,u,ne,u64,u49,cg,8,180,0.172222222,0.411111111
a,a,u,ne,u64,u49,hs,16,704,0.221590909,0.484375
a,a,u,ne,u64,u49,no-hs,8,191,0.251308901,0.591623037
a,a,u,ne,u64,u74,a,4,728,0.134615385,0.35989011
a,a,u,ne,u64,u74,cg,4,176,0.090909091,0.238636364
a,a,u,ne,u64,u74,hs,8,469,0.119402985,0.381663113
a,a,u,ne,u64,u74,no-hs,4,82,0.329268293,0.5
a,a,u,s,65u,75u,a,1,2105,0.01567696,0.949168646
a,a,u,s,65u,75u,cg,1,855,0.012865497,0.949707602
a,a,u,s,65u,75u,hs,2,1048,0.01240458,0.95610687
a,a,u,s,65u,75u,no-hs,1,201,0.044776119,0.92039801
a,a,u,s,65u,a,a,1,12746,0.013651342,0.969559077
a,a,u,s,65u,a,cg,1,2683,0.011926947,0.959746552
a,a,u,s,65u,a,hs,2,7283,0.01112179,0.972264177
a,a,u,s,65u,a,no-hs,1,2780,0.021582734,0.971942446
a,a,u,s,65u,u25,a,5,4502,0.018658374,0.966681475
a,a,u,s,65u,u25,cg,5,565,0.028318584,0.934513274
a,a,u,s,65u,u25,hs,10,2382,0.016372796,0.967254408
a,a,u,s,65u,u25,no-hs,5,1556,0.018637532,0.977506427
a,a,u,s,65u,u49,a,2,4386,0.006839945,0.984268126
a,a,u,s,65u,u49,cg,2,823,0,0.992709599
a,a,u,s,65u,u49,hs,4,2793,0.005012531,0.985320444
a,a,u,s,65u,u49,no-hs,2,770,0.020779221,0.972727273
a,a,u,s,65u,u74,a,1,1753,0.015402168,0.964061609
a,a,u,s,65u,u74,cg,1,440,0.011363636,0.952272727
a,a,u,s,65u,u74,hs,2,1059,0.015108593,0.966005666
a,a,u,s,65u,u74,no-hs,1,254,0.023622047,0.976377953
a,a,u,s,a,75u,a,1,15845,0.075544336,0.291006627
a,a,u,s,a,75u,cg,1,2114,0.072374645,0.47871334
a,a,u,s,a,75u,hs,2,3223,0.101147999,0.490226497
a,a,u,s,a,75u,no-hs,1,2175,0.093793103,0.267586207
a,a,u,s,a,a,a,1,58877,0.15010955,0.523260356
a,a,u,s,a,a,cg,1,5801,0.116186864,0.567660748
a,a,u,s,a,a,hs,2,18695,0.185557636,0.616207542
a,a,u,s,a,a,no-hs,1,11056,0.19871563,0.540520984
a,a,u,s,a,u25,a,5,17929,0.2145128,0.69529812
a,a,u,s,a,u25,cg,5,1287,0.216783217,0.566433566
a,a,u,s,a,u25,hs,10,6766,0.262045522,0.645433048
a,a,u,s,a,u25,no-hs,5,4419,0.243946594,0.701742476
a,a,u,s,a,u49,a,2,15650,0.169584665,0.617060703
a,a,u,s,a,u49,cg,2,1411,0.104890149,0.694542877
a,a,u,s,a,u49,hs,4,5849,0.171482305,0.673961361
a,a,u,s,a,u49,no-hs,2,2978,0.228341169,0.572867696
a,a,u,s,a,u74,a,1,9454,0.120795431,0.430928707
a,a,u,s,a,u74,cg,1,988,0.096153846,0.577935223
a,a,u,s,a,u74,hs,2,2858,0.127711686,0.570328901
a,a,u,s,a,u74,no-hs,1,1484,0.158355795,0.394878706
a,a,u,s,u18,75u,a,1,9832,0.06051668,0.175854353
