school,current_conf,historic_conf,county,recruit_year
Alabama,sec,sec,13089,1977
Troy,sun-belt,none,13071,1977
UCLA,pac-12,pac-12,13051,1977
Citadel,none,southern,13039,1977
Utah State,mwc,big-west,12127,1977
East Carolina,american,independent,12117,1977
Texas Tech,big-12,swc,12103,1977
Pittsburgh,acc,independent,12099,1977
Miami,#N/A,#N/A,12099,1977
Florida State,acc,independent,12099,1977
Ohio State,big-ten,big-ten,12086,1977
Miami,#N/A,#N/A,12086,1977
Florida State,acc,independent,12086,1977
Florida State,acc,independent,12086,1977
Florida,sec,sec,12086,1977
California,pac-12,pac-12,12086,1977
Oklahoma State,big-12,big-8,12057,1977
Mississippi State,sec,sec,12033,1977
Tulsa,american,mvc,12011,1977
Louisiana-Lafayette,sun-belt,southland,12011,1977
Florida State,acc,independent,12007,1977
Kansas State,big-12,big-8,11001,1977
California,pac-12,pac-12,6085,1977
Fresno State,mwc,big-west,6081,1977
California,pac-12,pac-12,6081,1977
Stanford,pac-12,pac-12,6077,1977
California,pac-12,pac-12,6067,1977
Washington State,pac-12,pac-12,6065,1977
Stanford,pac-12,pac-12,6059,1977
Illinois,big-ten,big-ten,6059,1977
Dartmouth,none,ivy,6059,1977
Washington State,pac-12,pac-12,6037,1977
Washington,pac-12,pac-12,6037,1977
Washington,pac-12,pac-12,6037,1977
Utah,pac-12,wac,6037,1977
Utah,pac-12,wac,6037,1977
UCLA,pac-12,pac-12,6037,1977
Stanford,pac-12,pac-12,6037,1977
Southern California,pac-12,pac-12,6037,1977
Southern California,pac-12,pac-12,6037,1977
Southern California,pac-12,pac-12,6037,1977
Southern California,pac-12,pac-12,6037,1977
San Diego State,mwc,wac,6037,1977
San Diego State,mwc,wac,6037,1977
Oregon State,pac-12,pac-12,6037,1977
Oklahoma State,big-12,big-8,6037,1977
Nebraska,big-ten,big-8,6037,1977
Long Beach State,none,big-west,6037,1977
Brigham Young,independent,wac,6037,1977
San Jose State,mwc,big-west,6029,1977
Fresno State,mwc,big-west,6029,1977
Cal State Fullerton,none,big-west,6001,1977
Brigham Young,independent,wac,6001,1977
Southern Methodist,american,swc,5119,1977
Arkansas,sec,swc,5019,1977
Louisiana-Monroe,sun-belt,independent,5011,1977
Nevada-Las Vegas,mwc,independent,4019,1977
Arizona State,pac-12,pac-12,4019,1977
Arizona,pac-12,pac-12,4019,1977
Arizona State,pac-12,pac-12,4013,1977
Auburn,sec,sec,1117,1977
Alabama,sec,sec,1113,1977
Alabama,sec,sec,1101,1977
Southern Mississippi,cusa,independent,1097,1977
Auburn,sec,sec,1077,1977
Florida,sec,sec,1069,1977
Troy,sun-belt,none,1067,1977
Southern Mississippi,cusa,independent,1067,1977
Southern Mississippi,cusa,independent,1053,1977
Long Beach State,none,big-west,1035,1977
Nebraska,big-ten,big-8,1015,1977
Washington State,pac-12,pac-12,0,1977
UCLA,pac-12,pac-12,0,1977
Southern Mississippi,cusa,independent,0,1977
Southern California,pac-12,pac-12,0,1977
Pittsburgh,acc,independent,0,1977
Ohio State,big-ten,big-ten,0,1977
Michigan State,big-ten,big-ten,0,1977
California,pac-12,pac-12,0,1977
Nebraska,big-ten,big-8,55101,1976
Washington State,pac-12,pac-12,54047,1976
Washington,pac-12,pac-12,53063,1976
Idaho,sun-belt,none,53063,1976
Washington,pac-12,pac-12,53035,1976
Brigham Young,independent,wac,53035,1976
West Virginia,big-12,independent,51650,1976
Virginia Tech,acc,independent,51590,1976
Utah State,mwc,big-west,49035,1976
New Mexico,mwc,wac,48449,1976
Utah,pac-12,wac,48439,1976
Baylor,big-12,swc,48439,1976
Baylor,big-12,swc,48423,1976
Nebraska,big-ten,big-8,48329,1976
Texas A&M,sec,swc,48313,1976
Utah State,mwc,big-west,48303,1976
Oklahoma,big-12,big-8,48303,1976
Rice,cusa,swc,48287,1976
Oklahoma,big-12,big-8,48245,1976
Notre Dame,acc,independent,48245,1976
Texas Tech,big-12,swc,48241,1976
Texas A&M,sec,swc,48201,1976
Texas A&M,sec,swc,48201,1976
Texas A&M,sec,swc,48201,1976
Texas,big-12,swc,48201,1976
Southern Methodist,american,swc,48167,1976
New Mexico,mwc,wac,48167,1976
Baylor,big-12,swc,48167,1976
Baylor,big-12,swc,48153,1976
Texas,big-12,swc,48149,1976
Oklahoma,big-12,big-8,48133,1976
Texas,big-12,swc,48131,1976
Texas-El Paso,cusa,wac,48091,1976
Texas Christian,big-12,swc,48091,1976
Baylor,big-12,swc,48061,1976
Southern California,pac-12,pac-12,48057,1976
Texas A&M,sec,swc,48041,1976
Texas,big-12,swc,48041,1976
Texas,big-12,swc,48039,1976
Baylor,big-12,swc,48035,1976
Wyoming,mwc,wac,47157,1976
Tennessee,sec,sec,47157,1976
Michigan,big-ten,big-ten,47157,1976
Memphis,american,independent,47157,1976
Vanderbilt,sec,sec,47093,1976
Tennessee,sec,sec,46081,1976
Hawaii,mwc,wac,45085,1976
South Carolina,sec,independent,45077,1976
Nebraska,big-ten,big-8,45063,1976
Clemson,acc,acc,45063,1976
Florida,sec,sec,45023,1976
Stanford,pac-12,pac-12,44005,1976
Pittsburgh,acc,independent,42129,1976
William & Mary,none,independent,42101,1976
Memphis,american,independent,42085,1976
Virginia Tech,acc,independent,42073,1976
Pittsburgh,acc,independent,42003,1976
Notre Dame,acc,independent,42003,1976
North Carolina State,acc,acc,42003,1976
Colorado,pac-12,big-8,41067,1976
Oklahoma,big-12,big-8,40113,1976
Oklahoma,big-12,big-8,40109,1976
Boise State,mwc,none,40109,1976
Texas,big-12,swc,40031,1976
Michigan,big-ten,big-ten,39153,1976
Cornell,none,ivy,39139,1976
North Carolina State,acc,acc,39103,1976
Notre Dame,acc,independent,39099,1976
Oregon,pac-12,pac-12,39061,1976
Notre Dame,acc,independent,39061,1976
Duke,acc,acc,39061,1976
Arizona,pac-12,pac-12,39061,1976
Tennessee,sec,sec,39057,1976
Colorado State,mwc,wac,39057,1976
Kansas State,big-12,big-8,39049,1976
Ohio State,big-ten,big-ten,39035,1976
Kansas,big-12,big-8,39035,1976
Ball State,mac,mac,39017,1976
Colorado State,mwc,wac,37171,1976
Ball State,mac,mac,37165,1976
North Carolina,acc,acc,37147,1976
North Carolina,acc,acc,37147,1976
Clemson,acc,acc,37129,1976
Alabama,sec,sec,37091,1976
Clemson,acc,acc,37081,1976
Virginia Tech,acc,independent,37051,1976
Syracuse,acc,independent,36119,1976
Syracuse,acc,independent,36061,1976
Rutgers,big-ten,independent,36061,1976
Notre Dame,acc,independent,36061,1976
Louisville,acc,independent,36061,1976
North Carolina State,acc,acc,36059,1976
Syracuse,acc,independent,36029,1976
Wake Forest,acc,acc,34013,1976
Kansas,big-12,big-8,34005,1976
Nebraska,big-ten,big-8,31153,1976
Nebraska,big-ten,big-8,31141,1976
Southern Illinois,none,mvc,29510,1976
Oklahoma,big-12,big-8,29510,1976
Missouri,sec,big-8,29510,1976
Tulsa,american,mvc,29097,1976
Kansas,big-12,big-8,29097,1976
Missouri,sec,big-8,29019,1976
Nevada-Las Vegas,mwc,independent,28163,1976
Mississippi State,sec,sec,28149,1976
Mississippi,sec,sec,28139,1976
Mississippi State,sec,sec,28091,1976
Mississippi,sec,sec,28005,1976
Minnesota,big-ten,big-ten,27167,1976
Nebraska,big-ten,big-8,27163,1976
Southern California,pac-12,pac-12,26163,1976
Northwestern,big-ten,big-ten,26163,1976
Michigan,big-ten,big-ten,26163,1976
Michigan,big-ten,big-ten,26163,1976
Michigan,big-ten,big-ten,26163,1976
Michigan,big-ten,big-ten,26163,1976
Michigan,big-ten,big-ten,26163,1976
Central Michigan,mac,mac,26081,1976
Michigan State,big-ten,big-ten,26055,1976
Southern California,pac-12,pac-12,26049,1976
Western Michigan,mac,mac,26045,1976
Boston College,acc,independent,25021,1976
Wisconsin,big-ten,big-ten,24510,1976
Oklahoma,big-12,big-8,22059,1976
Tulane,american,independent,22045,1976
Utah State,mwc,big-west,22017,1976
Louisiana-Monroe,sun-belt,independent,22017,1976
Louisiana Tech,cusa,southland,22017,1976
Louisiana State,sec,sec,22017,1976
Southern California,pac-12,pac-12,21111,1976
Kentucky,sec,sec,21093,1976
Nebraska,big-ten,big-8,20209,1976
Colorado,pac-12,big-8,20209,1976
Texas Christian,big-12,swc,20057,1976
Washington,pac-12,pac-12,20045,1976
California,pac-12,pac-12,20045,1976
Kansas,big-12,big-8,19157,1976
Iowa,big-ten,big-ten,19029,1976
North Texas,cusa,independent,19019,1976
Notre Dame,acc,independent,18177,1976
Colorado,pac-12,big-8,18141,1976
Notre Dame,acc,independent,17167,1976
Nevada-Las Vegas,mwc,independent,17167,1976
Notre Dame,acc,independent,17163,1976
Boston College,acc,independent,17043,1976
Purdue,big-ten,big-ten,17031,1976
Purdue,big-ten,big-ten,17031,1976
Northern Illinois,mac,mac,17031,1976
Minnesota,big-ten,big-ten,17031,1976
Memphis,american,independent,17031,1976
Florida State,acc,independent,17003,1976
Hawaii,mwc,wac,15003,1976
Hawaii,mwc,wac,15003,1976
Arizona State,pac-12,pac-12,15003,1976
Chattanooga,none,southern,13285,1976
San Diego State,mwc,wac,13215,1976
Clemson,acc,acc,13215,1976
Cal State Fullerton,none,big-west,13215,1976
Michigan,big-ten,big-ten,13165,1976
Georgia Tech,acc,independent,13163,1976
Virginia,acc,acc,13121,1976
Georgia,sec,sec,13115,1976
Louisiana State,sec,sec,12099,1976
Oklahoma State,big-12,big-8,12086,1976
Notre Dame,acc,independent,12086,1976
Michigan State,big-ten,big-ten,11001,1976
Maryland,big-ten,acc,11001,1976
Missouri,sec,big-8,9003,1976
Connecticut,american,none,9001,1976
Colorado,pac-12,big-8,8069,1976
California,pac-12,pac-12,6115,1976
Washington,pac-12,pac-12,6095,1976
San Jose State,mwc,big-west,6085,1976
Hawaii,mwc,wac,6085,1976
San Jose State,mwc,big-west,6081,1976
Oklahoma,big-12,big-8,6081,1976
California,pac-12,pac-12,6081,1976
Arizona State,pac-12,pac-12,6081,1976
Colorado,pac-12,big-8,6077,1976
San Diego State,mwc,wac,6073,1976
Rice,cusa,swc,6073,1976
New Mexico,mwc,wac,6073,1976
Nebraska,big-ten,big-8,6073,1976
Hawaii,mwc,wac,6073,1976
Baylor,big-12,swc,6073,1976
Arizona State,pac-12,pac-12,6073,1976
Southern California,pac-12,pac-12,6071,1976
Southern California,pac-12,pac-12,6065,1976
San Diego State,mwc,wac,6065,1976
Wyoming,mwc,wac,6037,1976
Washington,pac-12,pac-12,6037,1976
UCLA,pac-12,pac-12,6037,1976
Stanford,pac-12,pac-12,6037,1976
Stanford,pac-12,pac-12,6037,1976
Southern Methodist,american,swc,6037,1976
Southern California,pac-12,pac-12,6037,1976
Southern California,pac-12,pac-12,6037,1976
Southern California,pac-12,pac-12,6037,1976
San Jose State,mwc,big-west,6037,1976
Arizona State,pac-12,pac-12,6037,1976
Washington,pac-12,pac-12,6031,1976
UCLA,pac-12,pac-12,6031,1976
San Jose State,mwc,big-west,6031,1976
Idaho,sun-belt,none,6023,1976
Arkansas,sec,swc,6023,1976
Nebraska,big-ten,big-8,6019,1976
Pacific,none,big-west,6007,1976
Stanford,pac-12,pac-12,6001,1976
Southern California,pac-12,pac-12,6001,1976
Pacific,none,big-west,6001,1976
Oklahoma,big-12,big-8,5123,1976
Oklahoma,big-12,big-8,5119,1976
Arkansas,sec,swc,5119,1976
Nebraska,big-ten,big-8,4019,1976
Minnesota,big-ten,big-ten,4013,1976
Alabama,sec,sec,1097,1976
Auburn,sec,sec,1075,1976
Georgia Tech,acc,independent,1067,1976
Alabama,sec,sec,1053,1976
Vanderbilt,sec,sec,0,1976
UCLA,pac-12,pac-12,0,1976
Tulane,american,independent,0,1976
Oregon,pac-12,pac-12,0,1976
Oklahoma,big-12,big-8,0,1976
Massachusetts,mac,none,0,1976
Indiana State,none,mvc,0,1976
Indiana,big-ten,big-ten,0,1976
Duke,acc,acc,0,1976
Colorado,pac-12,big-8,0,1976
Colorado,pac-12,big-8,0,1976
Alabama,sec,sec,0,1976
San Diego State,mwc,wac,53073,1975
Washington State,pac-12,pac-12,53063,1975
Stanford,pac-12,pac-12,53035,1975
California,pac-12,pac-12,53033,1975
Washington,pac-12,pac-12,53021,1975
Michigan State,big-ten,big-ten,51710,1975
Maryland,big-ten,acc,51177,1975
Ohio State,big-ten,big-ten,51095,1975
Utah State,mwc,big-west,49035,1975
Colorado,pac-12,big-8,48481,1975
Louisiana-Monroe,sun-belt,independent,48459,1975
Southern California,pac-12,pac-12,48439,1975
Baylor,big-12,swc,48439,1975
Colorado,pac-12,big-8,48381,1975
Baylor,big-12,swc,48349,1975
Oklahoma,big-12,big-8,48347,1975
Oklahoma,big-12,big-8,48329,1975
Nebraska,big-ten,big-8,48329,1975
Texas A&M,sec,swc,48321,1975
North Texas,cusa,independent,48245,1975
Arizona State,pac-12,pac-12,48245,1975
Texas A&M,sec,swc,48227,1975
Tulsa,american,mvc,48213,1975
Oklahoma State,big-12,big-8,48201,1975
Houston,american,swc,48201,1975
Cal State Fullerton,none,big-west,48201,1975
Baylor,big-12,swc,48201,1975
Texas,big-12,swc,48187,1975
Tulsa,american,mvc,48183,1975
Louisiana State,sec,sec,48167,1975
Oklahoma,big-12,big-8,48129,1975
West Texas A&M,none,mvc,48115,1975
Houston,american,swc,48113,1975
Texas,big-12,swc,48091,1975
Texas,big-12,swc,48091,1975
Rice,cusa,swc,48091,1975
Oklahoma,big-12,big-8,48091,1975
Houston,american,swc,48089,1975
Texas A&M,sec,swc,48041,1975
Texas A&M,sec,swc,48027,1975
Nebraska,big-ten,big-8,47157,1975
Mississippi,sec,sec,47157,1975
Oklahoma,big-12,big-8,47065,1975
South Carolina,sec,independent,45091,1975
Clemson,acc,acc,45081,1975
Georgia,sec,sec,45079,1975
Clemson,acc,acc,45059,1975
South Carolina,sec,independent,45047,1975
San Jose State,mwc,big-west,45013,1975
Cal State Fullerton,none,big-west,45013,1975
Miami,#N/A,#N/A,42133,1975
Notre Dame,acc,independent,42125,1975
Duke,acc,acc,42101,1975
Yale,none,ivy,42095,1975
Maryland,big-ten,acc,42091,1975
Syracuse,acc,independent,42069,1975
Kansas State,big-12,big-8,42049,1975
Ohio State,big-ten,big-ten,42039,1975
Brigham Young,independent,wac,42027,1975
Oklahoma,big-12,big-8,40109,1975
Louisiana-Monroe,sun-belt,independent,40109,1975
Arkansas,sec,swc,40109,1975
Clemson,acc,acc,40047,1975
Arizona State,pac-12,pac-12,40019,1975
Wyoming,mwc,wac,39173,1975
Michigan,big-ten,big-ten,39173,1975
Kentucky,sec,sec,39173,1975
Notre Dame,acc,independent,39155,1975
Notre Dame,acc,independent,39153,1975
Notre Dame,acc,independent,39151,1975
Ohio State,big-ten,big-ten,39109,1975
Pittsburgh,acc,independent,39099,1975
Michigan State,big-ten,big-ten,39099,1975
Indiana,big-ten,big-ten,39075,1975
Notre Dame,acc,independent,39035,1975
Kentucky,sec,sec,39035,1975
Kentucky,sec,sec,39035,1975
Kentucky,sec,sec,39035,1975
Kent State,mac,mac,39035,1975
Georgia Tech,acc,independent,39035,1975
Cincinnati,american,independent,39035,1975
Cincinnati,american,independent,39035,1975
North Carolina,acc,acc,37191,1975
East Carolina,american,independent,37181,1975
North Carolina State,acc,acc,37151,1975
Southern California,pac-12,pac-12,37125,1975
Clemson,acc,acc,37107,1975
Clemson,acc,acc,37081,1975
North Carolina,acc,acc,37067,1975
East Carolina,american,independent,37041,1975
Pittsburgh,acc,independent,36029,1975
Iowa State,big-12,big-8,36011,1975
Southern California,pac-12,pac-12,34017,1975
Purdue,big-ten,big-ten,34017,1975
Notre Dame,acc,independent,34017,1975
San Diego State,mwc,wac,34013,1975
North Carolina State,acc,acc,34013,1975
Colorado,pac-12,big-8,34013,1975
Brigham Young,independent,wac,34013,1975
William & Mary,none,independent,34007,1975
Michigan,big-ten,big-ten,34005,1975
Nebraska,big-ten,big-8,31153,1975
Nebraska,big-ten,big-8,31153,1975
Missouri,sec,big-8,29510,1975
Missouri,sec,big-8,29510,1975
Mississippi State,sec,sec,28149,1975
Utah State,mwc,big-west,28121,1975
Memphis,american,independent,28083,1975
Mississippi State,sec,sec,28059,1975
Oklahoma State,big-12,big-8,28047,1975
San Diego State,mwc,wac,27109,1975
Bowling Green,mac,mac,27103,1975
Illinois,big-ten,big-ten,26163,1975
Boise State,mwc,none,26149,1975
New Mexico,mwc,wac,26145,1975
Temple,american,independent,25025,1975
Massachusetts,mac,none,25017,1975
Boston College,acc,independent,25017,1975
Temple,american,independent,24510,1975
Michigan,big-ten,big-ten,24510,1975
Maryland,big-ten,acc,24510,1975
Arizona State,pac-12,pac-12,23019,1975
Pittsburgh,acc,independent,23003,1975
Arkansas,sec,swc,22115,1975
Louisiana State,sec,sec,22101,1975
Texas A&M,sec,swc,22071,1975
Oklahoma,big-12,big-8,22071,1975
Long Beach State,none,big-west,22071,1975
Louisville,acc,independent,21227,1975
Kentucky,sec,sec,21145,1975
Kentucky,sec,sec,21111,1975
Colorado State,mwc,wac,20173,1975
Colorado State,mwc,wac,20173,1975
Kansas,big-12,big-8,20079,1975
Tulsa,american,mvc,20067,1975
Iowa State,big-12,big-8,19189,1975
Nebraska,big-ten,big-8,19155,1975
Wisconsin,big-ten,big-ten,18089,1975
Ball State,mac,mac,18089,1975
Alabama,sec,sec,18039,1975
Wisconsin,big-ten,big-ten,17201,1975
Kent State,mac,mac,17185,1975
Stanford,pac-12,pac-12,17073,1975
Yale,none,ivy,17031,1975
UCLA,pac-12,pac-12,17031,1975
Missouri,sec,big-8,17031,1975
Auburn,sec,sec,13275,1975
Georgia Tech,acc,independent,13261,1975
Georgia Tech,acc,independent,13215,1975
Colorado,pac-12,big-8,13215,1975
Clemson,acc,acc,13185,1975
Florida State,acc,independent,13175,1975
Georgia Tech,acc,independent,13169,1975
Georgia,sec,sec,13159,1975
Georgia,sec,sec,13127,1975
Georgia Tech,acc,independent,13077,1975
Georgia Tech,acc,independent,13051,1975
Vanderbilt,sec,sec,12127,1975
Miami,#N/A,#N/A,12099,1975
Clemson,acc,acc,12095,1975
Oklahoma,big-12,big-8,12086,1975
Oklahoma,big-12,big-8,12086,1975
Miami,#N/A,#N/A,12086,1975
Florida,sec,sec,12057,1975
Alabama,sec,sec,12011,1975
Pittsburgh,acc,independent,11001,1975
Temple,american,independent,10003,1975
Colorado,pac-12,big-8,8067,1975
Nebraska,big-ten,big-8,8059,1975
Utah State,mwc,big-west,6111,1975
Oklahoma,big-12,big-8,6111,1975
Washington,pac-12,pac-12,6085,1975
Arizona State,pac-12,pac-12,6085,1975
UCLA,pac-12,pac-12,6081,1975
Oregon State,pac-12,pac-12,6081,1975
San Diego State,mwc,wac,6073,1975
Oregon State,pac-12,pac-12,6073,1975
California,pac-12,pac-12,6073,1975
UCLA,pac-12,pac-12,6067,1975
California,pac-12,pac-12,6067,1975
Utah,pac-12,wac,6059,1975
UCLA,pac-12,pac-12,6059,1975
Washington,pac-12,pac-12,6037,1975
UCLA,pac-12,pac-12,6037,1975
UCLA,pac-12,pac-12,6037,1975
UCLA,pac-12,pac-12,6037,1975
UCLA,pac-12,pac-12,6037,1975
Southern California,pac-12,pac-12,6037,1975
Southern California,pac-12,pac-12,6037,1975
Southern California,pac-12,pac-12,6037,1975
Nevada-Las Vegas,mwc,independent,6037,1975
Colorado,pac-12,big-8,6037,1975
Hawaii,mwc,wac,6025,1975
UCLA,pac-12,pac-12,6019,1975
Southern California,pac-12,pac-12,6019,1975
Miami,#N/A,#N/A,6001,1975
Oklahoma,big-12,big-8,5119,1975
Arkansas,sec,swc,5095,1975
Baylor,big-12,swc,5069,1975
California,pac-12,pac-12,2020,1975
Tennessee,sec,sec,1125,1975
Louisville,acc,independent,1123,1975
Alabama,sec,sec,1117,1975
Alabama,sec,sec,1117,1975
Mississippi State,sec,sec,1097,1975
San Diego State,mwc,wac,1065,1975
Wyoming,mwc,wac,0,1975
Washington State,pac-12,pac-12,0,1975
UCLA,pac-12,pac-12,0,1975
UCLA,pac-12,pac-12,0,1975
Stanford,pac-12,pac-12,0,1975
Southern Mississippi,cusa,independent,0,1975
San Jose State,mwc,big-west,0,1975
Richmond,none,independent,0,1975
Oklahoma,big-12,big-8,0,1975
Northwestern,big-ten,big-ten,0,1975
New Mexico,mwc,wac,0,1975
Nevada-Las Vegas,mwc,independent,0,1975
Nebraska,big-ten,big-8,0,1975
Mississippi,sec,sec,0,1975
Michigan State,big-ten,big-ten,0,1975
Michigan State,big-ten,big-ten,0,1975
Memphis,american,independent,0,1975
Illinois,big-ten,big-ten,0,1975
Georgia Tech,acc,independent,0,1975
Arizona State,pac-12,pac-12,0,1975
Alabama,sec,sec,0,1975
Michigan,big-ten,big-ten,55133,1974
Stanford,pac-12,pac-12,55025,1974
Louisville,acc,independent,54029,1974
West Virginia,big-12,independent,54019,1974
Washington State,pac-12,pac-12,53077,1974
Oregon State,pac-12,pac-12,53077,1974
Washington,pac-12,pac-12,53063,1974
Colorado State,mwc,wac,53053,1974
Washington State,pac-12,pac-12,53035,1974
Washington State,pac-12,pac-12,53035,1974
Idaho,sun-belt,none,53027,1974
Stanford,pac-12,pac-12,53015,1974
Colorado,pac-12,big-8,53011,1974
Georgia,sec,sec,51710,1974
Virginia Tech,acc,independent,51680,1974
Troy,sun-belt,none,51149,1974
Alabama,sec,sec,51149,1974
Brigham Young,independent,wac,49049,1974
Arizona State,pac-12,pac-12,49035,1974
Texas Tech,big-12,swc,48491,1974
New Mexico,mwc,wac,48469,1974
Texas Christian,big-12,swc,48439,1974
Houston,american,swc,48439,1974
Texas,big-12,swc,48423,1974
New Mexico State,sun-belt,mvc,48339,1974
Mississippi State,sec,sec,48337,1974
Texas,big-12,swc,48331,1974
West Texas A&M,none,mvc,48265,1974
Memphis,american,independent,48215,1974
Texas Tech,big-12,swc,48201,1974
Texas,big-12,swc,48201,1974
Arkansas,sec,swc,48201,1974
Arkansas,sec,swc,48201,1974
Oklahoma State,big-12,big-8,48187,1974
San Diego State,mwc,wac,48181,1974
Nevada-Las Vegas,mwc,independent,48181,1974
North Texas,cusa,independent,48147,1974
Southern Methodist,american,swc,48123,1974
Houston,american,swc,48123,1974
Arizona State,pac-12,pac-12,48121,1974
Texas Tech,big-12,swc,48091,1974
Kansas State,big-12,big-8,48091,1974
Georgia Tech,acc,independent,48091,1974
Texas A&M,sec,swc,48041,1974
Washington,pac-12,pac-12,48027,1974
Texas Christian,big-12,swc,48027,1974
Memphis,american,independent,47157,1974
Memphis,american,independent,47157,1974
Colorado State,mwc,wac,47157,1974
Tennessee,sec,sec,47093,1974
Clemson,acc,acc,45061,1974
Notre Dame,acc,independent,45041,1974
Michigan State,big-ten,big-ten,45041,1974
