school,current_conf,historic_conf,county,recruit_year
Kansas State,big-12,big-8,20023,1957
Arkansas,sec,swc,19193,1957
Iowa,big-ten,big-ten,19131,1957
Yale,none,ivy,19111,1957
Minnesota,big-ten,big-ten,19109,1957
Florida State,acc,independent,19109,1957
New Mexico,mwc,wac,19013,1957
Northwestern,big-ten,big-ten,18089,1957
Illinois,big-ten,big-ten,18025,1957
Colorado State,mwc,independent,18003,1957
Illinois,big-ten,big-ten,17183,1957
Illinois,big-ten,big-ten,17099,1957
Illinois,big-ten,big-ten,17099,1957
Northwestern,big-ten,big-ten,17095,1957
Illinois,big-ten,big-ten,17031,1957
Washington,pac-12,pac-12,16079,1957
Colorado State,mwc,independent,15003,1957
Georgia,sec,sec,13121,1957
Auburn,sec,sec,13087,1957
Georgia Tech,acc,independent,13051,1957
Florida State,acc,independent,12103,1957
Florida State,acc,independent,12063,1957
Georgia Tech,acc,independent,11001,1957
Wichita State,none,mvc,8013,1957
Pacific,none,independent,6095,1957
Pacific,none,independent,6077,1957
Southern California,pac-12,pac-12,6073,1957
Oregon,pac-12,pac-12,6073,1957
Oregon,pac-12,pac-12,6073,1957
Southern California,pac-12,pac-12,6067,1957
Washington,pac-12,pac-12,6037,1957
Stanford,pac-12,pac-12,6037,1957
Oregon State,pac-12,pac-12,6037,1957
Fresno State,mwc,none,6031,1957
Fresno State,mwc,none,6019,1957
Fresno State,mwc,none,6019,1957
California,pac-12,pac-12,6019,1957
Colorado State,mwc,independent,6013,1957
Utah State,mwc,independent,6011,1957
California,pac-12,pac-12,6011,1957
Oregon State,pac-12,pac-12,5061,1957
Iowa State,big-12,big-8,5035,1957
Louisiana-Monroe,sun-belt,none,5017,1957
Oregon State,pac-12,pac-12,4005,1957
Missouri,sec,big-8,4003,1957
Arizona State,pac-12,wac,4003,1957
Mississippi,sec,sec,1043,1957
Auburn,sec,sec,1021,1957
Wisconsin,big-ten,big-ten,0,1957
Wake Forest,acc,acc,0,1957
Vanderbilt,sec,sec,0,1957
Richmond,none,southern,0,1957
Richmond,none,southern,0,1957
Cornell,none,ivy,0,1957
Chattanooga,none,none,0,1957
Washington State,pac-12,pac-12,56043,1956
Wyoming,mwc,wac,56003,1956
Pacific,none,independent,55079,1956
Miami,#N/A,#N/A,55073,1956
Wisconsin,big-ten,big-ten,55025,1956
Wisconsin,big-ten,big-ten,55025,1956
Miami (OH),mac,mac,54103,1956
Purdue,big-ten,big-ten,54069,1956
Rutgers,big-ten,independent,54039,1956
Ohio State,big-ten,big-ten,54009,1956
Washington State,pac-12,pac-12,53051,1956
Oregon,pac-12,pac-12,53037,1956
William & Mary,none,southern,51710,1956
Virginia Tech,acc,independent,51195,1956
Texas-El Paso,cusa,independent,50011,1956
Brigham Young,independent,wac,49049,1956
Brigham Young,independent,wac,49049,1956
Texas,big-12,swc,48503,1956
Florida,sec,sec,48487,1956
Houston,american,independent,48475,1956
Texas Christian,big-12,swc,48441,1956
Texas Christian,big-12,swc,48439,1956
Texas A&M,sec,swc,48423,1956
Texas Christian,big-12,swc,48347,1956
New Mexico State,sun-belt,independent,48331,1956
UCLA,pac-12,pac-12,48313,1956
Texas Christian,big-12,swc,48309,1956
Texas Christian,big-12,swc,48253,1956
Southern Methodist,american,swc,48253,1956
Texas,big-12,swc,48245,1956
Baylor,big-12,swc,48245,1956
Texas Christian,big-12,swc,48227,1956
Texas,big-12,swc,48209,1956
UCLA,pac-12,pac-12,48201,1956
Oklahoma,big-12,big-8,48179,1956
Houston,american,independent,48177,1956
Syracuse,acc,independent,48167,1956
Baylor,big-12,swc,48167,1956
Southern Methodist,american,swc,48159,1956
Texas Christian,big-12,swc,48139,1956
Southern Methodist,american,swc,48121,1956
Oklahoma,big-12,big-8,48121,1956
North Texas,cusa,mvc,48121,1956
Texas Tech,big-12,swc,48085,1956
Houston,american,independent,48085,1956
Southern Mississippi,cusa,independent,48025,1956
Northwestern,big-ten,big-ten,47119,1956
Cincinnati,american,mvc,47119,1956
Vanderbilt,sec,sec,47037,1956
Vanderbilt,sec,sec,47037,1956
Colorado,pac-12,big-8,46135,1956
Notre Dame,acc,independent,46029,1956
South Carolina,sec,acc,45057,1956
Michigan State,big-ten,big-ten,45045,1956
Miami,#N/A,#N/A,42129,1956
Kansas State,big-12,big-8,42129,1956
Southern California,pac-12,pac-12,42101,1956
Richmond,none,southern,42101,1956
Citadel,none,southern,42101,1956
Notre Dame,acc,independent,42079,1956
Miami,#N/A,#N/A,42079,1956
Florida,sec,sec,42079,1956
West Virginia,big-12,southern,42051,1956
Purdue,big-ten,big-ten,42049,1956
Purdue,big-ten,big-ten,42047,1956
Wichita State,none,mvc,42045,1956
Kent State,mac,mac,42045,1956
Purdue,big-ten,big-ten,42041,1956
Dartmouth,none,ivy,42017,1956
Duke,acc,acc,42005,1956
Purdue,big-ten,big-ten,42003,1956
Maryland,big-ten,acc,42003,1956
Maryland,big-ten,acc,42003,1956
Indiana,big-ten,big-ten,42003,1956
Cincinnati,american,mvc,42003,1956
Oregon,pac-12,pac-12,41045,1956
Oklahoma,big-12,big-8,40109,1956
Oklahoma State,big-12,big-8,40083,1956
Oklahoma,big-12,big-8,40079,1956
Oklahoma,big-12,big-8,40079,1956
Arizona,pac-12,wac,40079,1956
Oklahoma State,big-12,big-8,40077,1956
Virginia Military Institute,none,southern,40031,1956
Ohio State,big-ten,big-ten,39173,1956
Notre Dame,acc,independent,39153,1956
Akron,mac,none,39153,1956
South Carolina,sec,acc,39151,1956
Ohio State,big-ten,big-ten,39151,1956
Iowa State,big-12,big-8,39151,1956
Georgia,sec,sec,39151,1956
Ohio State,big-ten,big-ten,39145,1956
Citadel,none,southern,39113,1956
Northwestern,big-ten,big-ten,39099,1956
Citadel,none,southern,39099,1956
Tennessee,sec,sec,39061,1956
Ohio State,big-ten,big-ten,39061,1956
Tennessee,sec,sec,39047,1956
Syracuse,acc,independent,39035,1956
Ohio State,big-ten,big-ten,39035,1956
Northwestern,big-ten,big-ten,39035,1956
Kent State,mac,mac,39035,1956
Northwestern,big-ten,big-ten,39023,1956
Ohio State,big-ten,big-ten,39017,1956
Purdue,big-ten,big-ten,39013,1956
Florida,sec,sec,39013,1956
Ohio State,big-ten,big-ten,39009,1956
Cincinnati,american,mvc,39005,1956
Duke,acc,acc,37119,1956
Duke,acc,acc,37061,1956
Clemson,acc,acc,37023,1956
Clemson,acc,acc,37021,1956
Boston College,acc,independent,36119,1956
Notre Dame,acc,independent,36111,1956
Syracuse,acc,independent,36067,1956
Indiana,big-ten,big-ten,36063,1956
Cincinnati,american,mvc,36063,1956
South Carolina,sec,acc,36061,1956
Notre Dame,acc,independent,36061,1956
North Carolina,acc,acc,36061,1956
Navy,independent,independent,36061,1956
Michigan,big-ten,big-ten,36061,1956
Syracuse,acc,independent,36043,1956
New Mexico State,sun-belt,independent,35047,1956
Southern California,pac-12,pac-12,34017,1956
Clemson,acc,acc,34017,1956
Citadel,none,southern,34017,1956
South Carolina,sec,acc,34013,1956
Maryland,big-ten,acc,34013,1956
Nebraska,big-ten,big-8,31141,1956
Nebraska,big-ten,big-8,31125,1956
Pacific,none,independent,30105,1956
Georgia Tech,acc,independent,29510,1956
Mississippi,sec,sec,28129,1956
Mississippi,sec,sec,28121,1956
Louisiana State,sec,sec,28113,1956
Louisiana State,sec,sec,28099,1956
Memphis,american,independent,28093,1956
Mississippi,sec,sec,28087,1956
Mississippi,sec,sec,28081,1956
Southern Mississippi,cusa,independent,28075,1956
Southern Mississippi,cusa,independent,28073,1956
Mississippi,sec,sec,28059,1956
Oregon,pac-12,pac-12,28051,1956
Pacific,none,independent,28029,1956
Mississippi,sec,sec,28029,1956
Mississippi,sec,sec,28027,1956
Chattanooga,none,none,28025,1956
Mississippi,sec,sec,28001,1956
Minnesota,big-ten,big-ten,27163,1956
Minnesota,big-ten,big-ten,27061,1956
Minnesota,big-ten,big-ten,27061,1956
Notre Dame,acc,independent,27053,1956
Cincinnati,american,mvc,27053,1956
Minnesota,big-ten,big-ten,27037,1956
Minnesota,big-ten,big-ten,27007,1956
Notre Dame,acc,independent,26163,1956
Michigan State,big-ten,big-ten,26163,1956
Michigan,big-ten,big-ten,26163,1956
Eastern Michigan,mac,none,26163,1956
Central Michigan,mac,none,26125,1956
Michigan State,big-ten,big-ten,26065,1956
Arizona State,pac-12,wac,26049,1956
Colorado State,mwc,independent,26005,1956
Boston College,acc,independent,25021,1956
Wake Forest,acc,acc,25017,1956
Boston College,acc,independent,25017,1956
Boston College,acc,independent,25017,1956
Maryland,big-ten,acc,24001,1956
Louisiana State,sec,sec,22115,1956
Louisiana State,sec,sec,22083,1956
San Jose State,mwc,independent,22073,1956
Tulane,american,sec,22071,1956
Louisiana State,sec,sec,22033,1956
Oregon State,pac-12,pac-12,22027,1956
Louisiana-Monroe,sun-belt,none,22013,1956
Kentucky,sec,sec,21145,1956
Kentucky,sec,sec,21111,1956
Clemson,acc,acc,21111,1956
Ohio State,big-ten,big-ten,21021,1956
Ohio State,big-ten,big-ten,21019,1956
Oklahoma State,big-12,big-8,20125,1956
Louisiana-Monroe,sun-belt,none,20113,1956
Iowa State,big-12,big-8,19171,1956
Iowa,big-ten,big-ten,19153,1956
Drake,none,none,19153,1956
Iowa,big-ten,big-ten,19139,1956
Michigan State,big-ten,big-ten,19111,1956
Iowa,big-ten,big-ten,19103,1956
Notre Dame,acc,independent,19021,1956
Arizona,pac-12,wac,18145,1956
Pennsylvania,none,ivy,18127,1956
Idaho,sun-belt,independent,18097,1956
Northwestern,big-ten,big-ten,18089,1956
Wisconsin,big-ten,big-ten,17201,1956
Idaho,sun-belt,independent,17179,1956
Missouri,sec,big-8,17163,1956
Wisconsin,big-ten,big-ten,17089,1956
Northwestern,big-ten,big-ten,17037,1956
Wisconsin,big-ten,big-ten,17031,1956
Utah State,mwc,independent,17031,1956
Purdue,big-ten,big-ten,17031,1956
Michigan State,big-ten,big-ten,17031,1956
Michigan State,big-ten,big-ten,17031,1956
Arizona,pac-12,wac,17031,1956
Utah,pac-12,wac,16051,1956
Utah,pac-12,wac,15003,1956
Brigham Young,independent,wac,15003,1956
Georgia,sec,sec,13245,1956
Vanderbilt,sec,sec,13121,1956
Georgia Tech,acc,independent,13121,1956
Georgia Tech,acc,independent,13121,1956
Georgia,sec,sec,13121,1956
Georgia,sec,sec,13121,1956
Georgia,sec,sec,13105,1956
Miami,#N/A,#N/A,12086,1956
Southern California,pac-12,pac-12,11001,1956
Maryland,big-ten,acc,11001,1956
Duke,acc,acc,11001,1956
Rice,cusa,swc,8101,1956
UCLA,pac-12,pac-12,6081,1956
Southern California,pac-12,pac-12,6071,1956
Stanford,pac-12,pac-12,6047,1956
Washington State,pac-12,pac-12,6037,1956
Washington,pac-12,pac-12,6037,1956
Utah State,mwc,independent,6037,1956
Utah,pac-12,wac,6037,1956
UCLA,pac-12,pac-12,6037,1956
Southern California,pac-12,pac-12,6037,1956
Southern California,pac-12,pac-12,6037,1956
Southern California,pac-12,pac-12,6037,1956
Idaho,sun-belt,independent,6037,1956
Pacific,none,independent,6029,1956
Pacific,none,independent,6019,1956
Pacific,none,independent,6019,1956
San Jose State,mwc,independent,6013,1956
Stanford,pac-12,pac-12,6001,1956
San Jose State,mwc,independent,6001,1956
Michigan,big-ten,big-ten,5119,1956
Mississippi,sec,sec,5077,1956
Mississippi,sec,sec,5035,1956
Baylor,big-12,swc,5011,1956
California,pac-12,pac-12,4021,1956
Notre Dame,acc,independent,4013,1956
Alabama,sec,sec,1117,1956
Southern Mississippi,cusa,independent,1097,1956
Georgia Tech,acc,independent,1063,1956
Alabama,sec,sec,1061,1956
Southern Mississippi,cusa,independent,1055,1956
Northwestern,big-ten,big-ten,1039,1956
Texas,big-12,swc,0,1956
Tennessee,sec,sec,0,1956
Syracuse,acc,independent,0,1956
Oklahoma,big-12,big-8,0,1956
North Carolina,acc,acc,0,1956
Marshall,cusa,mac,0,1956
Louisiana State,sec,sec,0,1956
Houston,american,independent,0,1956
Houston,american,independent,0,1956
Clemson,acc,acc,0,1956
Chattanooga,none,none,0,1956
Auburn,sec,sec,0,1956
Colorado,pac-12,big-8,56037,1955
Chattanooga,none,none,55047,1955
South Carolina,sec,acc,54047,1955
Cincinnati,american,mvc,54015,1955
Rice,cusa,swc,48411,1955
Southern Methodist,american,swc,48367,1955
Texas A&M,sec,swc,48313,1955
Baylor,big-12,swc,48309,1955
Arizona State,pac-12,wac,48303,1955
Oklahoma,big-12,big-8,48253,1955
Oregon State,pac-12,pac-12,48201,1955
Houston,american,independent,48201,1955
San Jose State,mwc,independent,48121,1955
Baylor,big-12,swc,48121,1955
Texas A&M,sec,swc,48051,1955
Toledo,mac,mac,47183,1955
Clemson,acc,acc,45077,1955
Pittsburgh,acc,independent,42125,1955
Pittsburgh,acc,independent,42125,1955
Texas A&M,sec,swc,42101,1955
Pittsburgh,acc,independent,42003,1955
Iowa,big-ten,big-ten,42003,1955
Clemson,acc,acc,42003,1955
Notre Dame,acc,independent,40133,1955
Rice,cusa,swc,40071,1955
Purdue,big-ten,big-ten,39151,1955
Ohio State,big-ten,big-ten,39151,1955
Miami (OH),mac,mac,39141,1955
Iowa,big-ten,big-ten,39099,1955
Ohio State,big-ten,big-ten,39097,1955
Purdue,big-ten,big-ten,39081,1955
Ohio State,big-ten,big-ten,39081,1955
Purdue,big-ten,big-ten,39035,1955
Notre Dame,acc,independent,39035,1955
Michigan,big-ten,big-ten,39035,1955
Southern Methodist,american,swc,39033,1955
Cincinnati,american,mvc,39011,1955
Tennessee,sec,sec,36061,1955
Maryland,big-ten,acc,36061,1955
Colorado,pac-12,big-8,35015,1955
Wyoming,mwc,wac,34031,1955
Richmond,none,southern,34031,1955
Indiana,big-ten,big-ten,34015,1955
Maryland,big-ten,acc,34013,1955
Mississippi State,sec,sec,28133,1955
Mississippi,sec,sec,28091,1955
Minnesota,big-ten,big-ten,27109,1955
Michigan State,big-ten,big-ten,26065,1955
Michigan State,big-ten,big-ten,25013,1955
Tennessee,sec,sec,25009,1955
Middle Tennessee State,cusa,none,25009,1955
Texas A&M,sec,swc,22119,1955
Tulane,american,sec,22071,1955
Louisiana State,sec,sec,22017,1955
Oklahoma,big-12,big-8,20125,1955
Pacific,none,independent,20103,1955
Ball State,mac,none,18177,1955
Southern Illinois,none,none,17145,1955
Indiana,big-ten,big-ten,17031,1955
Illinois,big-ten,big-ten,17031,1955
Auburn,sec,sec,17031,1955
Michigan State,big-ten,big-ten,13269,1955
Georgia,sec,sec,13021,1955
Florida State,acc,independent,12095,1955
Notre Dame,acc,independent,9009,1955
Colorado State,mwc,independent,8031,1955
Colorado,pac-12,big-8,8013,1955
Southern California,pac-12,pac-12,6111,1955
UCLA,pac-12,pac-12,6073,1955
UCLA,pac-12,pac-12,6059,1955
Oregon,pac-12,pac-12,6041,1955
Southern California,pac-12,pac-12,6037,1955
Southern California,pac-12,pac-12,6037,1955
Southern California,pac-12,pac-12,6037,1955
Florida,sec,sec,6037,1955
Pacific,none,independent,5119,1955
Auburn,sec,sec,1117,1955
Virginia Military Institute,none,southern,0,1955
Virginia,acc,acc,0,1955
Texas Tech,big-12,swc,0,1955
Texas Christian,big-12,swc,0,1955
Oregon,pac-12,pac-12,0,1955
Mississippi,sec,sec,0,1955
Georgia,sec,sec,0,1955
Baylor,big-12,swc,0,1955
Drake,none,none,55101,1954
Pacific,none,independent,55019,1954
West Virginia,big-12,southern,54069,1954
Maryland,big-ten,acc,51710,1954
Utah,pac-12,wac,49035,1954
Texas Christian,big-12,swc,48439,1954
Rice,cusa,swc,48439,1954
Pacific,none,independent,48423,1954
Oklahoma State,big-12,big-8,48423,1954
Rice,cusa,swc,48355,1954
Baylor,big-12,swc,48309,1954
Southern Methodist,american,swc,48277,1954
Rice,cusa,swc,48193,1954
Texas-El Paso,cusa,independent,48107,1954
Rice,cusa,swc,48107,1954
Baylor,big-12,swc,48037,1954
Texas A&M,sec,swc,48035,1954
Tennessee,sec,sec,47055,1954
Mississippi,sec,sec,47053,1954
Georgia,sec,sec,45073,1954
Clemson,acc,acc,45073,1954
Notre Dame,acc,independent,42101,1954
North Carolina State,acc,acc,42101,1954
Kentucky,sec,sec,42079,1954
North Carolina State,acc,acc,42073,1954
Duke,acc,acc,42073,1954
West Virginia,big-12,southern,42059,1954
Pittsburgh,acc,independent,42003,1954
Oklahoma,big-12,big-8,40109,1954
Oklahoma,big-12,big-8,40103,1954
Tulsa,american,mvc,40091,1954
Oklahoma,big-12,big-8,40091,1954
Oklahoma State,big-12,big-8,40075,1954
Bowling Green,mac,mac,39051,1954
Notre Dame,acc,independent,39035,1954
Ohio State,big-ten,big-ten,39013,1954
Tennessee,sec,sec,37089,1954
Maryland,big-ten,acc,36065,1954
Notre Dame,acc,independent,36059,1954
Pittsburgh,acc,independent,36013,1954
Wisconsin,big-ten,big-ten,34025,1954
Oregon,pac-12,pac-12,31019,1954
Idaho,sun-belt,independent,30033,1954
Illinois,big-ten,big-ten,28121,1954
Mississippi,sec,sec,28073,1954
Mississippi,sec,sec,28027,1954
Minnesota,big-ten,big-ten,27071,1954
Minnesota,big-ten,big-ten,27035,1954
Michigan State,big-ten,big-ten,26163,1954
Michigan State,big-ten,big-ten,26163,1954
Indiana,big-ten,big-ten,26127,1954
Michigan State,big-ten,big-ten,26065,1954
Boston College,acc,independent,25025,1954
Syracuse,acc,independent,25021,1954
Michigan State,big-ten,big-ten,25013,1954
Texas A&M,sec,swc,22111,1954
Louisiana State,sec,sec,22033,1954
Louisiana State,sec,sec,22031,1954
California,pac-12,pac-12,22009,1954
Oregon,pac-12,pac-12,20127,1954
Iowa,big-ten,big-ten,18089,1954
Indiana,big-ten,big-ten,18089,1954
Purdue,big-ten,big-ten,18039,1954
Iowa,big-ten,big-ten,17031,1954
Illinois,big-ten,big-ten,17031,1954
Iowa,big-ten,big-ten,17021,1954
Georgia,sec,sec,17021,1954
Idaho,sun-belt,independent,16039,1954
Oregon State,pac-12,pac-12,15003,1954
Florida,sec,sec,12086,1954
Alabama,sec,sec,12081,1954
Syracuse,acc,independent,11001,1954
George Washington,none,southern,11001,1954
Alabama,sec,sec,9001,1954
San Jose State,mwc,independent,6097,1954
Stanford,pac-12,pac-12,6037,1954
California-Santa Barbara,none,none,6037,1954
Michigan,big-ten,big-ten,5119,1954
Fresno State,mwc,none,5113,1954
Michigan State,big-ten,big-ten,5107,1954
Illinois,big-ten,big-ten,5051,1954
Arizona State,pac-12,wac,4013,1954
Auburn,sec,sec,1123,1954
Auburn,sec,sec,1075,1954
Vanderbilt,sec,sec,0,1954
Louisville,acc,mvc,0,1954
Georgia,sec,sec,0,1954
Colorado,pac-12,big-8,55105,1953
Washington,pac-12,pac-12,53037,1953
Washington,pac-12,pac-12,53007,1953
Baylor,big-12,swc,48467,1953
Oklahoma,big-12,big-8,48447,1953
Baylor,big-12,swc,48419,1953
Oklahoma,big-12,big-8,48257,1953
Mississippi,sec,sec,47113,1953
George Washington,none,southern,42043,1953
Pittsburgh,acc,independent,42007,1953
Miami,#N/A,#N/A,42003,1953
UCLA,pac-12,pac-12,40101,1953
Indiana,big-ten,big-ten,39173,1953
Purdue,big-ten,big-ten,39151,1953
Ohio State,big-ten,big-ten,39151,1953
Bowling Green,mac,mac,39147,1953
Arizona State,pac-12,wac,39061,1953
Purdue,big-ten,big-ten,39035,1953
Ohio,mac,mac,39019,1953
Ohio State,big-ten,big-ten,39017,1953
Minnesota,big-ten,big-ten,38077,1953
Wake Forest,acc,acc,37159,1953
Duke,acc,acc,37129,1953
North Carolina,acc,acc,37099,1953
Syracuse,acc,independent,36087,1953
Tulsa,american,mvc,36029,1953
Oklahoma,big-12,big-8,35021,1953
Virginia,acc,acc,34037,1953
Texas Tech,big-12,swc,29510,1953
Southern Mississippi,cusa,independent,29510,1953
UCLA,pac-12,pac-12,29165,1953
Memphis,american,independent,28107,1953
Tulane,american,sec,28059,1953
Mississippi,sec,sec,28001,1953
Michigan State,big-ten,big-ten,26163,1953
Michigan State,big-ten,big-ten,26163,1953
Michigan,big-ten,big-ten,26081,1953
Michigan State,big-ten,big-ten,26049,1953
Central Michigan,mac,none,26049,1953
Colorado,pac-12,big-8,26017,1953
Boston College,acc,independent,25027,1953
Michigan State,big-ten,big-ten,25009,1953
Auburn,sec,sec,22071,1953
Miami,#N/A,#N/A,22033,1953
Notre Dame,acc,independent,21111,1953
Kentucky,sec,sec,21037,1953
Cincinnati,american,mvc,21037,1953
Michigan,big-ten,big-ten,20037,1953
Notre Dame,acc,independent,19193,1953
Texas A&M,sec,swc,19009,1953
Purdue,big-ten,big-ten,18177,1953
Wisconsin,big-ten,big-ten,17031,1953
UCLA,pac-12,pac-12,17031,1953
Northwestern,big-ten,big-ten,17031,1953
Indiana,big-ten,big-ten,17031,1953
California,pac-12,pac-12,17031,1953
Purdue,big-ten,big-ten,15003,1953
Memphis,american,independent,13157,1953
Ohio State,big-ten,big-ten,13021,1953
Georgia Tech,acc,independent,12086,1953
Washington,pac-12,pac-12,9009,1953
Colorado State,mwc,independent,8075,1953
Stanford,pac-12,pac-12,6099,1953
California,pac-12,pac-12,6099,1953
Stanford,pac-12,pac-12,6081,1953
Pacific,none,independent,6081,1953
Southern California,pac-12,pac-12,6037,1953
Southern California,pac-12,pac-12,6037,1953
Arkansas,sec,swc,5147,1953
Kent State,mac,mac,5001,1953
Auburn,sec,sec,1117,1953
Oklahoma,big-12,big-8,1115,1953
Wisconsin,big-ten,big-ten,0,1953
Virginia,acc,acc,0,1953
Tennessee,sec,sec,0,1953
Syracuse,acc,independent,0,1953
Pittsburgh,acc,independent,0,1953
Michigan State,big-ten,big-ten,0,1953
Miami,#N/A,#N/A,0,1953
Louisiana State,sec,sec,0,1953
Indiana,big-ten,big-ten,0,1953
Illinois,big-ten,big-ten,0,1953
Florida,sec,sec,0,1953
Wisconsin,big-ten,big-ten,55117,1952
Wisconsin,big-ten,big-ten,55101,1952
Wisconsin,big-ten,big-ten,55019,1952
William & Mary,none,southern,54059,1952
West Virginia,big-12,southern,54041,1952
Pittsburgh,acc,independent,54029,1952
Michigan,big-ten,big-ten,51760,1952
Texas Tech,big-12,swc,48487,1952
Texas,big-12,swc,48481,1952
Texas Christian,big-12,swc,48457,1952
North Texas,cusa,mvc,48439,1952
Southern Methodist,american,swc,48121,1952
Southern Methodist,american,swc,48121,1952
North Texas,cusa,mvc,48121,1952
Baylor,big-12,swc,48039,1952
Baylor,big-12,swc,48009,1952
Mississippi State,sec,sec,47045,1952
Vanderbilt,sec,sec,45003,1952
Arizona,pac-12,wac,44005,1952
North Carolina,acc,acc,42129,1952
West Virginia,big-12,southern,42125,1952
Auburn,sec,sec,42101,1952
Kentucky,sec,sec,42095,1952
Maryland,big-ten,acc,42081,1952
Pittsburgh,acc,independent,42079,1952
Purdue,big-ten,big-ten,42049,1952
North Carolina,acc,acc,42007,1952
Pittsburgh,acc,independent,42003,1952
Pittsburgh,acc,independent,42003,1952
Notre Dame,acc,independent,42003,1952
Louisville,acc,mvc,42003,1952
Indiana,big-ten,big-ten,42003,1952
Oregon,pac-12,pac-12,41059,1952
Oregon,pac-12,pac-12,41033,1952
Oklahoma,big-12,big-8,40117,1952
Pacific,none,independent,40109,1952
Ohio State,big-ten,big-ten,39049,1952
Southern Methodist,american,swc,39035,1952
Miami,#N/A,#N/A,36061,1952
Richmond,none,southern,34039,1952
Colorado State,mwc,independent,31135,1952
Missouri,sec,big-8,29177,1952
Missouri,sec,big-8,29165,1952
Arkansas,sec,swc,29155,1952
Georgia Tech,acc,independent,28149,1952
Mississippi,sec,sec,28121,1952
Mississippi State,sec,sec,28027,1952
Michigan State,big-ten,big-ten,26163,1952
Michigan State,big-ten,big-ten,26163,1952
Michigan,big-ten,big-ten,26161,1952
Michigan,big-ten,big-ten,26147,1952
Tennessee,sec,sec,26125,1952
Michigan State,big-ten,big-ten,26121,1952
Boston College,acc,independent,25017,1952
Houston,american,independent,22097,1952
Tulsa,american,mvc,22017,1952
Tulane,american,sec,22017,1952
Kansas,big-12,big-8,20187,1952
Iowa,big-ten,big-ten,19191,1952
Florida,sec,sec,19155,1952
Dartmouth,none,ivy,19061,1952
Purdue,big-ten,big-ten,18177,1952
Purdue,big-ten,big-ten,18141,1952
Purdue,big-ten,big-ten,17111,1952
Iowa State,big-12,big-8,17089,1952
Wisconsin,big-ten,big-ten,17031,1952
Purdue,big-ten,big-ten,17031,1952
Purdue,big-ten,big-ten,17031,1952
Alabama,sec,sec,17031,1952
Illinois,big-ten,big-ten,17019,1952
Illinois,big-ten,big-ten,13301,1952
Georgia Tech,acc,independent,13245,1952
Miami,#N/A,#N/A,12086,1952
Indiana,big-ten,big-ten,9009,1952
UCLA,pac-12,pac-12,6037,1952
Southern California,pac-12,pac-12,6037,1952
West Virginia,big-12,southern,6019,1952
Arkansas,sec,swc,5119,1952
Colorado State,mwc,independent,5011,1952
Alabama,sec,sec,1101,1952
Auburn,sec,sec,1055,1952
Auburn,sec,sec,1003,1952
William & Mary,none,southern,0,1952
West Virginia,big-12,southern,0,1952
Wake Forest,acc,acc,0,1952
Texas-El Paso,cusa,independent,0,1952
Southern Methodist,american,swc,0,1952
Rice,cusa,swc,0,1952
Pacific,none,independent,0,1952
Louisiana Tech,cusa,none,0,1952
Florida State,acc,independent,0,1952
Baylor,big-12,swc,0,1952
Wisconsin,big-ten,big-ten,55059,1951
Pittsburgh,acc,independent,54069,1951
Virginia Tech,acc,independent,51770,1951
Texas Tech,big-12,swc,48503,1951
Oklahoma,big-12,big-8,48503,1951
Rice,cusa,swc,48491,1951
Oklahoma,big-12,big-8,48419,1951
Southern Methodist,american,swc,48355,1951
Florida,sec,sec,48353,1951
Houston,american,independent,48343,1951
Texas Christian,big-12,swc,48279,1951
Texas,big-12,swc,48201,1951
Southern California,pac-12,pac-12,48181,1951
North Texas,cusa,mvc,48181,1951
Texas,big-12,swc,48127,1951
Southern Methodist,american,swc,48121,1951
West Texas A&M,none,independent,48117,1951
Southern Methodist,american,swc,48037,1951
Baylor,big-12,swc,48027,1951
Alabama,sec,sec,47117,1951
Colorado,pac-12,big-8,46093,1951
Pittsburgh,acc,independent,42129,1951
Pennsylvania,none,ivy,42101,1951
Michigan State,big-ten,big-ten,42069,1951
Georgia,sec,sec,42069,1951
Duke,acc,acc,42051,1951
Pittsburgh,acc,independent,42003,1951
Pittsburgh,acc,independent,42003,1951
Kansas State,big-12,big-8,42003,1951
Oregon,pac-12,pac-12,41067,1951
Michigan State,big-ten,big-ten,40083,1951
Oklahoma,big-12,big-8,40019,1951
Notre Dame,acc,independent,39173,1951
Ohio State,big-ten,big-ten,39157,1951
Cincinnati,american,mvc,39155,1951
Princeton,none,ivy,39099,1951
Virginia Military Institute,none,southern,39081,1951
Mississippi State,sec,sec,39081,1951
Miami (OH),mac,mac,39061,1951
Ohio State,big-ten,big-ten,39049,1951
Notre Dame,acc,independent,39049,1951
Ohio State,big-ten,big-ten,39035,1951
Notre Dame,acc,independent,39035,1951
Ohio State,big-ten,big-ten,39023,1951
Miami (OH),mac,mac,39013,1951
Oregon,pac-12,pac-12,38015,1951
North Carolina State,acc,acc,34017,1951
Alabama,sec,sec,34013,1951
Notre Dame,acc,independent,31153,1951
Kansas State,big-12,big-8,29165,1951
Kansas,big-12,big-8,29165,1951
Missouri,sec,big-8,29099,1951
Missouri,sec,big-8,29003,1951
Mississippi,sec,sec,28151,1951
Toledo,mac,mac,28133,1951
Mississippi,sec,sec,28081,1951
Mississippi,sec,sec,28027,1951
Pittsburgh,acc,independent,27145,1951
Tennessee,sec,sec,26163,1951
Indiana,big-ten,big-ten,26163,1951
Michigan State,big-ten,big-ten,26123,1951
Notre Dame,acc,independent,25017,1951
