name,sport,sport_name,gender,age,inch,pound
Marianne Leeson,swb,Snowboarding,Female,26,68.110273,136.68644
Eveliina Suonpaa,hky,Hockey,Female,18,68.110273,138.89106
J.R. Celski,sht,Short-Track Skating,Male,23,68.110273,138.89106
Andrea Keszler,sht,Short-Track Skating,Female,24,68.110273,138.89106
Anna Rokita,ssk,Speedskating,Female,28,68.110273,138.89106
Holly Crawford,swb,Snowboarding,Female,30,68.110273,138.89106
Yuki Kadono,swb,Snowboarding,Male,17,68.110273,141.09568
Nikola Chongarov,alp,Alpine Skiing,Male,24,68.110273,141.09568
Genevieve Lacasse,hky,Hockey,Female,24,68.110273,141.09568
Mirjam Jaeger,fss,Freestyle Skiing,Female,31,68.110273,141.09568
Tianyu Han,sht,Short-Track Skating,Male,17,68.110273,143.3003
Kai Mahler,fss,Freestyle Skiing,Male,18,68.110273,143.3003
Michela Moioli,swb,Snowboarding,Female,18,68.110273,143.3003
Benoit Valentin,fss,Freestyle Skiing,Male,21,68.110273,143.3003
Rebecca Torr,swb,Snowboarding,Female,23,68.110273,143.3003
Rafal Lepel,bai,Biathlon,Male,24,68.110273,143.3003
Nathan Johnstone,swb,Snowboarding,Male,24,68.110273,143.3003
Kacey Bellamy,hky,Hockey,Female,26,68.110273,143.3003
Sanna Luedi,fss,Freestyle Skiing,Female,28,68.110273,143.3003
Nadeem Iqbal,ccy,Cross Country Skiing,Male,30,68.110273,143.3003
Christian De Lorenzi,bai,Biathlon,Male,32,68.110273,143.3003
Karly Shorr,swb,Snowboarding,Female,19,68.110273,145.50492
Pan To Barton Lui,sht,Short-Track Skating,Male,20,68.110273,145.50492
Eve Muirhead,crl,Curling,Female,23,68.110273,145.50492
Claire Hamilton,crl,Curling,Female,25,68.110273,145.50492
Aslan Daumov,sht,Short-Track Skating,Male,25,68.110273,145.50492
Arthur Longo,swb,Snowboarding,Male,25,68.110273,145.50492
Anna-Karin Stroemstedt,bai,Biathlon,Female,33,68.110273,145.50492
Lauren Cholewinski,ssk,Speedskating,Female,25,68.110273,147.70954
Frida Hansdotter,alp,Alpine Skiing,Female,28,68.110273,147.70954
Julie Chu,hky,Hockey,Female,31,68.110273,147.70954
Ester Ledecka,swb,Snowboarding,Female,18,68.110273,149.91416
Antoinette De Jong,ssk,Speedskating,Female,18,68.110273,149.91416
Josefine Holmgren,hky,Hockey,Female,20,68.110273,149.91416
Charle Cournoyer,sht,Short-Track Skating,Male,22,68.110273,149.91416
Sandra Gasparini,lge,Luge,Female,23,68.110273,149.91416
Gilmore Junio,ssk,Speedskating,Male,23,68.110273,149.91416
Laurenne Ross,alp,Alpine Skiing,Female,25,68.110273,149.91416
Maxim Vylegzhanin,ccy,Cross Country Skiing,Male,31,68.110273,149.91416
Remo Fischer,ccy,Cross Country Skiing,Male,32,68.110273,149.91416
Karolina Chrapek,alp,Alpine Skiing,Female,24,68.110273,152.11878
Brian Gregg,ccy,Cross Country Skiing,Male,29,68.110273,152.11878
Jozef Petrulak,lge,Luge,Male,19,68.110273,154.3234
Qiuming Bai,ssk,Speedskating,Male,19,68.110273,154.3234
Raphael Maier,skl,Skeleton,Male,21,68.110273,154.3234
Federico Pellegrino,ccy,Cross Country Skiing,Male,23,68.110273,154.3234
Tatyana Ivanova,lge,Luge,Female,23,68.110273,154.3234
Marcel Hirscher,alp,Alpine Skiing,Male,24,68.110273,154.3234
Paul Constantin Pepene,ccy,Cross Country Skiing,Male,25,68.110273,154.3234
Thibaut Fauconnet,sht,Short-Track Skating,Male,28,68.110273,154.3234
Anna Berecz,alp,Alpine Skiing,Female,25,68.110273,156.52802
Stefan Baumeister,swb,Snowboarding,Male,20,68.110273,158.73264
Arttu Kiramo,fss,Freestyle Skiing,Male,23,68.110273,158.73264
Ruslan Zakharov,sht,Short-Track Skating,Male,26,68.110273,158.73264
Kate Hansen,lge,Luge,Female,21,68.110273,160.93726
Stephanie Joffroy,fss,Freestyle Skiing,Female,22,68.110273,160.93726
Mathias Weissenbacher,swb,Snowboarding,Male,22,68.110273,160.93726
Alexei Almoukov,bai,Biathlon,Male,23,68.110273,160.93726
Georg Fischler,lge,Luge,Male,28,68.110273,160.93726
Meghan Duggan,hky,Hockey,Female,26,68.110273,163.14188
Olena Stetskiv,lge,Luge,Female,19,68.110273,165.3465
Marc Oliveras,alp,Alpine Skiing,Male,22,68.110273,165.3465
Lauriane Rougeau,hky,Hockey,Female,23,68.110273,165.3465
Sandra Daniela Gerber,swb,Snowboarding,Female,28,68.110273,165.3465
Alex Bilodeau,fss,Freestyle Skiing,Male,26,68.110273,167.55112
Joey Mantia,ssk,Speedskating,Male,28,68.110273,167.55112
Nolan Kasper,alp,Alpine Skiing,Male,24,68.110273,169.75574
Paul De La Cuesta,alp,Alpine Skiing,Male,25,68.110273,169.75574
Thomas Koch,hky,Hockey,Male,30,68.110273,169.75574
Gino Caviezel,alp,Alpine Skiing,Male,21,68.110273,171.96036
Maria Constantin,bbs,Bobseld,Female,22,68.110273,171.96036
Morgan Pridy,alp,Alpine Skiing,Male,23,68.110273,171.96036
Emil Novak,swb,Snowboarding,Male,24,68.110273,171.96036
Megan Bozek,hky,Hockey,Female,22,68.110273,176.3696
Julien Lizeroux,alp,Alpine Skiing,Male,34,68.110273,176.3696
Corinna Boccacini,swb,Snowboarding,Female,28,68.110273,182.98346
Anze Kuralt,hky,Hockey,Male,22,68.110273,187.3927
Hiroshi Suzuki,bbs,Bobseld,Male,40,68.110273,196.21118
Erla Asgeirsdottir,alp,Alpine Skiing,Female,20,68.503974,
Alexei Bychenko,fgs,Figure Skating,Male,26,68.503974,
Anders Jacobsen,skj,Ski Jumping,Male,29,68.503974,
Dejia Zou,crl,Curling,Male,30,68.503974,
Robin Szolkowy,fgs,Figure Skating,Male,34,68.503974,
Laura Orgue,ccy,Cross Country Skiing,Female,27,68.503974,119.04948
Elena Khrustaleva,bai,Biathlon,Female,33,68.503974,119.04948
Marinus Kraus,skj,Ski Jumping,Male,23,68.503974,130.07258
Chil-Ku Kang,skj,Ski Jumping,Male,29,68.503974,130.07258
Anna Prugova,hky,Hockey,Female,20,68.503974,132.2772
Brianne Mclaughlin,hky,Hockey,Female,26,68.503974,132.2772
Daniela Kotschova,ccy,Cross Country Skiing,Female,28,68.503974,132.2772
Mona-Lisa Malvalehto,ccy,Cross Country Skiing,Female,30,68.503974,132.2772
Sorin Iulian Pitea,skj,Ski Jumping,Male,16,68.503974,134.48182
Da Woon Sin,sht,Short-Track Skating,Male,20,68.503974,134.48182
Eetu Vaehaesoeyrinki,ndc,Hordic Combined,Male,23,68.503974,134.48182
Matti Heikkinen,ccy,Cross Country Skiing,Male,30,68.503974,134.48182
Jessica Gregg,sht,Short-Track Skating,Female,25,68.503974,136.68644
Hanna Kolb,ccy,Cross Country Skiing,Female,22,68.503974,138.89106
Selina Joerg,swb,Snowboarding,Female,26,68.503974,138.89106
Heung-Chul Choi,skj,Ski Jumping,Male,32,68.503974,138.89106
Alexandra Taylor,alp,Alpine Skiing,Female,19,68.503974,141.09568
Christiaan Bokkerink,sht,Short-Track Skating,Male,21,68.503974,141.09568
Yvonne Nauta,ssk,Speedskating,Female,22,68.503974,141.09568
Laura Peel,fss,Freestyle Skiing,Female,24,68.503974,141.09568
Janine Flock,skl,Skeleton,Female,24,68.503974,141.09568
Katya Crema,fss,Freestyle Skiing,Female,25,68.503974,141.09568
Jana Gerekova,bai,Biathlon,Female,29,68.503974,141.09568
Sabahattin Oglago,ccy,Cross Country Skiing,Male,29,68.503974,141.09568
Justyna Kowalczyk,ccy,Cross Country Skiing,Female,31,68.503974,141.09568
Shelly Gotlieb,swb,Snowboarding,Female,33,68.503974,141.09568
Roberto Carcelen,ccy,Cross Country Skiing,Male,43,68.503974,141.09568
Agne Sereikaite,sht,Short-Track Skating,Female,19,68.503974,143.3003
Lisa Theresa Hauser,bai,Biathlon,Female,20,68.503974,143.3003
Jean Guillaume Beatrix,bai,Biathlon,Male,25,68.503974,143.3003
Hong Zhang,ssk,Speedskating,Female,25,68.503974,143.3003
Katja Visnar,ccy,Cross Country Skiing,Female,29,68.503974,143.3003
Roland Clara,ccy,Cross Country Skiing,Male,31,68.503974,143.3003
Jiri Magal,ccy,Cross Country Skiing,Male,36,68.503974,143.3003
Emelie Wikstroem,alp,Alpine Skiing,Female,21,68.503974,145.50492
Jeremy Pancras,fss,Freestyle Skiing,Male,22,68.503974,145.50492
Ida Ingemarsdotter,ccy,Cross Country Skiing,Female,28,68.503974,145.50492
Beixing Wang,ssk,Speedskating,Female,28,68.503974,145.50492
Sarka Strachova,alp,Alpine Skiing,Female,29,68.503974,145.50492
Krasimir Anev,bai,Biathlon,Male,26,68.503974,147.70954
Simon Fourcade,bai,Biathlon,Male,29,68.503974,147.70954
Stina Nilsson,ccy,Cross Country Skiing,Female,20,68.503974,149.91416
Aydar Bekzhanov,sht,Short-Track Skating,Male,20,68.503974,149.91416
Josephine Pucci,hky,Hockey,Female,23,68.503974,149.91416
Jan Kralj,swb,Snowboarding,Male,18,68.503974,152.11878
Armin Bauer,ndc,Hordic Combined,Male,23,68.503974,152.11878
Cornel Puchianu,bai,Biathlon,Male,24,68.503974,152.11878
Sami Jauhojaervi,ccy,Cross Country Skiing,Male,32,68.503974,152.11878
Michelle Gisin,alp,Alpine Skiing,Female,20,68.503974,154.3234
Abzal Azhgaliyev,sht,Short-Track Skating,Male,21,68.503974,154.3234
Erika Grahm,hky,Hockey,Female,23,68.503974,154.3234
Roman Zakharkiv,lge,Luge,Male,23,68.503974,154.3234
Nadezhda Sergeeva,bbs,Bobseld,Female,26,68.503974,154.3234
Nadezhda Paleeva,bbs,Bobseld,Female,28,68.503974,154.3234
Cheryl Maas,swb,Snowboarding,Female,29,68.503974,154.3234
Nicole Hosp,alp,Alpine Skiing,Female,30,68.503974,154.3234
Molly Schaus,hky,Hockey,Female,25,68.503974,156.52802
Oskars Gudramovics,lge,Luge,Male,25,68.503974,156.52802
Jessie Vetter,hky,Hockey,Female,28,68.503974,156.52802
Yulia Timofeeva,bbs,Bobseld,Female,41,68.503974,156.52802
Martina Dubovska,alp,Alpine Skiing,Female,21,68.503974,158.73264
Renaud Jay,ccy,Cross Country Skiing,Male,22,68.503974,158.73264
Angelina Golikova,ssk,Speedskating,Female,22,68.503974,158.73264
Emilia Andersson,hky,Hockey,Female,25,68.503974,158.73264
Konstantin Glavatskikh,ccy,Cross Country Skiing,Male,28,68.503974,158.73264
Artur Nogal,ssk,Speedskating,Male,23,68.503974,160.93726
Yuryi Liadov,bai,Biathlon,Male,26,68.503974,160.93726
Anja Weisser,hky,Hockey,Female,22,68.503974,163.14188
Raluca Stramaturaru,lge,Luge,Female,28,68.503974,163.14188
Gigi Marvin,hky,Hockey,Female,26,68.503974,165.3465
Ilya Burov,fss,Freestyle Skiing,Male,22,68.503974,167.55112
Lyndsey Fry,hky,Hockey,Female,21,68.503974,169.75574
Antonin Broz,lge,Luge,Male,26,68.503974,171.96036
Elfje Willemsen,bbs,Bobseld,Female,29,68.503974,171.96036
Niklas Roest,hky,Hockey,Male,27,68.503974,176.3696
Juris Sics,lge,Luge,Male,30,68.503974,180.77884
Jorik Hendrickx,fgs,Figure Skating,Male,21,68.897675,
Ryuichi Kihara,fgs,Figure Skating,Male,21,68.897675,
Lauren Gray,crl,Curling,Female,22,68.897675,
Javier Raya,fgs,Figure Skating,Male,22,68.897675,
Margarita Fomina,crl,Curling,Female,25,68.897675,
Saevar Birgisson,ccy,Cross Country Skiing,Male,26,68.897675,
Jialiang Zang,crl,Curling,Male,26,68.897675,
Charlie White,fgs,Figure Skating,Male,26,68.897675,
Jeremy Abbott,fgs,Figure Skating,Male,28,68.897675,
Caleb Flaxey,crl,Curling,Male,30,68.897675,
Ryan Fry,crl,Curling,Male,35,68.897675,
Christina Bertrup,crl,Curling,Female,37,68.897675,
Ann Swisshelm,crl,Curling,Female,45,68.897675,
Adam Cieslar,ndc,Hordic Combined,Male,21,68.897675,125.66334
Natalya Makagonova,fss,Freestyle Skiing,Female,22,68.897675,127.86796
Janne Ryynaenen,ndc,Hordic Combined,Male,26,68.897675,127.86796
Luca Matteotti,swb,Snowboarding,Male,24,68.897675,130.07258
Alena Zavarzina,swb,Snowboarding,Female,24,68.897675,132.2772
Olga Belyakova,sht,Short-Track Skating,Female,25,68.897675,132.2772
Ulrike Graessler,skj,Ski Jumping,Female,26,68.897675,132.2772
Taku Takeuchi,skj,Ski Jumping,Male,26,68.897675,132.2772
Robert Kranjec,skj,Ski Jumping,Male,32,68.897675,132.2772
Jaka Hvala,skj,Ski Jumping,Male,20,68.897675,134.48182
Evelyn Insam,skj,Ski Jumping,Female,20,68.897675,134.48182
Denise Herrmann,ccy,Cross Country Skiing,Female,25,68.897675,134.48182
Aurore Jean,ccy,Cross Country Skiing,Female,28,68.897675,134.48182
Jan Matura,skj,Ski Jumping,Male,34,68.897675,136.68644
Heidi Widmer,ccy,Cross Country Skiing,Female,22,68.897675,138.89106
Hyun-Ki Kim,skj,Ski Jumping,Male,31,68.897675,138.89106
Alizee Baron,fss,Freestyle Skiing,Female,21,68.897675,141.09568
Alexey Romashov,skj,Ski Jumping,Male,21,68.897675,141.09568
Jacky Chamoun,alp,Alpine Skiing,Female,22,68.897675,141.09568
Marina Lisogor,ccy,Cross Country Skiing,Female,30,68.897675,141.09568
Marco Ladner,fss,Freestyle Skiing,Male,15,68.897675,143.3003
David Habluetzel,swb,Snowboarding,Male,17,68.897675,143.3003
Lina Wester,hky,Hockey,Female,21,68.897675,143.3003
Jennifer Harss,hky,Hockey,Female,26,68.897675,143.3003
Shannon Szabados,hky,Hockey,Female,27,68.897675,143.3003
Anke Karstens,swb,Snowboarding,Female,28,68.897675,143.3003
Monique Angermueller,ssk,Speedskating,Female,30,68.897675,143.3003
Crispin Lipscomb,swb,Snowboarding,Male,34,68.897675,143.3003
Vilma Tanskanen,hky,Hockey,Female,18,68.897675,145.50492
Jingnan Shi,sht,Short-Track Skating,Male,19,68.897675,145.50492
Brianne Tutt,ssk,Speedskating,Female,21,68.897675,145.50492
Sadie Bjornsen,ccy,Cross Country Skiing,Female,24,68.897675,145.50492
Bryan Fletcher,ndc,Hordic Combined,Male,27,68.897675,145.50492
Otso Raisanen,fss,Freestyle Skiing,Male,19,68.897675,147.70954
Meaghan Mikkelson,hky,Hockey,Female,29,68.897675,147.70954
Taylor Gold,swb,Snowboarding,Male,20,68.897675,149.91416
Qishi Li,ssk,Speedskating,Female,20,68.897675,149.91416
Mikael Kingsbury,fss,Freestyle Skiing,Male,21,68.897675,149.91416
Charles Reid,swb,Snowboarding,Male,23,68.897675,149.91416
Florence Schelling,hky,Hockey,Female,24,68.897675,149.91416
Chandra Crawford,ccy,Cross Country Skiing,Female,30,68.897675,149.91416
Giorgio Di Centa,ccy,Cross Country Skiing,Male,41,68.897675,149.91416
Roman Ragozin,ccy,Cross Country Skiing,Male,21,68.897675,152.11878
Alexey Sobolev,swb,Snowboarding,Male,22,68.897675,152.11878
Lukas Hofer,bai,Biathlon,Male,24,68.897675,152.11878
Chao Wu,fss,Freestyle Skiing,Male,26,68.897675,152.11878
Vanessa Bittner,ssk,Speedskating,Female,18,68.897675,154.3234
Je-Yun Park,alp,Alpine Skiing,Male,19,68.897675,154.3234
Xin Zhao,ssk,Speedskating,Female,21,68.897675,154.3234
Zongyang Jia,fss,Freestyle Skiing,Male,22,68.897675,154.3234
Brianne Jenner,hky,Hockey,Female,22,68.897675,154.3234
Nevena Ignjatovic,alp,Alpine Skiing,Female,23,68.897675,154.3234
Semen Elistratov,sht,Short-Track Skating,Male,23,68.897675,154.3234
Sjinkie Knegt,sht,Short-Track Skating,Male,24,68.897675,154.3234
Anton Gafarov,ccy,Cross Country Skiing,Male,27,68.897675,154.3234
Shaun White,swb,Snowboarding,Male,27,68.897675,154.3234
Eugenio Claro,alp,Alpine Skiing,Male,20,68.897675,156.52802
Jonas Baumann,ccy,Cross Country Skiing,Male,23,68.897675,156.52802
Noah Hoffman,ccy,Cross Country Skiing,Male,24,68.897675,156.52802
Patrick Meek,ssk,Speedskating,Male,28,68.897675,156.52802
Charles Hamelin,sht,Short-Track Skating,Male,29,68.897675,156.52802
Yuliya Skokova,ssk,Speedskating,Female,31,68.897675,156.52802
Kent Callister,swb,Snowboarding,Male,18,68.897675,158.73264
Eduardo Alvarez,sht,Short-Track Skating,Male,24,68.897675,158.73264
Christian Haller,swb,Snowboarding,Male,24,68.897675,158.73264
Bernhard Tritscher,ccy,Cross Country Skiing,Male,25,68.897675,158.73264
Xavier Bertoni,fss,Freestyle Skiing,Male,25,68.897675,158.73264
Ilia Chernousov,ccy,Cross Country Skiing,Male,27,68.897675,158.73264
Zhongqing Liu,fss,Freestyle Skiing,Male,28,68.897675,158.73264
Charline Labonte,hky,Hockey,Female,31,68.897675,158.73264
Hyong Jun Joo,ssk,Speedskating,Male,22,68.897675,160.93726
Danny Davis,swb,Snowboarding,Male,25,68.897675,160.93726
Ewen Fernandez,ssk,Speedskating,Male,25,68.897675,160.93726
Michael Gilday,sht,Short-Track Skating,Male,27,68.897675,160.93726
Francois Hamelin,sht,Short-Track Skating,Male,27,68.897675,160.93726
Lolo Jones,bbs,Bobseld,Female,31,68.897675,160.93726
Matt Margetts,fss,Freestyle Skiing,Male,26,68.897675,163.14188
Keishin Yoshida,ccy,Cross Country Skiing,Male,27,68.897675,163.14188
Mark Starostin,ccy,Cross Country Skiing,Male,23,68.897675,165.3465
Mirko Nenzi,ssk,Speedskating,Male,24,68.897675,165.3465
Olivier Jenot,alp,Alpine Skiing,Male,25,68.897675,165.3465
Thor Haug Noerbech,lge,Luge,Male,25,68.897675,165.3465
Richard Shoebridge,sht,Short-Track Skating,Male,28,68.897675,165.3465
Davide Simoncelli,alp,Alpine Skiing,Male,35,68.897675,165.3465
Kyou Hyuk Lee,ssk,Speedskating,Male,35,68.897675,165.3465
Mitchell Whitmore,ssk,Speedskating,Male,24,68.897675,167.55112
Jamie Greubel,bbs,Bobseld,Female,30,68.897675,167.55112
Taro Kondo,ssk,Speedskating,Male,19,68.897675,169.75574
Marc-Antoine Gagnon,fss,Freestyle Skiing,Male,22,68.897675,169.75574
Mateusz Garniewicz,alp,Alpine Skiing,Male,24,68.897675,169.75574
Jennifer Wakefield,hky,Hockey,Female,24,68.897675,169.75574
Jeremie Boutherin,bbs,Bobseld,Male,25,68.897675,169.75574
Mathieu Faivre,alp,Alpine Skiing,Male,22,68.897675,171.96036
Vladimir Makhnutin,lge,Luge,Male,26,68.897675,171.96036
Jazmine Fenlator,bbs,Bobseld,Female,28,68.897675,171.96036
Devin Logan,fss,Freestyle Skiing,Female,21,68.897675,174.16498
John Daly,skl,Skeleton,Male,28,68.897675,174.16498
Stefan Ulmer,hky,Hockey,Male,23,68.897675,176.3696
Martin Vrablik,alp,Alpine Skiing,Male,31,68.897675,176.3696
Justin Murisier,alp,Alpine Skiing,Male,22,68.897675,180.77884
Scott Andrews,crl,Curling,Male,24,68.897675,187.3927
Andrey Boldykov,swb,Snowboarding,Male,30,68.897675,187.3927
Peter Fill,alp,Alpine Skiing,Male,31,68.897675,187.3927
Ondrej Bank,alp,Alpine Skiing,Male,33,68.897675,187.3927
Martin Pluss,hky,Hockey,Male,36,68.897675,187.3927
Hiroatsu Takahashi,skl,Skeleton,Male,29,68.897675,189.59732
Georg Lindner,alp,Alpine Skiing,Male,31,68.897675,191.80194
Marvin Dixon,bbs,Bobseld,Male,30,68.897675,205.02966
Wayne Blackwood,bbs,Bobseld,Male,44,68.897675,209.4389
Sven Michel,crl,Curling,Male,25,69.291376,
Ekaterina Stolyarova,fss,Freestyle Skiing,Female,25,69.291376,121.2541
Piotr Zyla,skj,Ski Jumping,Male,27,69.291376,130.07258
Veronika Mayerhofer,ccy,Cross Country Skiing,Female,21,69.291376,132.2772
Eric Frenzel,ndc,Hordic Combined,Male,25,69.291376,132.2772
Vanessa Hinz,bai,Biathlon,Female,21,69.291376,134.48182
Ho-Jun Kim,swb,Snowboarding,Male,23,69.291376,136.68644
Kristjan Ilves,ndc,Hordic Combined,Male,17,69.291376,138.89106
Chloe Trespeuch,swb,Snowboarding,Female,19,69.291376,138.89106
Maria Lindh,hky,Hockey,Female,20,69.291376,138.89106
Susanna Tapani,hky,Hockey,Female,20,69.291376,138.89106
Danielle Wotherspoon,ssk,Speedskating,Female,33,69.291376,138.89106
Sebastian Colloredo,skj,Ski Jumping,Male,26,69.291376,143.3003
Yekaterina Smolentseva,hky,Hockey,Female,32,69.291376,143.3003
Dequan Chen,sht,Short-Track Skating,Male,18,69.291376,145.50492
Han Hendrik Piho,ndc,Hordic Combined,Male,20,69.291376,145.50492
Maria Shkanova,alp,Alpine Skiing,Female,24,69.291376,145.50492
Shane Williamson,ssk,Speedskating,Male,18,69.291376,147.70954
Olena Pidhrushna,bai,Biathlon,Female,27,69.291376,147.70954
Seyed Sattar Seyd,ccy,Cross Country Skiing,Male,26,69.291376,149.91416
Denis Osipau,fss,Freestyle Skiing,Male,30,69.291376,149.91416
Simon Desthieux,bai,Biathlon,Male,22,69.291376,152.11878
Michal Krcmar,bai,Biathlon,Male,23,69.291376,152.11878
Karoly Gombos,bai,Biathlon,Male,32,69.291376,152.11878
Aleksi Patja,fss,Freestyle Skiing,Male,18,69.291376,154.3234
Clemence Grimal,swb,Snowboarding,Female,19,69.291376,154.3234
Karolina Erbanova,ssk,Speedskating,Female,21,69.291376,154.3234
Hannes Dotzler,ccy,Cross Country Skiing,Male,23,69.291376,154.3234
Markus Malin,swb,Snowboarding,Male,26,69.291376,154.3234
Alexander Bergmann,swb,Snowboarding,Male,26,69.291376,154.3234
Karolina Riemen-Zerebecka,fss,Freestyle Skiing,Female,25,69.291376,156.52802
Lari Lehtonen,ccy,Cross Country Skiing,Male,26,69.291376,156.52802
Anton Kushnir,fss,Freestyle Skiing,Male,29,69.291376,156.52802
Pawel Klisz,ccy,Cross Country Skiing,Male,21,69.291376,158.73264
Sebastian Gazurek,ccy,Cross Country Skiing,Male,23,69.291376,158.73264
Emma Nuutinen,hky,Hockey,Female,17,69.291376,160.93726
Carl Johan Bergman,bai,Biathlon,Male,35,69.291376,160.93726
Andreea Grecu,bbs,Bobseld,Female,20,69.291376,163.14188
Jung Myung Cho,lge,Luge,Male,20,69.291376,163.14188
Justin Snith,lge,Luge,Male,22,69.291376,163.14188
Nathan Smith,bai,Biathlon,Male,28,69.291376,163.14188
Alexander Lasutkin,ccy,Cross Country Skiing,Male,30,69.291376,163.14188
Dominic Demschar,alp,Alpine Skiing,Male,20,69.291376,165.3465
James Machon,fss,Freestyle Skiing,Male,23,69.291376,165.3465
Joeri Kindschi,ccy,Cross Country Skiing,Male,27,69.291376,165.3465
Karol Mikrut,lge,Luge,Male,21,69.291376,167.55112
Mykola Puzderko,fss,Freestyle Skiing,Male,23,69.291376,167.55112
Anna Woerner,fss,Freestyle Skiing,Female,24,69.291376,167.55112
Arman Serebrakian,alp,Alpine Skiing,Male,26,69.291376,167.55112
Zan Kranjec,alp,Alpine Skiing,Male,21,69.291376,169.75574
Kang Seok Lee,ssk,Speedskating,Male,28,69.291376,169.75574
Jhonatan Longhi,alp,Alpine Skiing,Male,26,69.291376,171.96036
Yuki Sasahara,skl,Skeleton,Male,29,69.291376,171.96036
Thomas Mermillod Blondin,alp,Alpine Skiing,Male,30,69.291376,176.3696
Edgars Masalskis,hky,Hockey,Male,33,69.291376,176.3696
Dmitriy Reiherd,fss,Freestyle Skiing,Male,24,69.291376,180.77884
Paul-Henri De Le Rue,swb,Snowboarding,Male,29,69.291376,180.77884
Andres Ambuhl,hky,Hockey,Male,30,69.291376,180.77884
Sung Hyun Kyung,alp,Alpine Skiing,Male,23,69.291376,182.98346
Ales Music,hky,Hockey,Male,31,69.291376,182.98346
Jozef Ninis,lge,Luge,Male,32,69.291376,198.4158
Youngjin Suk,bbs,Bobseld,Male,23,69.291376,216.05276
Ruslan Zhiganshin,fgs,Figure Skating,Male,21,69.685077,
Oskar Eriksson,crl,Curling,Male,22,69.685077,
Kevin Reynolds,fgs,Figure Skating,Male,23,69.685077,
Lene Nielsen,crl,Curling,Female,27,69.685077,
Dylan Moscovitch,fgs,Figure Skating,Male,29,69.685077,
Jill Officer,crl,Curling,Female,38,69.685077,
Ilkka Herola,ndc,Hordic Combined,Male,18,69.685077,121.2541
Dusty Korek,skj,Ski Jumping,Male,18,69.685077,134.48182
Mario Stecher,ndc,Hordic Combined,Male,36,69.685077,136.68644
Noriaki Kasai,skj,Ski Jumping,Male,41,69.685077,136.68644
Ewa Kuls,lge,Luge,Female,22,69.685077,138.89106
Anssi Koivuranta,skj,Ski Jumping,Male,25,69.685077,138.89106
Johannes Duerr,ccy,Cross Country Skiing,Male,26,69.685077,138.89106
Hugo Buffard,ndc,Hordic Combined,Male,19,69.685077,141.09568
Ville Miettunen,fss,Freestyle Skiing,Male,21,69.685077,141.09568
Francois Braud,ndc,Hordic Combined,Male,27,69.685077,143.3003
Javier Gutierrez,ccy,Cross Country Skiing,Male,28,69.685077,143.3003
Lucien Koch,swb,Snowboarding,Male,18,69.685077,145.50492
Tomas Kaukenas,bai,Biathlon,Male,23,69.685077,145.50492
Florin Daniel Pripici,ccy,Cross Country Skiing,Male,18,69.685077,147.70954
Timea Sara,ccy,Cross Country Skiing,Female,21,69.685077,147.70954
Oleksii Krasovskyi,ccy,Cross Country Skiing,Male,19,69.685077,149.91416
Noah Bowman,fss,Freestyle Skiing,Male,21,69.685077,149.91416
Marie-Michele Gagnon,alp,Alpine Skiing,Female,24,69.685077,149.91416
Ivonne Schroder,hky,Hockey,Female,25,69.685077,149.91416
Marjan Jelenko,ndc,Hordic Combined,Male,22,69.685077,152.11878
Alexey Volkov,bai,Biathlon,Male,25,69.685077,152.11878
Te-An Lien,lge,Luge,Male,19,69.685077,154.3234
Quentin Fillon Maillet,bai,Biathlon,Male,21,69.685077,154.3234
Thomas Bing,ccy,Cross Country Skiing,Male,23,69.685077,154.3234
Natalia Czerwonka,ssk,Speedskating,Female,25,69.685077,154.3234
Alexandru Barbu,alp,Alpine Skiing,Male,26,69.685077,154.3234
Preston Griffall,lge,Luge,Male,29,69.685077,154.3234
Naoki Yuasa,alp,Alpine Skiing,Male,30,69.685077,154.3234
John Fairbairn,skl,Skeleton,Male,30,69.685077,154.3234
Alexander Loginov,bai,Biathlon,Male,22,69.685077,156.52802
Maria Komissarova,fss,Freestyle Skiing,Female,23,69.685077,156.52802
Michal Ligocki,swb,Snowboarding,Male,28,69.685077,156.52802
Jae-Woo Choi,fss,Freestyle Skiing,Male,19,69.685077,158.73264
Bradley Wilson,fss,Freestyle Skiing,Male,21,69.685077,158.73264
Dmitry Migunov,sht,Short-Track Skating,Male,21,69.685077,158.73264
Jan Smeekens,ssk,Speedskating,Male,27,69.685077,158.73264
Jens Filbrich,ccy,Cross Country Skiing,Male,34,69.685077,158.73264
Caroline Calve,swb,Snowboarding,Female,35,69.685077,160.93726
Daichi Yamanaka,ssk,Speedskating,Male,23,69.685077,165.3465
Sakari Salminen,hky,Hockey,Male,25,69.685077,165.3465
Chelsea Valois,bbs,Bobseld,Female,26,69.685077,165.3465
Wolfgang Linger,lge,Luge,Male,31,69.685077,165.3465
Christina Hengster,bbs,Bobseld,Female,28,69.685077,167.55112
Conor Lyne,alp,Alpine Skiing,Male,20,69.685077,169.75574
Ivan Zlatev,bai,Biathlon,Male,23,69.685077,169.75574
Marianne Kaufmann-Abderhalden,alp,Alpine Skiing,Female,27,69.685077,169.75574
Mika Poutala,ssk,Speedskating,Male,30,69.685077,169.75574
Philipp Schoerghofer,alp,Alpine Skiing,Male,31,69.685077,169.75574
Cyprien Richard,alp,Alpine Skiing,Male,35,69.685077,169.75574
