name,sport,sport_name,gender,age,inch,pound
Ryan Getzlaf,hky,Hockey,Male,28,75.984293,220.462
Rick Nash,hky,Hockey,Male,29,75.984293,220.462
Steven Nyman,alp,Alpine Skiing,Male,32,75.984293,220.462
Thomas Raffl,hky,Hockey,Male,27,75.984293,227.07586
Bruce Tasker,bbs,Bobseld,Male,26,75.984293,231.4851
Shea Weber,hky,Hockey,Male,28,75.984293,233.68972
Dallas Robinson,bbs,Bobseld,Male,31,75.984293,235.89434
Daumants Dreiskens,bbs,Bobseld,Male,29,75.984293,238.09896
Milan Jurcina,hky,Hockey,Male,30,75.984293,251.32668
Aivar Rehemaa,ccy,Cross Country Skiing,Male,31,76.377994,171.96036
Bjoern Ferry,bai,Biathlon,Male,35,76.377994,180.77884
Vytautas Strolia,ccy,Cross Country Skiing,Male,21,76.377994,182.98346
Sondre Olden,hky,Hockey,Male,21,76.377994,185.18808
Miha Verlic,hky,Hockey,Male,22,76.377994,187.3927
Reto Berra,hky,Hockey,Male,27,76.377994,196.21118
Andrew Young,ccy,Cross Country Skiing,Male,21,76.377994,198.4158
Filip Trejbal,alp,Alpine Skiing,Male,29,76.377994,213.84814
Mario Altmann,hky,Hockey,Male,27,76.377994,216.05276
Anton Grimus,fss,Freestyle Skiing,Male,23,76.377994,231.4851
Vitalijs Pavlovs,hky,Hockey,Male,24,76.771695,216.05276
Michael Schmid,fss,Freestyle Skiing,Male,29,76.771695,220.462
Jonathan Ericsson,hky,Hockey,Male,29,76.771695,224.87124
Stuart Benson,bbs,Bobseld,Male,33,76.771695,227.07586
Alexey Voevoda,bbs,Bobseld,Male,33,76.771695,251.32668
Maxim Belugin,bbs,Bobseld,Male,28,76.771695,253.5313
Julian Eberhard,bai,Biathlon,Male,27,77.165396,185.18808
Michal Handzus,hky,Hockey,Male,36,77.165396,216.05276
Martin Hanzal,hky,Hockey,Male,26,77.165396,218.25738
Blake Wheeler,hky,Hockey,Male,27,77.165396,224.87124
Kevin Kuske,bbs,Bobseld,Male,35,77.165396,255.73592
Petr Dron,crl,Curling,Male,28,77.559097,
Len Valjas,ccy,Cross Country Skiing,Male,25,77.952798,200.62042
Jannis Baecker,bbs,Bobseld,Male,29,77.952798,222.66662
Ryan Gardner,hky,Hockey,Male,35,77.952798,227.07586
Brynjar Jokull Gudmundsson,alp,Alpine Skiing,Male,24,77.952798,235.89434
Sybren Jansma,bbs,Bobseld,Male,32,78.346499,235.89434
Ramon Zenhaeusern,alp,Alpine Skiing,Male,21,78.7402,209.4389
Ben Sandford,skl,Skeleton,Male,34,78.7402,209.4389
Moritz Geisreiter,ssk,Speedskating,Male,26,78.7402,216.05276
Andre Lakos,hky,Hockey,Male,34,78.7402,235.89434
Marko Huebenbecker,bbs,Bobseld,Male,27,78.7402,251.32668
Aleksandar Bundalo,bbs,Bobseld,Male,24,80.708705,240.30358
Zdeno Chara,hky,Hockey,Male,36,81.102406,257.94054
