name,sport,gender,country,height,weight,age
Eveline Bhend,fss,Female,Switzerland,1.67,60,32
Renato Ulrich,fss,Male,Switzerland,1.78,72,30
Thomas Lambert,fss,Male,Switzerland,1.82,75,29
Marielle Berger Sabbatel,fss,Female,France,1.61,63,24
Nadiya Mokhnatska,fss,Female,Ukraine,1.60,51,18
John Eklund,fss,Male,Sweden,1.80,76,20
Jeremy Pancras,fss,Male,France,1.74,66,22
Chao Wu,fss,Male,China,1.75,69,26
Per Kristian Hunder,fss,Male,Norway,1.79,85,24
Alizee Baron,fss,Female,France,1.75,64,21
Jorinde Mueller,fss,Female,Switzerland,1.68,62,20
Jonas Devouassoux,fss,Male,France,1.80,87,24
Marion Josserand,fss,Female,France,1.62,56,27
Christina Staudinger,fss,Female,Austria,1.58,60,26
Jonathan Midol,fss,Male,France,1.84,86,26
Michael Forslund,fss,Male,Sweden,1.83,88,27
Jimi Salonen,fss,Male,Finland,1.80,66,19
Maria Komissarova,fss,Female,Russian Fed.,1.77,71,23
Byron Wells,fss,Male,New Zealand,1.70,68,21
Alex Beaulieu-Marchand,fss,Male,Canada,1.82,70,19
Chiho Takao,fss,Female,Japan,1.68,54,29
Zuzana Stromkova,fss,Female,Slovakia,,,23
Laura Grasemann,fss,Female,Germany,1.62,52,21
Elias Ambuehl,fss,Male,Switzerland,1.82,82,21
Henrik Harlaut,fss,Male,Sweden,1.68,74,22
Matt Margetts,fss,Male,Canada,1.75,74,26
Heather Mcphie,fss,Female,United States,1.60,56,29
Ashley Caldwell,fss,Female,United States,1.70,66,20
Oleksandr Abramenko,fss,Male,Ukraine,1.80,82,25
Mike Riddle,fss,Male,Canada,1.83,84,27
Audrey Robichaud,fss,Female,Canada,1.55,59,25
Philippe Marquis,fss,Male,Canada,1.68,70,24
Marte Hoeie Gjefsen,fss,Female,Norway,1.69,72,24
Christian Mithassel,fss,Male,Norway,1.81,84,26
Philomena Bair,fss,Female,Austria,1.70,62,17
Andrea Limbacher,fss,Female,Austria,1.63,59,24
Ayana Onozuka,fss,Female,Japan,,,25
Tomas Kraus,fss,Male,Czech Republic,1.83,86,39
Perrine Laffont,fss,Female,France,1.62,50,15
Jules Bonnaire,fss,Male,France,1.70,70,22
Xin Zhang,fss,Female,China,1.65,56,28
Darya Rybalova,fss,Female,Kazakhstan,1.57,52,25
Fabian Boesch,fss,Male,Switzerland,1.70,57,16
Eliza Outtrim,fss,Female,United States,1.62,56,28
Tereza Vaculikova,fss,Female,Czech Republic,1.63,58,21
Jee-Won Seo,fss,Female,Korea,1.65,50,19
Jung-Hwa Seo,fss,Female,Korea,1.63,60,23
Keri Herman,fss,Female,United States,1.70,59,31
Christoph Wahrstoetter,fss,Male,Austria,1.77,81,24
Brodie Summers,fss,Male,Australia,1.83,83,20
Natalya Makagonova,fss,Female,Russian Fed.,1.75,58,22
Alex Fiva,fss,Male,Switzerland,1.88,95,28
Victor Oehling Norberg,fss,Male,Sweden,1.83,88,23
Sho Endo,fss,Male,Japan,1.78,72,23
Katrin Ofner,fss,Female,Austria,1.70,63,23
Ludvig Fjallstrom,fss,Male,Sweden,,,20
Taylah Oneill,fss,Female,Australia,1.59,57,19
Andreas Gohl,fss,Male,Austria,1.89,88,20
Mikael Kingsbury,fss,Male,Canada,1.75,68,21
Anton Kushnir,fss,Male,Belarus,1.76,71,29
Oystein Braaten,fss,Male,Norway,1.79,70,18
Baglan Inkarbek,fss,Male,Kazakhstan,1.70,68,19
Murray Buchan,fss,Male,Great Britain,1.63,64,22
Thomas Krief,fss,Male,France,1.83,70,20
Dmitri Dashinski,fss,Male,Belarus,1.70,68,36
Katrien Aerts,fss,Female,Belgium,1.60,50,37
Otso Raisanen,fss,Male,Finland,1.75,67,19
Anton Grimus,fss,Male,Australia,1.94,105,23
Patrick Koller,fss,Male,Austria,1.92,98,30
Danielle Scott,fss,Female,Australia,1.67,57,23
Arisa Murata,fss,Female,Japan,1.51,48,23
Nadiya Didenko,fss,Female,Ukraine,1.68,65,27
Mengtao Xu,fss,Female,China,1.65,59,23
Hee-Jin Park,fss,Female,Korea,1.59,50,34
Denis Osipau,fss,Male,Belarus,1.76,68,30
Joel Gisler,fss,Male,Switzerland,1.72,70,19
Dmitriy Reiherd,fss,Male,Kazakhstan,1.76,82,24
Guangpu Qi,fss,Male,China,1.70,65,23
Gus Kenworthy,fss,Male,United States,1.78,75,22
Aiko Uemura,fss,Female,Japan,1.56,51,34
Anastasiya Novosad,fss,Female,Ukraine,1.60,55,20
Xavier Bertoni,fss,Male,France,1.75,72,25
Ilya Burov,fss,Male,Russian Fed.,1.74,76,22
Markus Eder,fss,Male,Italy,1.85,83,23
Oscar Wester,fss,Male,Sweden,,,18
Thomas Zangerl,fss,Male,Austria,1.81,81,30
Kwang-Jin Kim,fss,Male,Korea,1.80,72,18
Sami Kennedy-Sim,fss,Female,Australia,1.69,70,25
Emma Dahlstrom,fss,Female,Sweden,1.68,61,21
Arnaud Bovolenta,fss,Male,France,1.70,92,25
Laura Peel,fss,Female,Australia,1.74,64,24
Samantha Wells,fss,Female,Australia,1.65,63,24
Elena Muratova,fss,Female,Russian Fed.,1.62,60,27
Aleksey Pavlenko,fss,Male,Russian Fed.,1.71,63,18
Scott Kneller,fss,Male,Australia,1.81,90,24
Ervins Mustukovs,hky,Male,Latvia,1.84,80,29
Mira Jalosuo,hky,Female,Finland,1.84,84,25
Jennifer Wakefield,hky,Female,Canada,1.75,77,24
Lara Stalder,hky,Female,Switzerland,1.66,60,19
Zdeno Chara,hky,Male,Slovakia,2.06,117,36
Roman Cervenka,hky,Male,Czech Republic,1.81,86,28
Antti Niemi,hky,Male,Finland,1.87,91,30
Yoko Kondo,hky,Female,Japan,1.65,60,35
Jonathan Quick,hky,Male,United States,1.85,96,28
Miha Verlic,hky,Male,Slovenia,1.94,85,22
Per-Age Skroder,hky,Male,Norway,1.80,92,35
Arvids Rekis,hky,Male,Latvia,1.80,90,35
Matthias Bieber,hky,Male,Switzerland,1.81,87,27
Laura Benz,hky,Female,Switzerland,1.72,63,21
Anton Belov,hky,Male,Russian Fed.,1.93,98,27
Marcus Johansson,hky,Male,Sweden,1.83,91,23
Alex Carpenter,hky,Female,United States,1.69,68,19
Phil Kessel,hky,Male,United States,1.83,92,26
Susann Gotz,hky,Female,Germany,1.64,65,31
Alex Pietrangelo,hky,Male,Canada,1.93,93,24
Jan Urbas,hky,Male,Slovenia,1.92,98,25
Alina Muller,hky,Female,Switzerland,1.62,50,15
Sandis Ozolins,hky,Male,Latvia,1.90,95,41
Matthias Trattnig,hky,Male,Austria,1.85,96,34
Meaghan Mikkelson,hky,Female,Canada,1.75,67,29
Tatyana Burina,hky,Female,Russian Fed.,1.63,70,33
Laura Fortino,hky,Female,Canada,1.64,62,23
Radko Gudas,hky,Male,Czech Republic,1.83,92,23
Natalie Spooner,hky,Female,Canada,1.78,80,23
Vladimir Tarasenko,hky,Male,Russian Fed.,1.84,95,22
Yekaterina Pashkevich,hky,Female,Russian Fed.,1.80,76,41
Meeri Raisanen,hky,Female,Finland,1.70,60,24
Jenni Asserholt,hky,Female,Sweden,1.71,72,25
Dan Hamhuis,hky,Male,Canada,1.86,94,31
Klemen Pretnar,hky,Male,Slovenia,1.80,82,27
Gabriel Landeskog,hky,Male,Sweden,1.85,93,21
Juuso Hietanen,hky,Male,Finland,1.80,85,28
Emma Nordin,hky,Female,Sweden,1.68,70,22
Andrej Meszaros,hky,Male,Slovakia,1.88,99,28
Paul Martin,hky,Male,United States,1.85,91,32
Max Pacioretty,hky,Male,United States,1.88,100,25
Anna Prugova,hky,Female,Russian Fed.,1.74,60,20
Ladislav Smid,hky,Male,Czech Republic,1.91,102,28
Alexander Svitov,hky,Male,Russian Fed.,1.92,106,31
Akane Konishi,hky,Female,Japan,1.64,62,18
Kristers Gudlevskis,hky,Male,Latvia,1.93,86,21
Thomas Pock,hky,Male,Austria,1.86,93,32
Juris Stals,hky,Male,Latvia,1.91,94,31
Tomas Jurco,hky,Male,Slovakia,1.88,85,21
Ami Nakamura,hky,Female,Japan,1.62,62,26
Alexander Yeryomenko,hky,Male,Russian Fed.,1.79,75,33
Lukas Krajicek,hky,Male,Czech Republic,1.88,94,30
Erik Karlsson,hky,Male,Sweden,1.81,79,23
Sandra Thalmann,hky,Female,Switzerland,1.62,75,21
Tuukka Rask,hky,Male,Finland,1.87,80,26
Stefan Ulmer,hky,Male,Austria,1.75,80,23
Yekaterina Smolina,hky,Female,Russian Fed.,1.64,54,25
Sakari Salminen,hky,Male,Finland,1.77,75,25
Ales Kranjc,hky,Male,Slovenia,1.83,89,32
Henrik Odegaard,hky,Male,Norway,1.80,86,26
Patrick Thoresen,hky,Male,Norway,1.80,84,30
Molly Schaus,hky,Female,United States,1.74,71,25
Ziga Pavlin,hky,Male,Slovenia,1.93,98,28
Michelle Picard,hky,Female,United States,1.67,68,20
Alexander Radulov,hky,Male,Russian Fed.,1.86,91,27
Marcus Kruger,hky,Male,Sweden,1.82,81,23
Dustin Brown,hky,Male,United States,1.83,95,29
Valentina Wallner,hky,Female,Sweden,1.70,65,23
Sara Grahn,hky,Female,Sweden,1.70,71,25
Niklas Kronwall,hky,Male,Sweden,1.82,86,33
Yulia Leskina,hky,Female,Russian Fed.,,,23
Megan Bozek,hky,Female,United States,1.73,80,22
Eveliina Suonpaa,hky,Female,Finland,1.73,63,18
Marek Zidlicky,hky,Male,Czech Republic,1.80,85,37
Gustav Nyquist,hky,Male,Sweden,1.80,84,24
Lars Haugen,hky,Male,Norway,1.83,83,26
Lasse Kukkonen,hky,Male,Finland,1.83,85,32
Vilma Tanskanen,hky,Female,Finland,1.75,66,18
Artyom Anisimov,hky,Male,Russian Fed.,1.92,91,25
Andreas Nodl,hky,Male,Austria,1.87,90,26
Pavel Datsyuk,hky,Male,Russian Fed.,1.80,90,35
Mitja Robar,hky,Male,Slovenia,1.77,87,31
Antti Pihlstrom,hky,Male,Finland,1.80,82,29
Inna Dyubanok,hky,Female,Russian Fed.,1.66,63,23
Ken Andre Olimb,hky,Male,Norway,1.78,82,25
Rick Nash,hky,Male,Canada,1.93,100,29
Tomaz Razingar,hky,Male,Slovenia,1.86,98,34
Johnny Oduya,hky,Male,Sweden,1.82,91,32
Jennifer Harss,hky,Female,Germany,1.75,65,26
Karoliina Rantamaki,hky,Female,Finland,1.63,65,35
Tanja Eisenschmid,hky,Female,Germany,1.70,67,20
Michel Miklik,hky,Male,Slovakia,1.84,91,31
Sergei Bobrovski,hky,Male,Russian Fed.,1.88,86,25
Sara Benz,hky,Female,Switzerland,1.63,55,21
Cam Fowler,hky,Male,United States,1.85,95,22
Branko Radivojevic,hky,Male,Slovakia,1.83,94,33
Hayley Wickenheiser,hky,Female,Canada,1.78,77,35
Ole-Kristian Tollefsen,hky,Male,Norway,1.88,95,29
Maria Lindh,hky,Female,Sweden,1.76,63,20
Martin Erat,hky,Male,Czech Republic,1.83,89,32
Monique Lamoureux,hky,Female,United States,1.68,71,24
Blake Wheeler,hky,Male,United States,1.96,102,27
Alexander Bonsaksen,hky,Male,Norway,1.80,83,27
Nina Kamenik,hky,Female,Germany,1.60,54,28
Denis Hollenstein,hky,Male,Switzerland,1.83,88,24
Oliver Setzinger,hky,Male,Austria,1.84,95,30
Angelina Goncharenko,hky,Female,Russian Fed.,1.67,53,19
Jessica Lutz,hky,Female,Switzerland,1.72,65,24
Reto Berra,hky,Male,Switzerland,1.94,89,27
Robert Sabolic,hky,Male,Slovenia,1.83,90,25
Matthias Iberer,hky,Male,Austria,1.88,100,28
Milan Jurcina,hky,Male,Slovakia,1.93,114,30
Lisa Christine Schuster,hky,Female,Germany,1.69,70,26
Mats Trygg,hky,Male,Norway,1.79,85,37
Nicole Bullo,hky,Female,Switzerland,1.60,53,26
Tara Watchorn,hky,Female,Canada,1.78,76,23
Chris Kunitz,hky,Male,Canada,1.83,88,34
Daniel Sedin,hky,Male,Sweden,1.86,84,33
Mads Hansen,hky,Male,Norway,1.85,88,35
Marcus Johansson,hky,Male,Sweden,1.83,91,23
Nikolai Kulyomin,hky,Male,Russian Fed.,1.85,100,27
Alexander Popov,hky,Male,Russian Fed.,1.78,77,33
Rui Ukita,hky,Female,Japan,1.68,71,17
Brianne Jenner,hky,Female,Canada,1.75,70,22
Romy Eggimann,hky,Female,Switzerland,1.57,54,18
Blaz Gregorc,hky,Male,Slovenia,1.90,95,24
Jakub Voracek,hky,Male,Czech Republic,1.89,96,24
Carey Price,hky,Male,Canada,1.90,99,26
Richard Panik,hky,Male,Slovakia,1.87,94,23
Paul Stastny,hky,Male,United States,1.83,93,28
Matic Podlipnik,hky,Male,Slovenia,1.81,85,21
Kimmo Timonen,hky,Male,Finland,1.77,84,38
Jan Laco,hky,Male,Slovakia,1.81,83,32
Jakob Silfverberg,hky,Male,Sweden,1.86,91,23
Chiho Osawa,hky,Female,Japan,1.62,63,22
Alexei Tereshenko,hky,Male,Russian Fed.,1.80,82,33
Yannick Weber,hky,Male,Switzerland,1.80,90,25
Anna Borgqvist,hky,Female,Sweden,1.64,64,21
P.K. Subban,hky,Male,Canada,1.83,98,24
Bernhard Starkbaum,hky,Male,Austria,1.86,93,27
Patrice Bergeron,hky,Male,Canada,1.88,86,28
Minttu Tuominen,hky,Female,Finland,1.65,70,23
David Krejci,hky,Male,Czech Republic,1.83,80,27
Tomas Surovy,hky,Male,Slovakia,1.86,98,32
Rene Swette,hky,Male,Austria,1.83,82,25
Mathias Seger,hky,Male,Switzerland,1.81,86,36
Alexandra Kapustina,hky,Female,Russian Fed.,1.66,74,29
Sophie Kratzer,hky,Female,Germany,1.71,72,24
Olli Maatta,hky,Male,Finland,1.87,89,19
Oskars Bartulis,hky,Male,Latvia,1.90,90,27
Phoebe Stanz,hky,Female,Switzerland,1.63,62,20
Lee Stecklein,hky,Female,United States,1.83,77,19
Kacey Bellamy,hky,Female,United States,1.73,65,26
Yuka Hirano,hky,Female,Japan,1.57,52,27
Zemgus Girgensons,hky,Male,Latvia,1.88,88,20
Petri Kontiola,hky,Male,Finland,1.82,93,29
Ryan Kesler,hky,Male,United States,1.88,93,29
Patrik Berglund,hky,Male,Sweden,1.92,100,25
Galina Skiba,hky,Female,Russian Fed.,1.64,65,29
Roberto Luongo,hky,Male,Canada,1.90,93,34
Anze Kuralt,hky,Male,Slovenia,1.73,85,22
Kim Martin Hasson,hky,Female,Sweden,1.66,68,27
Simon Moser,hky,Male,Switzerland,1.88,97,24
Peter Olvecky,hky,Male,Slovakia,1.88,97,28
Pernilla Winberg,hky,Female,Sweden,1.65,63,24
Jeff Carter,hky,Male,Canada,1.93,95,29
Jan Mursak,hky,Male,Slovenia,1.80,85,26
Andrej Sekera,hky,Male,Slovakia,1.83,90,27
Tuomo Ruutu,hky,Male,Finland,1.82,89,31
Jonas Holos,hky,Male,Norway,1.80,95,26
Ilya Kovalchuk,hky,Male,Russian Fed.,1.91,104,30
Bettina Evers,hky,Female,Germany,1.68,71,32
Tomoe Yamane,hky,Female,Japan,1.68,70,27
Jonathan Toews,hky,Male,Canada,1.88,94,25
Rosa Lindstedt,hky,Female,Finland,1.86,78,26
Jessie Vetter,hky,Female,United States,1.74,71,28
Annina Rajahuhta,hky,Female,Finland,1.64,68,24
Saija Tarkki,hky,Female,Finland,1.72,60,31
Tomoko Sakagami,hky,Female,Japan,1.63,58,30
Alexander Syomin,hky,Male,Russian Fed.,1.89,95,29
Peter Budaj,hky,Male,Slovakia,1.83,90,31
Lina Backlin,hky,Female,Sweden,1.68,67,19
Martin Hanzal,hky,Male,Czech Republic,1.96,99,26
Tea Villila,hky,Female,Finland,1.68,63,22
Koba Jass,hky,Male,Latvia,1.83,87,23
Haruna Yoneyama,hky,Female,Japan,1.60,55,22
Fyodor Tyutin,hky,Male,Russian Fed.,1.88,98,30
Ralfs Freibergs,hky,Male,Latvia,1.80,86,22
Raphael Diaz,hky,Male,Switzerland,1.81,90,28
Georgijs Pujacs,hky,Male,Latvia,1.84,98,32
Haley Irwin,hky,Female,Canada,1.70,78,25
Patrick Sharp,hky,Male,Canada,1.85,90,32
Ronalds Kenins,hky,Male,Latvia,1.82,91,22
Patrick Marleau,hky,Male,Canada,1.89,100,34
Yekaterina Smolentseva,hky,Female,Russian Fed.,1.76,65,32
Daniel Oberkofler,hky,Male,Austria,1.83,74,25
Evelina Raselli,hky,Female,Switzerland,1.69,62,21
Jonas Gustavsson,hky,Male,Sweden,1.91,87,29
Olli Jokinen,hky,Male,Finland,1.87,91,35
Jamie Benn,hky,Male,Canada,1.89,94,24
Katrin Nabholz,hky,Female,Switzerland,1.65,58,27
Tomas Plekanec,hky,Male,Czech Republic,1.79,89,31
Luka Gracnar,hky,Male,Slovenia,1.78,83,20
Nino Niederreiter,hky,Male,Switzerland,1.88,95,21
Petr Nedved,hky,Male,Czech Republic,1.92,93,42
Ziga Pance,hky,Male,Slovenia,1.85,89,25
Anne Schleper,hky,Female,United States,1.78,77,24
Andre Lakos,hky,Male,Austria,2.00,107,34
Nina Tikkinen,hky,Female,Finland,1.70,66,27
Julien Vauclair,hky,Male,Switzerland,1.84,92,34
Tomas Tatar,hky,Male,Slovakia,1.78,84,23
Meghan Duggan,hky,Female,United States,1.73,74,26
Andrea Lanzl,hky,Female,Germany,1.62,67,26
Hilary Knight,hky,Female,United States,1.80,78,24
Miks Indrasis,hky,Male,Latvia,1.90,85,23
Milan Bartovic,hky,Male,Slovakia,1.82,88,32
Tobias Stephan,hky,Male,Switzerland,1.92,85,30
Teemu Selanne,hky,Male,Finland,1.82,91,43
Fredrik Lystad Jacobsen,hky,Male,Norway,1.80,86,24
Ryan Miller,hky,Male,United States,1.88,79,33
Tomas Starosta,hky,Male,Slovakia,1.83,89,32
Anze Kopitar,hky,Male,Slovenia,1.92,100,26
Carl Hagelin,hky,Male,Sweden,1.80,80,25
Venla Hovi,hky,Female,Finland,1.69,63,26
James Van Riemsdyk,hky,Male,United States,1.91,96,24
Nikita Nikitin,hky,Male,Russian Fed.,1.93,89,27
Daniel Alfredsson,hky,Male,Sweden,1.82,92,41
Henrik Solberg,hky,Male,Norway,1.89,93,26
Janine Alder,hky,Female,Switzerland,1.61,53,18
Shannon Szabados,hky,Female,Canada,1.75,65,27
T.J. Oshie,hky,Male,United States,1.80,86,27
Raphael Herburger,hky,Male,Austria,1.78,72,25
Simon Bodenmann,hky,Male,Switzerland,1.78,83,25
Brian Lebler,hky,Male,Austria,1.92,100,25
Anna Vinogradova,hky,Female,Russian Fed.,1.67,69,22
Charline Labonte,hky,Female,Canada,1.75,72,31
Josephine Pucci,hky,Female,United States,1.74,68,23
Juhamatti Aaltonen,hky,Male,Finland,1.84,89,28
Anna Shibanova,hky,Female,Russian Fed.,1.62,62,19
Kelli Stack,hky,Female,United States,1.65,62,26
Lina Wester,hky,Female,Sweden,1.75,65,21
Linda Valimaki,hky,Female,Finland,1.65,62,23
Milan Michalek,hky,Male,Czech Republic,1.88,103,29
Reto Suri,hky,Male,Switzerland,1.83,84,24
Yurie Adachi,hky,Female,Japan,1.56,51,28
Sami Vatanen,hky,Male,Finland,1.77,79,22
Meghan Agosta,hky,Female,Canada,1.68,67,27
Valeri Nichushkin,hky,Male,Russian Fed.,1.90,80,18
Mario Altmann,hky,Male,Austria,1.94,98,27
Sophie Anthamatten,hky,Female,Switzerland,1.69,72,22
Jay Bouwmeester,hky,Male,Canada,1.93,96,30
Zach Parise,hky,Male,United States,1.80,88,29
Ayaka Toko,hky,Female,Japan,1.61,59,19
Marcel Rodman,hky,Male,Slovenia,1.86,85,32
Niklas Roest,hky,Male,Norway,1.74,80,27
Sidney Crosby,hky,Male,Canada,1.80,91,26
Jonas Hiller,hky,Male,Switzerland,1.87,87,32
Robert Kristan,hky,Male,Slovenia,1.82,85,30
Azusa Nakaoku,hky,Female,Japan,1.57,53,28
Marian Hossa,hky,Male,Slovakia,1.87,95,35
Daniel Welser,hky,Male,Austria,1.80,86,31
John Carlson,hky,Male,United States,1.91,98,24
Ivonne Schroder,hky,Female,Germany,1.77,68,25
Lauris Darzins,hky,Male,Latvia,1.91,91,29
Semyon Varlamov,hky,Male,Russian Fed.,1.88,95,25
Jenni Hiirikoski,hky,Female,Finland,1.61,55,26
Erica Uden Johansson,hky,Female,Sweden,1.71,72,24
Ryan Getzlaf,hky,Male,Canada,1.93,100,28
Maritta Becker,hky,Female,Germany,1.68,64,32
Yevgeni Malkin,hky,Male,Russian Fed.,1.92,86,27
Svetlana Tkachyova,hky,Female,Russian Fed.,1.69,60,29
Julie Chu,hky,Female,United States,1.73,67,31
Kristian Forsberg,hky,Male,Norway,1.85,92,27
Sara Seiler,hky,Female,Germany,1.69,62,31
Jussi Jokinen,hky,Male,Finland,1.81,86,30
Ales Hemsky,hky,Male,Czech Republic,1.83,84,30
Alexei Yemelin,hky,Male,Russian Fed.,1.85,97,27
Brianna Decker,hky,Female,United States,1.63,68,22
Andres Ambuhl,hky,Male,Switzerland,1.76,82,30
Anja Stiefel,hky,Female,Switzerland,1.60,61,23
Steffen Soberg,hky,Male,Norway,1.80,80,20
Severin Blindenbacher,hky,Male,Switzerland,1.80,88,30
Martins Cipulis,hky,Male,Latvia,1.81,85,33
Daniel Sorvik,hky,Male,Norway,1.83,83,23
David Rodman,hky,Male,Slovenia,1.85,83,30
Kanae Aoki,hky,Female,Japan,1.65,60,28
Sabahudin Kovacevic,hky,Male,Slovenia,1.90,95,27
Lauriane Rougeau,hky,Female,Canada,1.73,75,23
Derek Stepan,hky,Male,United States,1.83,76,23
Kerstin Spielberger,hky,Female,Germany,1.69,62,18
Lyndsey Fry,hky,Female,United States,1.74,77,21
Moeko Fujimoto,hky,Female,Japan,1.55,53,21
Tomas Kopecky,hky,Male,Slovakia,1.90,91,32
Riikka Valila,hky,Female,Finland,1.60,63,40
Vitalijs Pavlovs,hky,Male,Latvia,1.95,98,24
Luca Cunti,hky,Male,Switzerland,1.84,85,24
Mathias Lange,hky,Male,Austria,1.78,82,28
Andrei Markov,hky,Male,Russian Fed.,1.83,92,35
Michael Frolik,hky,Male,Czech Republic,1.86,89,26
Robert Lukas,hky,Male,Austria,1.77,84,35
Catherine Ward,hky,Female,Canada,1.68,67,26
Duncan Keith,hky,Male,Canada,1.85,90,30
Robin Dahlstrom,hky,Male,Norway,1.83,101,26
Tomas Kaberle,hky,Male,Czech Republic,1.85,97,35
Michelle Lowenhielm,hky,Female,Sweden,1.72,66,18
Nina Waidacher,hky,Female,Switzerland,1.70,65,21
Thomas Hundertpfund,hky,Male,Austria,1.90,95,24
Rebecca Johnston,hky,Female,Canada,1.70,67,24
Shea Weber,hky,Male,Canada,1.93,106,28
Emilia Andersson,hky,Female,Sweden,1.74,72,25
Shiori Koike,hky,Female,Japan,1.58,51,20
Janis Sprukts,hky,Male,Latvia,1.89,109,32
Mike Smith,hky,Male,Canada,1.91,98,31
Aina Takeuchi,hky,Female,Japan,1.66,63,22
Fanny Rask,hky,Female,Sweden,1.68,64,22
Michael Raffl,hky,Male,Austria,1.85,87,25
Kevin Romy,hky,Male,Switzerland,1.82,86,29
Hanae Kubo,hky,Female,Japan,1.68,63,31
Emma Terho,hky,Female,Finland,1.59,61,32
Yekaterina Lebedeva,hky,Female,Russian Fed.,1.65,66,24
Sarah Forster,hky,Female,Switzerland,1.68,69,20
Amanda Kessel,hky,Female,United States,1.65,61,22
Jakub Kovar,hky,Male,Czech Republic,1.84,91,25
Ryan Suter,hky,Male,United States,1.85,88,29
Thomas Koch,hky,Male,Austria,1.73,77,30
Ryan Callahan,hky,Male,United States,1.78,85,28
Lars Volden,hky,Male,Norway,1.90,86,21
Patrick Kane,hky,Male,United States,1.79,82,25
Patrick Von Gunten,hky,Male,Switzerland,1.80,83,29
Manuel Latusa,hky,Male,Austria,1.82,88,30
John Tavares,hky,Male,Canada,1.83,91,23
Julia Zorn,hky,Female,Germany,1.70,73,24
Anna Shokhina,hky,Female,Russian Fed.,1.63,60,16
Marie-Philip Poulin,hky,Female,Canada,1.69,72,22
Thomas Raffl,hky,Male,Austria,1.93,103,27
Drew Doughty,hky,Male,Canada,1.85,94,24
Henrik Lundqvist,hky,Male,Sweden,1.85,90,31
Edgars Masalskis,hky,Male,Latvia,1.76,80,33
Jiri Novotny,hky,Male,Czech Republic,1.89,97,30
Brooks Orpik,hky,Male,United States,1.88,100,33
Ondrej Pavelec,hky,Male,Czech Republic,1.89,100,26
Niklas Hjalmarsson,hky,Male,Sweden,1.87,93,26
Corey Perry,hky,Male,Canada,1.90,95,28
Ossi Vaananen,hky,Male,Finland,1.91,99,33
Roman Wick,hky,Male,Switzerland,1.88,94,28
Anders Bastiansen,hky,Male,Norway,1.90,93,33
Mika Hori,hky,Female,Japan,1.63,54,22
Sondre Olden,hky,Male,Norway,1.94,84,21
Rok Ticar,hky,Male,Slovenia,1.80,82,24
Lauri Korpikoski,hky,Male,Finland,1.85,88,27
Sena Suzuki,hky,Female,Japan,1.66,57,22
Marcel Hossa,hky,Male,Slovakia,1.87,99,32
Franziska Busch,hky,Female,Germany,1.63,59,28
Michal Rozsival,hky,Male,Czech Republic,1.88,95,35
Cecilia Ostberg,hky,Female,Sweden,1.66,67,23
Kevin Shattenkirk,hky,Male,United States,1.80,87,25
Viona Harrer,hky,Female,Germany,1.68,55,27
Michelle Karvinen,hky,Female,Finland,1.66,69,23
Florence Schelling,hky,Female,Switzerland,1.75,68,24
Kaspars Daugavins,hky,Male,Latvia,1.83,95,25
Mathis Olimb,hky,Male,Norway,1.79,83,28
Patrik Elias,hky,Male,Czech Republic,1.85,88,37
Livia Altmann,hky,Female,Switzerland,1.64,60,19
Jimmie Ericsson,hky,Male,Sweden,1.87,94,33
Jacqueline Janzen,hky,Female,Germany,1.78,83,20
Erika Grahm,hky,Female,Sweden,1.74,70,23
Julia Marty,hky,Female,Switzerland,1.69,69,25
Gerhard Unterluggauer,hky,Male,Austria,1.77,88,37
Noora Raty,hky,Female,Finland,1.65,70,24
Henrik Zetterberg,hky,Male,Sweden,1.82,89,33
Kendall Coyne,hky,Female,United States,1.57,59,21
Jaromir Jagr,hky,Male,Czech Republic,1.89,109,42
Alyona Khomich,hky,Female,Russian Fed.,1.68,53,32
Mikael Granlund,hky,Male,Finland,1.79,83,21
Sami Salo,hky,Male,Finland,1.90,93,39
Caroline Ouellette,hky,Female,Canada,1.80,77,34
Mats Rosseli Olsen,hky,Male,Norway,1.80,83,22
Tomas Zaborsky,hky,Male,Slovakia,1.81,91,26
Henrik Tallinder,hky,Male,Sweden,1.93,98,35
Arturs Kulda,hky,Male,Latvia,1.88,98,25
Gigi Marvin,hky,Female,United States,1.74,75,26
Andrej Hocevar,hky,Male,Slovenia,1.83,85,29
Mats Zuccarello,hky,Male,Norway,1.71,74,26
Morris Trachsler,hky,Male,Switzerland,1.83,90,29
Viktor Tikhonov,hky,Male,Russian Fed.,1.88,83,25
Miho Shishiuchi,hky,Female,Japan,1.64,62,21
Damien Brunner,hky,Male,Switzerland,1.80,85,27
Yevgeni Medvedev,hky,Male,Russian Fed.,1.90,85,31
Matt Duchene,hky,Male,Canada,1.80,91,23
Joe Pavelski,hky,Male,United States,1.80,86,29
Nicklas Backstrom,hky,Male,Sweden,1.84,97,26
Susanna Tapani,hky,Female,Finland,1.76,63,20
Emma Eliasson,hky,Female,Sweden,1.68,72,24
Johanna Olofsson,hky,Female,Sweden,1.69,66,22
Martin St-Louis,hky,Male,Canada,1.83,87,38
Martin Roymark,hky,Male,Norway,1.84,86,27
Michal Barinka,hky,Male,Czech Republic,1.92,102,29
Emma Nuutinen,hky,Female,Finland,1.76,73,17
Genevieve Lacasse,hky,Female,Canada,1.73,64,24
Jarkko Immonen,hky,Male,Finland,1.82,90,31
