school,position,county_code,conference
Lafayette Leopards,db,42077,patriot-league
Colgate Raiders,db,42077,patriot-league
Maine Black Bears,te,42079,caa
Colgate Raiders,rb,42079,patriot-league
Villanova Wildcats,ol,42079,caa
St. Francis U Red Flash,ol,42079,northeast
Connecticut Huskies,dl,42079,american-athletic
Bucknell Bison,db,42079,patriot-league
Lehigh Mountain Hawks,rb,42081,patriot-league
Holy Cross Crusaders,ol,42081,patriot-league
Holy Cross Crusaders,ol,42081,patriot-league
St. Francis U Red Flash,lb,42081,northeast
Youngstown State Penguins,ol,42085,missouri-valley
Syracuse Orange,ol,42085,acc
Pittsburgh Panthers,ol,42085,acc
Colgate Raiders,wr,42089,patriot-league
Rutgers Scarlet Knights,rb,42089,american-athletic
Lafayette Leopards,rb,42089,patriot-league
Illinois Fighting Illini,ol,42089,big-ten
Stony Brook Seawolves,dl,42089,caa
Rutgers Scarlet Knights,dl,42089,american-athletic
Lafayette Leopards,dl,42089,patriot-league
Houston Cougars,dl,42089,american-athletic
Virginia Tech Hokies,db,42089,acc
Villanova Wildcats,wr,42091,caa
St. Francis U Red Flash,wr,42091,northeast
Pennsylvania Quakers,wr,42091,ivy
Northwestern Wildcats,wr,42091,big-ten
Duquesne Dukes,wr,42091,northeast
Lehigh Mountain Hawks,te,42091,patriot-league
Delaware Fightin Blue Hens,te,42091,caa
Wagner Seahawks,rb,42091,northeast
Villanova Wildcats,rb,42091,caa
Rutgers Scarlet Knights,rb,42091,american-athletic
Lafayette Leopards,rb,42091,patriot-league
St. Francis U Red Flash,qb,42091,northeast
Eastern Michigan Eagles,qb,42091,mid-american
Delaware Fightin Blue Hens,qb,42091,caa
Bucknell Bison,qb,42091,patriot-league
Rutgers Scarlet Knights,ol,42091,american-athletic
Richmond Spiders,ol,42091,caa
Pennsylvania Quakers,ol,42091,ivy
Old Dominion Monarchs,ol,42091,fbs-independents
Navy Midshipmen,ol,42091,fbs-independents
Miami (FL) Hurricanes,ol,42091,acc
Massachusetts Minutemen,ol,42091,mid-american
Lehigh Mountain Hawks,ol,42091,patriot-league
Holy Cross Crusaders,ol,42091,patriot-league
Delaware Fightin Blue Hens,ol,42091,caa
Wagner Seahawks,lb,42091,northeast
Temple Owls,lb,42091,american-athletic
Richmond Spiders,lb,42091,caa
Northwestern Wildcats,lb,42091,big-ten
Navy Midshipmen,lb,42091,fbs-independents
Lafayette Leopards,lb,42091,patriot-league
Holy Cross Crusaders,lb,42091,patriot-league
Delaware Fightin Blue Hens,lb,42091,caa
Boston College Eagles,lb,42091,acc
Pittsburgh Panthers,k-p,42091,acc
Pennsylvania Quakers,k-p,42091,ivy
Pennsylvania Quakers,k-p,42091,ivy
Penn State Nittany Lions,k-p,42091,big-ten
Elon Phoenix,k-p,42091,southern
William & Mary Tribe,dl,42091,caa
Villanova Wildcats,dl,42091,caa
Temple Owls,dl,42091,american-athletic
Temple Owls,dl,42091,american-athletic
Pennsylvania Quakers,dl,42091,ivy
New Hampshire Wildcats,dl,42091,caa
Monmouth Hawks,dl,42091,fcs-independents
Bucknell Bison,dl,42091,patriot-league
West Virginia Mountaineers,db,42091,big-12
Temple Owls,db,42091,american-athletic
Temple Owls,db,42091,american-athletic
Temple Owls,db,42091,american-athletic
Stony Brook Seawolves,db,42091,caa
St. Francis U Red Flash,db,42091,northeast
Princeton Tigers,db,42091,ivy
Pittsburgh Panthers,db,42091,acc
Pittsburgh Panthers,db,42091,acc
Lehigh Mountain Hawks,db,42091,patriot-league
Lafayette Leopards,db,42091,patriot-league
Lafayette Leopards,db,42091,patriot-league
Colgate Raiders,db,42091,patriot-league
Bucknell Bison,db,42091,patriot-league
Bucknell Bison,db,42093,patriot-league
Wagner Seahawks,wr,42095,northeast
Temple Owls,wr,42095,american-athletic
Syracuse Orange,wr,42095,acc
Pittsburgh Panthers,wr,42095,acc
Colgate Raiders,wr,42095,patriot-league
Central Connecticut State Blue Devils,wr,42095,northeast
Buffalo Bulls,wr,42095,mid-american
St. Francis U Red Flash,te,42095,northeast
St. Francis U Red Flash,rb,42095,northeast
New Hampshire Wildcats,ol,42095,caa
Lehigh Mountain Hawks,ol,42095,patriot-league
Lafayette Leopards,ol,42095,patriot-league
Wagner Seahawks,lb,42095,northeast
Pittsburgh Panthers,lb,42095,acc
Marist Red Foxes,lb,42095,pioneer
Maine Black Bears,lb,42095,caa
Lehigh Mountain Hawks,lb,42095,patriot-league
Colgate Raiders,lb,42095,patriot-league
Akron Zips,lb,42095,mid-american
Temple Owls,dl,42095,american-athletic
New Hampshire Wildcats,dl,42095,caa
Massachusetts Minutemen,dl,42095,mid-american
Bucknell Bison,dl,42095,patriot-league
St. Francis U Red Flash,db,42095,northeast
Pennsylvania Quakers,db,42095,ivy
Monmouth Hawks,db,42095,fcs-independents
Buffalo Bulls,db,42095,mid-american
Stetson Hatters,rb,42097,pioneer
Maine Black Bears,qb,42097,caa
Penn State Nittany Lions,ol,42097,big-ten
West Virginia Mountaineers,dl,42097,big-12
Northwestern Wildcats,dl,42097,big-ten
Bucknell Bison,dl,42097,patriot-league
Wake Forest Demon Deacons,db,42097,acc
Penn State Nittany Lions,te,42099,big-ten
Villanova Wildcats,wr,42101,caa
Penn State Nittany Lions,wr,42101,big-ten
Notre Dame Fighting Irish,wr,42101,fbs-independents
Norfolk State Spartans,wr,42101,meac
Massachusetts Minutemen,wr,42101,mid-american
Coastal Carolina Chanticleers,wr,42101,big-south
Arizona State Sun Devils,wr,42101,pac-12
Temple Owls,te,42101,american-athletic
Morgan State Bears,te,42101,meac
Massachusetts Minutemen,te,42101,mid-american
Temple Owls,rb,42101,american-athletic
Temple Owls,rb,42101,american-athletic
St. Francis U Red Flash,rb,42101,northeast
St. Francis U Red Flash,rb,42101,northeast
South Carolina Gamecocks,rb,42101,sec
Rhode Island Rams,rb,42101,caa
Central Connecticut State Blue Devils,rb,42101,northeast
Army Black Knights,rb,42101,fbs-independents
Temple Owls,qb,42101,american-athletic
Temple Owls,qb,42101,american-athletic
Norfolk State Spartans,qb,42101,meac
Florida Gators,qb,42101,sec
Temple Owls,ol,42101,american-athletic
Notre Dame Fighting Irish,ol,42101,fbs-independents
Memphis Tigers,ol,42101,american-athletic
Marist Red Foxes,ol,42101,pioneer
Bethune-Cookman Wildcats,ol,42101,meac
Robert Morris Colonials,lb,42101,northeast
Penn State Nittany Lions,lb,42101,big-ten
Nebraska Cornhuskers,lb,42101,big-ten
Monmouth Hawks,lb,42101,fcs-independents
Harvard Crimson,lb,42101,ivy
Arizona Wildcats,k-p,42101,pac-12
Wagner Seahawks,dl,42101,northeast
Towson Tigers,dl,42101,caa
Temple Owls,dl,42101,american-athletic
Temple Owls,dl,42101,american-athletic
St. Francis U Red Flash,dl,42101,northeast
Rhode Island Rams,dl,42101,caa
Pittsburgh Panthers,dl,42101,acc
Penn State Nittany Lions,dl,42101,big-ten
West Virginia Mountaineers,db,42101,big-12
Wagner Seahawks,db,42101,northeast
Valparaiso Crusaders,db,42101,pioneer
USC Trojans,db,42101,pac-12
Texas State Bobcats,db,42101,sun-belt
Temple Owls,db,42101,american-athletic
St. Francis U Red Flash,db,42101,northeast
St. Francis U Red Flash,db,42101,northeast
Sacred Heart Pioneers,db,42101,northeast
Penn State Nittany Lions,db,42101,big-ten
Oklahoma Sooners,db,42101,big-12
Northwestern Wildcats,db,42101,big-ten
Mississippi Valley State Delta Devils,db,42101,swac
Maine Black Bears,db,42101,caa
Lafayette Leopards,db,42101,patriot-league
Kansas Jayhawks,db,42101,big-12
Eastern Michigan Eagles,db,42101,mid-american
Arizona Wildcats,db,42101,pac-12
Cornell Big Red,ol,42103,ivy
Michigan State Spartans,dl,42103,big-ten
Lafayette Leopards,dl,42103,patriot-league
Villanova Wildcats,wr,42107,caa
Colgate Raiders,rb,42107,patriot-league
Villanova Wildcats,ol,42107,caa
Temple Owls,ol,42107,american-athletic
Syracuse Orange,ol,42107,acc
St. Francis U Red Flash,lb,42107,northeast
Pittsburgh Panthers,k-p,42107,acc
LSU Tigers,k-p,42107,sec
St. Francis U Red Flash,dl,42107,northeast
Harvard Crimson,wr,42109,ivy
Liberty Flames,te,42109,big-south
Penn State Nittany Lions,db,42109,big-ten
St. Francis U Red Flash,wr,42111,northeast
Lehigh Mountain Hawks,ol,42111,patriot-league
Connecticut Huskies,ol,42111,american-athletic
Pittsburgh Panthers,lb,42111,acc
Sacred Heart Pioneers,te,42115,northeast
Penn State Nittany Lions,rb,42119,big-ten
Penn State Nittany Lions,lb,42119,big-ten
Lehigh Mountain Hawks,lb,42119,patriot-league
Pittsburgh Panthers,db,42119,acc
Notre Dame Fighting Irish,te,42121,fbs-independents
Massachusetts Minutemen,k-p,42123,mid-american
Pittsburgh Panthers,wr,42125,acc
Robert Morris Colonials,rb,42125,northeast
Fordham Rams,rb,42125,patriot-league
Youngstown State Penguins,qb,42125,missouri-valley
William & Mary Tribe,qb,42125,caa
Robert Morris Colonials,qb,42125,northeast
Robert Morris Colonials,ol,42125,northeast
Bucknell Bison,ol,42125,patriot-league
Youngstown State Penguins,lb,42125,missouri-valley
Youngstown State Penguins,lb,42125,missouri-valley
Penn State Nittany Lions,lb,42125,big-ten
Fordham Rams,lb,42125,patriot-league
St. Francis U Red Flash,dl,42125,northeast
Liberty Flames,dl,42125,big-south
Colgate Raiders,dl,42125,patriot-league
Citadel Bulldogs,dl,42125,southern
Bowling Green Falcons,dl,42125,mid-american
Princeton Tigers,db,42125,ivy
Lehigh Mountain Hawks,ol,42127,patriot-league
Colgate Raiders,dl,42127,patriot-league
Youngstown State Penguins,wr,42129,missouri-valley
St. Francis U Red Flash,wr,42129,northeast
St. Francis U Red Flash,wr,42129,northeast
Robert Morris Colonials,te,42129,northeast
Ohio Bobcats,te,42129,mid-american
Duquesne Dukes,te,42129,northeast
Buffalo Bulls,te,42129,mid-american
Bucknell Bison,te,42129,patriot-league
Ohio State Buckeyes,rb,42129,big-ten
Cornell Big Red,rb,42129,ivy
Youngstown State Penguins,qb,42129,missouri-valley
Youngstown State Penguins,ol,42129,missouri-valley
Syracuse Orange,ol,42129,acc
St. Francis U Red Flash,ol,42129,northeast
St. Francis U Red Flash,ol,42129,northeast
Robert Morris Colonials,ol,42129,northeast
Lehigh Mountain Hawks,ol,42129,patriot-league
St. Francis U Red Flash,lb,42129,northeast
Robert Morris Colonials,lb,42129,northeast
Penn State Nittany Lions,lb,42129,big-ten
Maryland Terrapins,lb,42129,acc
Kent State Golden Flashes,lb,42129,mid-american
Buffalo Bulls,lb,42129,mid-american
Navy Midshipmen,dl,42129,fbs-independents
Michigan State Spartans,db,42129,big-ten
Lafayette Leopards,db,42129,patriot-league
Sacred Heart Pioneers,ol,42131,northeast
Colgate Raiders,ol,42131,patriot-league
Tennessee-Martin Skyhawks,wr,42133,ohio-valley
Bryant Bulldogs,wr,42133,northeast
St. Francis U Red Flash,rb,42133,northeast
Penn State Nittany Lions,rb,42133,big-ten
Penn State Nittany Lions,rb,42133,big-ten
Virginia Military Institute Keydets,ol,42133,big-south
Maryland Terrapins,ol,42133,acc
Temple Owls,lb,42133,american-athletic
Penn State Nittany Lions,lb,42133,big-ten
Bucknell Bison,lb,42133,patriot-league
North Dakota State Bison,k-p,42133,missouri-valley
Connecticut Huskies,k-p,42133,american-athletic
Connecticut Huskies,k-p,42133,american-athletic
Temple Owls,dl,42133,american-athletic
Penn State Nittany Lions,dl,42133,big-ten
Buffalo Bulls,db,42133,mid-american
Harvard Crimson,wr,44001,ivy
Brown Bears,rb,44001,ivy
Tulane Green Wave,k-p,44001,conference-usa
Georgia Tech Yellow Jackets,dl,44001,acc
Sacred Heart Pioneers,db,44001,northeast
Marist Red Foxes,db,44001,pioneer
Fordham Rams,db,44001,patriot-league
Vanderbilt Commodores,wr,44003,sec
Rhode Island Rams,wr,44003,caa
Rhode Island Rams,te,44003,caa
Rhode Island Rams,qb,44003,caa
Sacred Heart Pioneers,ol,44003,northeast
Rhode Island Rams,lb,44003,caa
Rhode Island Rams,rb,44005,caa
Bryant Bulldogs,rb,44005,northeast
Rhode Island Rams,lb,44005,caa
Syracuse Orange,wr,44007,acc
Stetson Hatters,wr,44007,pioneer
Rhode Island Rams,wr,44007,caa
Rhode Island Rams,wr,44007,caa
Bryant Bulldogs,wr,44007,northeast
Sacred Heart Pioneers,rb,44007,northeast
Rhode Island Rams,rb,44007,caa
Marist Red Foxes,qb,44007,pioneer
Elon Phoenix,qb,44007,southern
Rhode Island Rams,ol,44007,caa
Rhode Island Rams,ol,44007,caa
Rhode Island Rams,ol,44007,caa
Rhode Island Rams,dl,44007,caa
Pennsylvania Quakers,dl,44007,ivy
Harvard Crimson,dl,44007,ivy
Brown Bears,dl,44007,ivy
Sacred Heart Pioneers,db,44007,northeast
Rutgers Scarlet Knights,db,44007,american-athletic
Rhode Island Rams,db,44007,caa
Rhode Island Rams,db,44007,caa
Colgate Raiders,db,44007,patriot-league
Bryant Bulldogs,te,44009,northeast
Rhode Island Rams,rb,44009,caa
Rhode Island Rams,rb,44009,caa
Rhode Island Rams,rb,44009,caa
Rhode Island Rams,ol,44009,caa
Bryant Bulldogs,ol,44009,northeast
Rhode Island Rams,lb,44009,caa
Rhode Island Rams,dl,44009,caa
Cornell Big Red,dl,44009,ivy
Clemson Tigers,wr,45001,acc
Presbyterian Blue Hose,te,45001,big-south
Appalachian State Mountaineers,lb,45001,southern
Furman Paladins,db,45001,southern
Coastal Carolina Chanticleers,db,45001,big-south
Coastal Carolina Chanticleers,wr,45003,big-south
Gardner-Webb Runnin' Bulldogs,te,45003,big-south
Stetson Hatters,rb,45003,pioneer
Presbyterian Blue Hose,rb,45003,big-south
Citadel Bulldogs,rb,45003,southern
Citadel Bulldogs,rb,45003,southern
Citadel Bulldogs,qb,45003,southern
South Carolina Gamecocks,ol,45003,sec
Old Dominion Monarchs,ol,45003,fbs-independents
Davidson Wildcats,ol,45003,pioneer
Citadel Bulldogs,ol,45003,southern
Appalachian State Mountaineers,ol,45003,southern
Coastal Carolina Chanticleers,lb,45003,big-south
Marshall Thundering Herd,dl,45003,conference-usa
Coastal Carolina Chanticleers,dl,45003,big-south
Citadel Bulldogs,dl,45003,southern
Charlotte 49ers,dl,45003,fcs-independents
Boise State Broncos,dl,45003,mountain-west
Western Carolina Catamounts,db,45003,southern
Howard Bison,db,45003,meac
Clemson Tigers,db,45003,acc
Citadel Bulldogs,db,45003,southern
South Carolina Gamecocks,dl,45005,sec
Clemson Tigers,db,45005,acc
Clemson Tigers,db,45005,acc
North Carolina State Wolfpack,wr,45007,acc
Wofford Terriers,rb,45007,southern
South Carolina Gamecocks,rb,45007,sec
Presbyterian Blue Hose,ol,45007,big-south
Coastal Carolina Chanticleers,ol,45007,big-south
Clemson Tigers,ol,45007,acc
Clemson Tigers,lb,45007,acc
Clemson Tigers,lb,45007,acc
Ohio State Buckeyes,dl,45007,big-ten
Presbyterian Blue Hose,db,45007,big-south
Coastal Carolina Chanticleers,db,45007,big-south
South Carolina Gamecocks,ol,45009,sec
Illinois Fighting Illini,lb,45009,big-ten
Coastal Carolina Chanticleers,dl,45009,big-south
Citadel Bulldogs,db,45009,southern
Charlotte 49ers,db,45009,fcs-independents
Miami (OH) RedHawks,wr,45011,mid-american
Fordham Rams,te,45011,patriot-league
South Carolina Gamecocks,rb,45011,sec
Presbyterian Blue Hose,qb,45011,big-south
South Carolina State Bulldogs,lb,45011,meac
Citadel Bulldogs,lb,45011,southern
Presbyterian Blue Hose,dl,45011,big-south
Mercer Bears,wr,45013,pioneer
South Carolina Gamecocks,te,45013,sec
Savannah State Tigers,te,45013,meac
Savannah State Tigers,rb,45013,meac
Charleston Southern Buccaneers,rb,45013,big-south
Toledo Rockets,qb,45013,mid-american
Campbell Fighting Camels,qb,45013,pioneer
Presbyterian Blue Hose,ol,45013,big-south
Citadel Bulldogs,ol,45013,southern
Charleston Southern Buccaneers,ol,45013,big-south
Auburn Tigers,ol,45013,sec
South Carolina Gamecocks,k-p,45013,sec
Samford Bulldogs,dl,45013,southern
South Carolina Gamecocks,db,45013,sec
Fordham Rams,db,45013,patriot-league
Clemson Tigers,db,45013,acc
Citadel Bulldogs,db,45013,southern
South Carolina Gamecocks,wr,45015,sec
Notre Dame Fighting Irish,wr,45015,fbs-independents
Georgia Bulldogs,wr,45015,sec
Coastal Carolina Chanticleers,te,45015,big-south
Charleston Southern Buccaneers,rb,45015,big-south
South Carolina State Bulldogs,ol,45015,meac
South Carolina State Bulldogs,ol,45015,meac
South Carolina Gamecocks,ol,45015,sec
Citadel Bulldogs,ol,45015,southern
South Carolina Gamecocks,lb,45015,sec
Marshall Thundering Herd,lb,45015,conference-usa
Kentucky Wildcats,lb,45015,sec
Coastal Carolina Chanticleers,lb,45015,big-south
Clemson Tigers,lb,45015,acc
Citadel Bulldogs,lb,45015,southern
Citadel Bulldogs,lb,45015,southern
Charleston Southern Buccaneers,lb,45015,big-south
Coastal Carolina Chanticleers,k-p,45015,big-south
South Carolina State Bulldogs,dl,45015,meac
South Carolina State Bulldogs,dl,45015,meac
South Carolina Gamecocks,dl,45015,sec
Michigan Wolverines,dl,45015,big-ten
East Carolina Pirates,dl,45015,conference-usa
Connecticut Huskies,dl,45015,american-athletic
Charlotte 49ers,dl,45015,fcs-independents
Charlotte 49ers,db,45015,fcs-independents
Virginia Tech Hokies,wr,45017,acc
South Carolina Gamecocks,wr,45017,sec
South Carolina State Bulldogs,ol,45017,meac
Georgia State Panthers,ol,45017,sun-belt
West Virginia Mountaineers,lb,45017,big-12
Kentucky Wildcats,dl,45017,sec
Youngstown State Penguins,db,45017,missouri-valley
Oregon State Beavers,db,45017,pac-12
Howard Bison,db,45017,meac
Arkansas-Pine Bluff Golden Lions,db,45017,swac
Towson Tigers,wr,45019,caa
South Carolina Gamecocks,wr,45019,sec
Presbyterian Blue Hose,wr,45019,big-south
Dartmouth Big Green,wr,45019,ivy
Coastal Carolina Chanticleers,wr,45019,big-south
Coastal Carolina Chanticleers,wr,45019,big-south
Clemson Tigers,wr,45019,acc
Citadel Bulldogs,wr,45019,southern
Citadel Bulldogs,wr,45019,southern
Citadel Bulldogs,wr,45019,southern
Citadel Bulldogs,wr,45019,southern
Charleston Southern Buccaneers,wr,45019,big-south
Howard Bison,te,45019,meac
Clemson Tigers,te,45019,acc
Citadel Bulldogs,te,45019,southern
Citadel Bulldogs,rb,45019,southern
Citadel Bulldogs,rb,45019,southern
Charlotte 49ers,rb,45019,fcs-independents
Charleston Southern Buccaneers,qb,45019,big-south
Campbell Fighting Camels,qb,45019,pioneer
Wofford Terriers,ol,45019,southern
Wofford Terriers,ol,45019,southern
South Carolina State Bulldogs,ol,45019,meac
Georgetown Hoyas,ol,45019,patriot-league
Coastal Carolina Chanticleers,ol,45019,big-south
Virginia Military Institute Keydets,lb,45019,big-south
Vanderbilt Commodores,lb,45019,sec
Presbyterian Blue Hose,lb,45019,big-south
Marshall Thundering Herd,lb,45019,conference-usa
Coastal Carolina Chanticleers,lb,45019,big-south
Charleston Southern Buccaneers,lb,45019,big-south
Coastal Carolina Chanticleers,k-p,45019,big-south
Citadel Bulldogs,k-p,45019,southern
Charleston Southern Buccaneers,k-p,45019,big-south
Ole Miss Rebels,dl,45019,sec
Citadel Bulldogs,dl,45019,southern
Charleston Southern Buccaneers,dl,45019,big-south
Auburn Tigers,dl,45019,sec
Citadel Bulldogs,db,45019,southern
North Carolina Tar Heels,wr,45021,acc
Memphis Tigers,wr,45021,american-athletic
Wofford Terriers,te,45021,southern
Gardner-Webb Runnin' Bulldogs,te,45021,big-south
South Carolina State Bulldogs,qb,45021,meac
Gardner-Webb Runnin' Bulldogs,ol,45021,big-south
Alabama State Hornets,ol,45021,swac
Marshall Thundering Herd,lb,45021,conference-usa
Charlotte 49ers,lb,45021,fcs-independents
Tennessee Volunteers,dl,45021,sec
Gardner-Webb Runnin' Bulldogs,dl,45021,big-south
Gardner-Webb Runnin' Bulldogs,dl,45021,big-south
Presbyterian Blue Hose,db,45021,big-south
Buffalo Bulls,wr,45023,mid-american
South Carolina State Bulldogs,rb,45023,meac
North Carolina A&T Aggies,ol,45023,meac
Clemson Tigers,ol,45023,acc
Wofford Terriers,lb,45023,southern
Presbyterian Blue Hose,lb,45023,big-south
NC Central Eagles,lb,45023,meac
Jackson State Tigers,lb,45023,swac
Coastal Carolina Chanticleers,lb,45023,big-south
North Carolina State Wolfpack,db,45023,acc
Gardner-Webb Runnin' Bulldogs,rb,45025,big-south
Coastal Carolina Chanticleers,rb,45025,big-south
Virginia Tech Hokies,lb,45025,acc
Presbyterian Blue Hose,dl,45025,big-south
Coastal Carolina Chanticleers,dl,45025,big-south
South Carolina State Bulldogs,wr,45027,meac
Navy Midshipmen,rb,45027,fbs-independents
Coastal Carolina Chanticleers,ol,45027,big-south
Citadel Bulldogs,ol,45027,southern
South Carolina Gamecocks,dl,45027,sec
Howard Bison,dl,45027,meac
South Carolina State Bulldogs,db,45027,meac
Alabama Crimson Tide,db,45027,sec
Clemson Tigers,ol,45029,acc
Coastal Carolina Chanticleers,lb,45029,big-south
Clemson Tigers,dl,45029,acc
Coastal Carolina Chanticleers,wr,45031,big-south
Virginia Military Institute Keydets,ol,45031,big-south
Clemson Tigers,lb,45031,acc
Furman Paladins,k-p,45031,southern
South Carolina Gamecocks,db,45031,sec
Charleston Southern Buccaneers,db,45031,big-south
South Carolina Gamecocks,wr,45033,sec
South Carolina Gamecocks,ol,45033,sec
South Carolina Gamecocks,ol,45033,sec
South Carolina State Bulldogs,lb,45033,meac
Clemson Tigers,lb,45033,acc
Campbell Fighting Camels,lb,45033,pioneer
South Carolina State Bulldogs,wr,45035,meac
Coastal Carolina Chanticleers,rb,45035,big-south
Clemson Tigers,qb,45035,acc
Coastal Carolina Chanticleers,ol,45035,big-south
South Carolina State Bulldogs,lb,45035,meac
South Carolina State Bulldogs,lb,45035,meac
Wofford Terriers,dl,45035,southern
Clemson Tigers,db,45035,acc
South Carolina State Bulldogs,wr,45037,meac
Charleston Southern Buccaneers,rb,45037,big-south
South Carolina State Bulldogs,ol,45037,meac
Gardner-Webb Runnin' Bulldogs,lb,45037,big-south
Youngstown State Penguins,dl,45037,missouri-valley
Marshall Thundering Herd,wr,45039,conference-usa
East Carolina Pirates,wr,45039,conference-usa
Clemson Tigers,wr,45039,acc
Virginia Military Institute Keydets,ol,45039,big-south
Presbyterian Blue Hose,ol,45039,big-south
Illinois Fighting Illini,lb,45039,big-ten
Louisville Cardinals,db,45039,american-athletic
South Carolina State Bulldogs,wr,45041,meac
South Carolina State Bulldogs,wr,45041,meac
Coastal Carolina Chanticleers,wr,45041,big-south
South Carolina Gamecocks,rb,45041,sec
South Carolina State Bulldogs,qb,45041,meac
Presbyterian Blue Hose,qb,45041,big-south
Wofford Terriers,ol,45041,southern
South Carolina State Bulldogs,ol,45041,meac
South Carolina State Bulldogs,ol,45041,meac
Hampton Pirates,ol,45041,meac
Duke Blue Devils,ol,45041,acc
East Carolina Pirates,lb,45041,conference-usa
Boston College Eagles,k-p,45041,acc
South Carolina State Bulldogs,dl,45041,meac
Duke Blue Devils,dl,45041,acc
South Carolina State Bulldogs,db,45041,meac
Clemson Tigers,wr,45043,acc
Clemson Tigers,ol,45043,acc
South Carolina State Bulldogs,lb,45043,meac
UCF Knights,db,45043,american-athletic
Tennessee State Tigers,wr,45045,ohio-valley
South Carolina Gamecocks,wr,45045,sec
Presbyterian Blue Hose,wr,45045,big-south
Presbyterian Blue Hose,wr,45045,big-south
Presbyterian Blue Hose,wr,45045,big-south
Presbyterian Blue Hose,wr,45045,big-south
Army Black Knights,wr,45045,fbs-independents
Clemson Tigers,te,45045,acc
Charleston Southern Buccaneers,te,45045,big-south
NC Central Eagles,rb,45045,meac
Furman Paladins,qb,45045,southern
Wofford Terriers,ol,45045,southern
Virginia Tech Hokies,ol,45045,acc
South Carolina State Bulldogs,ol,45045,meac
East Carolina Pirates,ol,45045,conference-usa
Clemson Tigers,ol,45045,acc
Charleston Southern Buccaneers,ol,45045,big-south
Presbyterian Blue Hose,lb,45045,big-south
Citadel Bulldogs,lb,45045,southern
Citadel Bulldogs,lb,45045,southern
Clemson Tigers,k-p,45045,acc
Charleston Southern Buccaneers,k-p,45045,big-south
Western Carolina Catamounts,dl,45045,southern
North Carolina State Wolfpack,dl,45045,acc
NC Central Eagles,dl,45045,meac
Mercer Bears,dl,45045,pioneer
Elon Phoenix,dl,45045,southern
Clemson Tigers,dl,45045,acc
Clemson Tigers,dl,45045,acc
Charleston Southern Buccaneers,dl,45045,big-south
Southern Illinois Salukis,db,45045,missouri-valley
South Alabama Jaguars,db,45045,sun-belt
Presbyterian Blue Hose,db,45045,big-south
Presbyterian Blue Hose,db,45045,big-south
Lehigh Mountain Hawks,db,45045,patriot-league
Gardner-Webb Runnin' Bulldogs,db,45045,big-south
Coastal Carolina Chanticleers,db,45045,big-south
Coastal Carolina Chanticleers,db,45045,big-south
Coastal Carolina Chanticleers,db,45045,big-south
Clemson Tigers,db,45045,acc
Buffalo Bulls,db,45045,mid-american
Arkansas Razorbacks,db,45045,sec
Elon Phoenix,wr,45047,southern
Charleston Southern Buccaneers,te,45047,big-south
Wofford Terriers,rb,45047,southern
Coastal Carolina Chanticleers,rb,45047,big-south
Charleston Southern Buccaneers,rb,45047,big-south
Presbyterian Blue Hose,ol,45047,big-south
Coastal Carolina Chanticleers,ol,45047,big-south
Clemson Tigers,ol,45047,acc
Clemson Tigers,ol,45047,acc
Coastal Carolina Chanticleers,lb,45047,big-south
South Carolina Gamecocks,dl,45047,sec
NC Central Eagles,dl,45047,meac
Coastal Carolina Chanticleers,dl,45047,big-south
Citadel Bulldogs,dl,45047,southern
Citadel Bulldogs,dl,45047,southern
Coastal Carolina Chanticleers,db,45047,big-south
Citadel Bulldogs,db,45047,southern
South Carolina State Bulldogs,rb,45049,meac
Wofford Terriers,ol,45049,southern
Furman Paladins,lb,45049,southern
Wofford Terriers,wr,45051,southern
Memphis Tigers,wr,45051,american-athletic
Jacksonville State Gamecocks,wr,45051,ohio-valley
Charleston Southern Buccaneers,wr,45051,big-south
South Carolina State Bulldogs,te,45051,meac
Wofford Terriers,rb,45051,southern
Presbyterian Blue Hose,rb,45051,big-south
Lehigh Mountain Hawks,rb,45051,patriot-league
Notre Dame Fighting Irish,qb,45051,fbs-independents
Coastal Carolina Chanticleers,qb,45051,big-south
TCU Horned Frogs,ol,45051,big-12
Presbyterian Blue Hose,ol,45051,big-south
Presbyterian Blue Hose,ol,45051,big-south
Florida A&M Rattlers,ol,45051,meac
Florida A&M Rattlers,ol,45051,meac
Coastal Carolina Chanticleers,ol,45051,big-south
Coastal Carolina Chanticleers,ol,45051,big-south
Citadel Bulldogs,ol,45051,southern
Appalachian State Mountaineers,lb,45051,southern
South Carolina Gamecocks,k-p,45051,sec
Clemson Tigers,k-p,45051,acc
Charleston Southern Buccaneers,db,45051,big-south
Furman Paladins,wr,45053,southern
Miami (OH) RedHawks,ol,45053,mid-american
Wofford Terriers,db,45053,southern
Charleston Southern Buccaneers,db,45053,big-south
South Carolina Gamecocks,wr,45055,sec
Miami (OH) RedHawks,wr,45055,mid-american
Citadel Bulldogs,wr,45055,southern
Morgan State Bears,qb,45055,meac
Wofford Terriers,ol,45055,southern
Minnesota Golden Gophers,dl,45055,big-ten
Citadel Bulldogs,db,45055,southern
Wofford Terriers,ol,45057,southern
Presbyterian Blue Hose,lb,45057,big-south
Gardner-Webb Runnin' Bulldogs,wr,45059,big-south
Gardner-Webb Runnin' Bulldogs,rb,45059,big-south
South Carolina Gamecocks,ol,45059,sec
Presbyterian Blue Hose,lb,45059,big-south
Charleston Southern Buccaneers,k-p,45059,big-south
Elon Phoenix,dl,45059,southern
