school,position,county_code,conference
California Golden Bears,dl,6067,pac-12
California Golden Bears,dl,6067,pac-12
Cal Poly Mustangs,dl,6067,big-sky
Cal Poly Mustangs,dl,6067,big-sky
Cal Poly Mustangs,dl,6067,big-sky
Boise State Broncos,dl,6067,mountain-west
Boise State Broncos,dl,6067,mountain-west
Utah Utes,db,6067,pac-12
UCLA Bruins,db,6067,pac-12
Stanford Cardinal,db,6067,pac-12
San Diego Toreros,db,6067,pioneer
San Diego State Aztecs,db,6067,mountain-west
Sacramento State Hornets,db,6067,big-sky
Prairie View A&M Panthers,db,6067,swac
Portland State Vikings,db,6067,big-sky
Pennsylvania Quakers,db,6067,ivy
Oregon State Beavers,db,6067,pac-12
Oregon Ducks,db,6067,pac-12
Northern Arizona Lumberjacks,db,6067,big-sky
Nevada Wolf Pack,db,6067,mountain-west
Hawaii Warriors,db,6067,mountain-west
Harvard Crimson,db,6067,ivy
Eastern Washington Eagles,db,6067,big-sky
San Jose State Spartans,ol,6069,mountain-west
North Dakota State Bison,ol,6069,missouri-valley
Cornell Big Red,db,6069,ivy
Western Michigan Broncos,wr,6071,mid-american
Washington State Cougars,wr,6071,pac-12
Valparaiso Crusaders,wr,6071,pioneer
UTEP Miners,wr,6071,conference-usa
Utah Utes,wr,6071,pac-12
Southeastern Louisiana Lions,wr,6071,southland
San Diego State Aztecs,wr,6071,mountain-west
Portland State Vikings,wr,6071,big-sky
Oregon State Beavers,wr,6071,pac-12
Oregon State Beavers,wr,6071,pac-12
Oregon State Beavers,wr,6071,pac-12
Oregon State Beavers,wr,6071,pac-12
Montana State Bobcats,wr,6071,big-sky
Georgia State Panthers,wr,6071,sun-belt
Fresno State Bulldogs,wr,6071,mountain-west
California Golden Bears,wr,6071,pac-12
Brigham Young Cougars,wr,6071,fbs-independents
Arizona State Sun Devils,wr,6071,pac-12
USC Trojans,te,6071,pac-12
UNLV Rebels,te,6071,mountain-west
San Jose State Spartans,te,6071,mountain-west
Oregon Ducks,te,6071,pac-12
New Mexico State Aggies,te,6071,fbs-independents
Brigham Young Cougars,te,6071,fbs-independents
Washington State Cougars,rb,6071,pac-12
UNLV Rebels,rb,6071,mountain-west
UCLA Bruins,rb,6071,pac-12
UCLA Bruins,rb,6071,pac-12
San Jose State Spartans,rb,6071,mountain-west
San Diego Toreros,rb,6071,pioneer
Sacramento State Hornets,rb,6071,big-sky
Oregon Ducks,rb,6071,pac-12
New Mexico State Aggies,rb,6071,fbs-independents
Morehead State Eagles,rb,6071,pioneer
Montana Grizzlies,rb,6071,big-sky
Illinois State Redbirds,rb,6071,missouri-valley
Fresno State Bulldogs,rb,6071,mountain-west
Colorado Buffaloes,rb,6071,pac-12
Colorado Buffaloes,rb,6071,pac-12
Cal Poly Mustangs,rb,6071,big-sky
Brigham Young Cougars,rb,6071,fbs-independents
South Dakota State Jackrabbits,qb,6071,missouri-valley
Idaho Vandals,qb,6071,fbs-independents
Army Black Knights,qb,6071,fbs-independents
Youngstown State Penguins,ol,6071,missouri-valley
Wyoming Cowboys,ol,6071,mountain-west
UNLV Rebels,ol,6071,mountain-west
UC Davis Aggies,ol,6071,big-sky
Southern Utah Thunderbirds,ol,6071,big-sky
San Jose State Spartans,ol,6071,mountain-west
San Diego State Aztecs,ol,6071,mountain-west
San Diego State Aztecs,ol,6071,mountain-west
San Diego State Aztecs,ol,6071,mountain-west
Oregon State Beavers,ol,6071,pac-12
Oregon State Beavers,ol,6071,pac-12
Oregon Ducks,ol,6071,pac-12
Northern Arizona Lumberjacks,ol,6071,big-sky
Nicholls State Colonels,ol,6071,southland
New Mexico State Aggies,ol,6071,fbs-independents
New Mexico Lobos,ol,6071,mountain-west
Nevada Wolf Pack,ol,6071,mountain-west
Navy Midshipmen,ol,6071,fbs-independents
Eastern Washington Eagles,ol,6071,big-sky
Cal Poly Mustangs,ol,6071,big-sky
Boise State Broncos,ol,6071,mountain-west
Arkansas Razorbacks,ol,6071,sec
Washington Huskies,lb,6071,pac-12
Utah Utes,lb,6071,pac-12
UC Davis Aggies,lb,6071,big-sky
South Dakota Coyotes,lb,6071,missouri-valley
Sacramento State Hornets,lb,6071,big-sky
Sacramento State Hornets,lb,6071,big-sky
Portland State Vikings,lb,6071,big-sky
Oregon Ducks,lb,6071,pac-12
Oregon Ducks,lb,6071,pac-12
North Carolina State Wolfpack,lb,6071,acc
New Mexico State Aggies,lb,6071,fbs-independents
Memphis Tigers,lb,6071,american-athletic
Fresno State Bulldogs,lb,6071,mountain-west
Brigham Young Cougars,lb,6071,fbs-independents
Arizona State Sun Devils,lb,6071,pac-12
Arizona State Sun Devils,lb,6071,pac-12
Arizona State Sun Devils,lb,6071,pac-12
Youngstown State Penguins,k-p,6071,missouri-valley
Weber State Wildcats,k-p,6071,big-sky
Washington Huskies,k-p,6071,pac-12
San Diego State Aztecs,k-p,6071,mountain-west
Oregon Ducks,k-p,6071,pac-12
Hawaii Warriors,k-p,6071,mountain-west
Washington Huskies,dl,6071,pac-12
Washington Huskies,dl,6071,pac-12
Washington Huskies,dl,6071,pac-12
USC Trojans,dl,6071,pac-12
UCLA Bruins,dl,6071,pac-12
UCLA Bruins,dl,6071,pac-12
UC Davis Aggies,dl,6071,big-sky
Southeastern Louisiana Lions,dl,6071,southland
San Jose State Spartans,dl,6071,mountain-west
San Diego State Aztecs,dl,6071,mountain-west
San Diego State Aztecs,dl,6071,mountain-west
Prairie View A&M Panthers,dl,6071,swac
Oregon Ducks,dl,6071,pac-12
New Mexico State Aggies,dl,6071,fbs-independents
New Mexico Lobos,dl,6071,mountain-west
Idaho Vandals,dl,6071,fbs-independents
Army Black Knights,dl,6071,fbs-independents
Army Black Knights,dl,6071,fbs-independents
Wyoming Cowboys,db,6071,mountain-west
Western Illinois Leathernecks,db,6071,missouri-valley
UTEP Miners,db,6071,conference-usa
USC Trojans,db,6071,pac-12
USC Trojans,db,6071,pac-12
UCLA Bruins,db,6071,pac-12
Texas Tech Red Raiders,db,6071,big-12
South Dakota State Jackrabbits,db,6071,missouri-valley
San Jose State Spartans,db,6071,mountain-west
San Diego State Aztecs,db,6071,mountain-west
San Diego State Aztecs,db,6071,mountain-west
Sacramento State Hornets,db,6071,big-sky
Penn State Nittany Lions,db,6071,big-ten
Oregon State Beavers,db,6071,pac-12
Oregon State Beavers,db,6071,pac-12
Oregon Ducks,db,6071,pac-12
Northwestern Wildcats,db,6071,big-ten
Northern Arizona Lumberjacks,db,6071,big-sky
Northern Arizona Lumberjacks,db,6071,big-sky
New Mexico State Aggies,db,6071,fbs-independents
New Mexico State Aggies,db,6071,fbs-independents
Nevada Wolf Pack,db,6071,mountain-west
Montana State Bobcats,db,6071,big-sky
Montana Grizzlies,db,6071,big-sky
Montana Grizzlies,db,6071,big-sky
Idaho Vandals,db,6071,fbs-independents
Fresno State Bulldogs,db,6071,mountain-west
Fresno State Bulldogs,db,6071,mountain-west
Fresno State Bulldogs,db,6071,mountain-west
Colorado Buffaloes,db,6071,pac-12
Colorado Buffaloes,db,6071,pac-12
Brigham Young Cougars,db,6071,fbs-independents
Boise State Broncos,db,6071,mountain-west
Boise State Broncos,db,6071,mountain-west
Arizona State Sun Devils,db,6071,pac-12
Arizona State Sun Devils,db,6071,pac-12
Arizona State Sun Devils,db,6071,pac-12
Air Force Falcons,db,6071,mountain-west
Yale Bulldogs,wr,6073,ivy
Western Kentucky Hilltoppers,wr,6073,sun-belt
Washington State Cougars,wr,6073,pac-12
UNLV Rebels,wr,6073,mountain-west
UC Davis Aggies,wr,6073,big-sky
UC Davis Aggies,wr,6073,big-sky
Texas State Bobcats,wr,6073,sun-belt
Southern Methodist Mustangs,wr,6073,american-athletic
San Jose State Spartans,wr,6073,mountain-west
San Diego Toreros,wr,6073,pioneer
San Diego Toreros,wr,6073,pioneer
San Diego Toreros,wr,6073,pioneer
San Diego State Aztecs,wr,6073,mountain-west
San Diego State Aztecs,wr,6073,mountain-west
Sacramento State Hornets,wr,6073,big-sky
Portland State Vikings,wr,6073,big-sky
Oregon Ducks,wr,6073,pac-12
Northwestern Wildcats,wr,6073,big-ten
Northwestern State Demons,wr,6073,southland
Northern Arizona Lumberjacks,wr,6073,big-sky
Nevada Wolf Pack,wr,6073,mountain-west
Navy Midshipmen,wr,6073,fbs-independents
Delaware State Hornets,wr,6073,meac
Dartmouth Big Green,wr,6073,ivy
Columbia Lions,wr,6073,ivy
Colorado State Rams,wr,6073,mountain-west
Colorado State Rams,wr,6073,mountain-west
Colorado State Rams,wr,6073,mountain-west
Cal Poly Mustangs,wr,6073,big-sky
Cal Poly Mustangs,wr,6073,big-sky
Bucknell Bison,wr,6073,patriot-league
Brown Bears,wr,6073,ivy
Boise State Broncos,wr,6073,mountain-west
Arizona Wildcats,wr,6073,pac-12
Arizona Wildcats,wr,6073,pac-12
Arizona State Sun Devils,wr,6073,pac-12
Texas State Bobcats,te,6073,sun-belt
San Diego State Aztecs,te,6073,mountain-west
Oklahoma Sooners,te,6073,big-12
New Mexico State Aggies,te,6073,fbs-independents
Harvard Crimson,te,6073,ivy
Fresno State Bulldogs,te,6073,mountain-west
Fordham Rams,te,6073,patriot-league
Wofford Terriers,rb,6073,southern
Weber State Wildcats,rb,6073,big-sky
Utah State Aggies,rb,6073,mountain-west
UC Davis Aggies,rb,6073,big-sky
Stanford Cardinal,rb,6073,pac-12
Stanford Cardinal,rb,6073,pac-12
San Diego Toreros,rb,6073,pioneer
San Diego Toreros,rb,6073,pioneer
San Diego Toreros,rb,6073,pioneer
San Diego Toreros,rb,6073,pioneer
San Diego State Aztecs,rb,6073,mountain-west
Pennsylvania Quakers,rb,6073,ivy
Oklahoma Sooners,rb,6073,big-12
Nevada Wolf Pack,rb,6073,mountain-west
Montana Grizzlies,rb,6073,big-sky
Idaho State Bengals,rb,6073,big-sky
Eastern Illinois Panthers,rb,6073,ohio-valley
Columbia Lions,rb,6073,ivy
Colorado Buffaloes,rb,6073,pac-12
California Golden Bears,rb,6073,pac-12
Bucknell Bison,rb,6073,patriot-league
Boise State Broncos,rb,6073,mountain-west
Arkansas Razorbacks,rb,6073,sec
Arizona Wildcats,rb,6073,pac-12
Valparaiso Crusaders,qb,6073,pioneer
UC Davis Aggies,qb,6073,big-sky
Stanford Cardinal,qb,6073,pac-12
Southern Methodist Mustangs,qb,6073,american-athletic
San Diego Toreros,qb,6073,pioneer
North Carolina State Wolfpack,qb,6073,acc
Louisville Cardinals,qb,6073,american-athletic
Kent State Golden Flashes,qb,6073,mid-american
Harvard Crimson,qb,6073,ivy
Florida International Golden Panthers,qb,6073,conference-usa
Arizona Wildcats,qb,6073,pac-12
Yale Bulldogs,ol,6073,ivy
Washington State Cougars,ol,6073,pac-12
Vanderbilt Commodores,ol,6073,sec
Utah Utes,ol,6073,pac-12
UNLV Rebels,ol,6073,mountain-west
Stanford Cardinal,ol,6073,pac-12
Southern Methodist Mustangs,ol,6073,american-athletic
San Jose State Spartans,ol,6073,mountain-west
San Diego Toreros,ol,6073,pioneer
San Diego Toreros,ol,6073,pioneer
San Diego State Aztecs,ol,6073,mountain-west
San Diego State Aztecs,ol,6073,mountain-west
San Diego State Aztecs,ol,6073,mountain-west
San Diego State Aztecs,ol,6073,mountain-west
San Diego State Aztecs,ol,6073,mountain-west
San Diego State Aztecs,ol,6073,mountain-west
Sacramento State Hornets,ol,6073,big-sky
Purdue Boilermakers,ol,6073,big-ten
Purdue Boilermakers,ol,6073,big-ten
Oregon State Beavers,ol,6073,pac-12
Oregon Ducks,ol,6073,pac-12
Northern Arizona Lumberjacks,ol,6073,big-sky
Northern Arizona Lumberjacks,ol,6073,big-sky
New Mexico State Aggies,ol,6073,fbs-independents
New Mexico State Aggies,ol,6073,fbs-independents
Nevada Wolf Pack,ol,6073,mountain-west
Nevada Wolf Pack,ol,6073,mountain-west
Navy Midshipmen,ol,6073,fbs-independents
Montana State Bobcats,ol,6073,big-sky
Michigan Wolverines,ol,6073,big-ten
Michigan Wolverines,ol,6073,big-ten
Maryland Terrapins,ol,6073,acc
Jackson State Tigers,ol,6073,swac
Howard Bison,ol,6073,meac
Florida International Golden Panthers,ol,6073,conference-usa
Florida Gators,ol,6073,sec
Colorado Buffaloes,ol,6073,pac-12
Colorado Buffaloes,ol,6073,pac-12
California Golden Bears,ol,6073,pac-12
Cal Poly Mustangs,ol,6073,big-sky
Brigham Young Cougars,ol,6073,fbs-independents
Boise State Broncos,ol,6073,mountain-west
Arizona Wildcats,ol,6073,pac-12
Arizona Wildcats,ol,6073,pac-12
Arizona Wildcats,ol,6073,pac-12
Alabama A&M Bulldogs,ol,6073,swac
Alabama A&M Bulldogs,ol,6073,swac
Washington Huskies,lb,6073,pac-12
Washington Huskies,lb,6073,pac-12
USC Trojans,lb,6073,pac-12
USC Trojans,lb,6073,pac-12
UCLA Bruins,lb,6073,pac-12
UCLA Bruins,lb,6073,pac-12
UC Davis Aggies,lb,6073,big-sky
UC Davis Aggies,lb,6073,big-sky
San Diego Toreros,lb,6073,pioneer
San Diego Toreros,lb,6073,pioneer
San Diego State Aztecs,lb,6073,mountain-west
San Diego State Aztecs,lb,6073,mountain-west
San Diego State Aztecs,lb,6073,mountain-west
San Diego State Aztecs,lb,6073,mountain-west
San Diego State Aztecs,lb,6073,mountain-west
Oregon Ducks,lb,6073,pac-12
Northern Arizona Lumberjacks,lb,6073,big-sky
Nevada Wolf Pack,lb,6073,mountain-west
Navy Midshipmen,lb,6073,fbs-independents
Montana Grizzlies,lb,6073,big-sky
Fresno State Bulldogs,lb,6073,mountain-west
Connecticut Huskies,lb,6073,american-athletic
Colorado State Rams,lb,6073,mountain-west
Colgate Raiders,lb,6073,patriot-league
Charleston Southern Buccaneers,lb,6073,big-south
Cal Poly Mustangs,lb,6073,big-sky
Southern Utah Thunderbirds,k-p,6073,big-sky
San Diego Toreros,k-p,6073,pioneer
San Diego State Aztecs,k-p,6073,mountain-west
San Diego State Aztecs,k-p,6073,mountain-west
Sacramento State Hornets,k-p,6073,big-sky
Robert Morris Colonials,k-p,6073,northeast
Northwestern Wildcats,k-p,6073,big-ten
Navy Midshipmen,k-p,6073,fbs-independents
Navy Midshipmen,k-p,6073,fbs-independents
Michigan Wolverines,k-p,6073,big-ten
Howard Bison,k-p,6073,meac
Eastern Washington Eagles,k-p,6073,big-sky
Delaware Fightin Blue Hens,k-p,6073,caa
California Golden Bears,k-p,6073,pac-12
Cal Poly Mustangs,k-p,6073,big-sky
Cal Poly Mustangs,k-p,6073,big-sky
Arkansas-Pine Bluff Golden Lions,k-p,6073,swac
Arizona Wildcats,k-p,6073,pac-12
Alabama State Hornets,k-p,6073,swac
Villanova Wildcats,dl,6073,caa
Valparaiso Crusaders,dl,6073,pioneer
Utah Utes,dl,6073,pac-12
UNLV Rebels,dl,6073,mountain-west
Southeast Missouri State Redhawks,dl,6073,ohio-valley
San Jose State Spartans,dl,6073,mountain-west
San Diego Toreros,dl,6073,pioneer
San Diego Toreros,dl,6073,pioneer
San Diego State Aztecs,dl,6073,mountain-west
San Diego State Aztecs,dl,6073,mountain-west
San Diego State Aztecs,dl,6073,mountain-west
Sacramento State Hornets,dl,6073,big-sky
Prairie View A&M Panthers,dl,6073,swac
Portland State Vikings,dl,6073,big-sky
Northern Arizona Lumberjacks,dl,6073,big-sky
Northern Arizona Lumberjacks,dl,6073,big-sky
New Mexico Lobos,dl,6073,mountain-west
Nevada Wolf Pack,dl,6073,mountain-west
Navy Midshipmen,dl,6073,fbs-independents
Miami (FL) Hurricanes,dl,6073,acc
Marshall Thundering Herd,dl,6073,conference-usa
Idaho Vandals,dl,6073,fbs-independents
Hawaii Warriors,dl,6073,mountain-west
Harvard Crimson,dl,6073,ivy
Eastern Washington Eagles,dl,6073,big-sky
Colorado Buffaloes,dl,6073,pac-12
California Golden Bears,dl,6073,pac-12
Cal Poly Mustangs,dl,6073,big-sky
Army Black Knights,dl,6073,fbs-independents
Abilene Christian Wildcats,dl,6073,fcs-independents
Weber State Wildcats,db,6073,big-sky
Virginia Military Institute Keydets,db,6073,big-south
UNLV Rebels,db,6073,mountain-west
Texas Tech Red Raiders,db,6073,big-12
Stony Brook Seawolves,db,6073,caa
Stetson Hatters,db,6073,pioneer
South Dakota Coyotes,db,6073,missouri-valley
San Jose State Spartans,db,6073,mountain-west
San Jose State Spartans,db,6073,mountain-west
San Jose State Spartans,db,6073,mountain-west
San Jose State Spartans,db,6073,mountain-west
San Diego Toreros,db,6073,pioneer
San Diego Toreros,db,6073,pioneer
San Diego Toreros,db,6073,pioneer
San Diego Toreros,db,6073,pioneer
San Diego Toreros,db,6073,pioneer
San Diego Toreros,db,6073,pioneer
San Diego Toreros,db,6073,pioneer
San Diego State Aztecs,db,6073,mountain-west
San Diego State Aztecs,db,6073,mountain-west
San Diego State Aztecs,db,6073,mountain-west
San Diego State Aztecs,db,6073,mountain-west
San Diego State Aztecs,db,6073,mountain-west
San Diego State Aztecs,db,6073,mountain-west
San Diego State Aztecs,db,6073,mountain-west
Sacramento State Hornets,db,6073,big-sky
Sacramento State Hornets,db,6073,big-sky
Portland State Vikings,db,6073,big-sky
Portland State Vikings,db,6073,big-sky
Oregon Ducks,db,6073,pac-12
Northern Arizona Lumberjacks,db,6073,big-sky
New Mexico Lobos,db,6073,mountain-west
Navy Midshipmen,db,6073,fbs-independents
Murray State Racers,db,6073,ohio-valley
Montana State Bobcats,db,6073,big-sky
Idaho Vandals,db,6073,fbs-independents
Harvard Crimson,db,6073,ivy
Gardner-Webb Runnin' Bulldogs,db,6073,big-south
Duquesne Dukes,db,6073,northeast
Cornell Big Red,db,6073,ivy
California Golden Bears,db,6073,pac-12
Cal Poly Mustangs,db,6073,big-sky
Cal Poly Mustangs,db,6073,big-sky
Cal Poly Mustangs,db,6073,big-sky
Brigham Young Cougars,db,6073,fbs-independents
Boise State Broncos,db,6073,mountain-west
Arizona Wildcats,db,6073,pac-12
Arizona Wildcats,db,6073,pac-12
Utah Utes,wr,6075,pac-12
UNLV Rebels,wr,6075,mountain-west
UCLA Bruins,wr,6075,pac-12
San Diego Toreros,te,6075,pioneer
UC Davis Aggies,rb,6075,big-sky
Tulane Green Wave,qb,6075,conference-usa
Yale Bulldogs,ol,6075,ivy
San Jose State Spartans,ol,6075,mountain-west
Sacred Heart Pioneers,ol,6075,northeast
Sacramento State Hornets,ol,6075,big-sky
Brown Bears,lb,6075,ivy
Arizona State Sun Devils,lb,6075,pac-12
Sacred Heart Pioneers,db,6075,northeast
Sacramento State Hornets,wr,6077,big-sky
Oregon State Beavers,wr,6077,pac-12
Northwestern Wildcats,wr,6077,big-ten
North Dakota,wr,6077,big-sky
Fresno State Bulldogs,wr,6077,mountain-west
Fresno State Bulldogs,wr,6077,mountain-west
Fresno State Bulldogs,wr,6077,mountain-west
Eastern Washington Eagles,wr,6077,big-sky
California Golden Bears,wr,6077,pac-12
Arizona State Sun Devils,te,6077,pac-12
USC Trojans,rb,6077,pac-12
UCLA Bruins,rb,6077,pac-12
Notre Dame Fighting Irish,rb,6077,fbs-independents
Fresno State Bulldogs,rb,6077,mountain-west
Sacramento State Hornets,qb,6077,big-sky
Oregon State Beavers,qb,6077,pac-12
Fresno State Bulldogs,qb,6077,mountain-west
Incarnate Word Cardinals,ol,6077,fcs-independents
Texas State Bobcats,lb,6077,sun-belt
San Jose State Spartans,lb,6077,mountain-west
Fresno State Bulldogs,lb,6077,mountain-west
Washington Huskies,dl,6077,pac-12
UNLV Rebels,dl,6077,mountain-west
UCLA Bruins,dl,6077,pac-12
UC Davis Aggies,dl,6077,big-sky
San Jose State Spartans,dl,6077,mountain-west
San Diego Toreros,dl,6077,pioneer
Northern Arizona Lumberjacks,dl,6077,big-sky
UC Davis Aggies,db,6077,big-sky
Sacramento State Hornets,db,6077,big-sky
Notre Dame Fighting Irish,db,6077,fbs-independents
Houston Cougars,db,6077,american-athletic
Cal Poly Mustangs,db,6077,big-sky
Arizona State Sun Devils,db,6077,pac-12
TCU Horned Frogs,wr,6079,big-12
Colorado Buffaloes,wr,6079,pac-12
Northern Arizona Lumberjacks,rb,6079,big-sky
Cal Poly Mustangs,rb,6079,big-sky
Oregon State Beavers,qb,6079,pac-12
Washington State Cougars,ol,6079,pac-12
Sacramento State Hornets,ol,6079,big-sky
Portland State Vikings,ol,6079,big-sky
Oregon State Beavers,ol,6079,pac-12
Fresno State Bulldogs,ol,6079,mountain-west
Cal Poly Mustangs,ol,6079,big-sky
San Diego State Aztecs,lb,6079,mountain-west
Oklahoma State Cowboys,lb,6079,big-12
Boise State Broncos,lb,6079,mountain-west
Wake Forest Demon Deacons,k-p,6079,acc
Oregon State Beavers,k-p,6079,pac-12
Purdue Boilermakers,dl,6079,big-ten
Cal Poly Mustangs,dl,6079,big-sky
Brown Bears,dl,6079,ivy
Weber State Wildcats,db,6079,big-sky
San Jose State Spartans,db,6079,mountain-west
Cornell Big Red,db,6079,ivy
Cal Poly Mustangs,db,6079,big-sky
UNLV Rebels,wr,6081,mountain-west
UC Davis Aggies,wr,6081,big-sky
Princeton Tigers,wr,6081,ivy
Princeton Tigers,wr,6081,ivy
Indiana State Sycamores,wr,6081,missouri-valley
UC Davis Aggies,te,6081,big-sky
Georgetown Hoyas,te,6081,patriot-league
UC Davis Aggies,rb,6081,big-sky
Stanford Cardinal,rb,6081,pac-12
San Jose State Spartans,rb,6081,mountain-west
Idaho Vandals,rb,6081,fbs-independents
Nebraska Cornhuskers,qb,6081,big-ten
Louisiana Tech Bulldogs,qb,6081,conference-usa
Yale Bulldogs,ol,6081,ivy
Yale Bulldogs,ol,6081,ivy
Washington State Cougars,ol,6081,pac-12
USC Trojans,ol,6081,pac-12
UCLA Bruins,ol,6081,pac-12
UC Davis Aggies,ol,6081,big-sky
Texas A&M Aggies,ol,6081,sec
Stanford Cardinal,ol,6081,pac-12
Southern Utah Thunderbirds,ol,6081,big-sky
San Jose State Spartans,ol,6081,mountain-west
Kansas Jayhawks,ol,6081,big-12
Hawaii Warriors,ol,6081,mountain-west
Colorado Buffaloes,ol,6081,pac-12
California Golden Bears,ol,6081,pac-12
Army Black Knights,ol,6081,fbs-independents
Yale Bulldogs,lb,6081,ivy
Oregon Ducks,lb,6081,pac-12
Navy Midshipmen,lb,6081,fbs-independents
Middle Tennessee Blue Raiders,lb,6081,conference-usa
Idaho Vandals,lb,6081,fbs-independents
Hawaii Warriors,lb,6081,mountain-west
Colorado Buffaloes,lb,6081,pac-12
Yale Bulldogs,k-p,6081,ivy
Colorado Buffaloes,k-p,6081,pac-12
UC Davis Aggies,dl,6081,big-sky
Hawaii Warriors,dl,6081,mountain-west
Hawaii Warriors,dl,6081,mountain-west
California Golden Bears,dl,6081,pac-12
Cal Poly Mustangs,dl,6081,big-sky
Tennessee Tech Golden Eagles,db,6081,ohio-valley
Stanford Cardinal,db,6081,pac-12
Kansas State Wildcats,db,6081,big-12
Louisiana Tech Bulldogs,wr,6083,conference-usa
Washington Huskies,rb,6083,pac-12
Yale Bulldogs,ol,6083,ivy
